Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2,index
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,6,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,6,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),27.500000000000004,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),27.500000000000004,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),25.416666666666664,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),25.416666666666664,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),14.166666666666666,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),14.166666666666666,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),72.08333333333333,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),72.08333333333333,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.25,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.25,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),32.5,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),32.5,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),2.5,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),2.5,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Area (in hectare),29.271955,NA,NA,Area (in hectare),Area (in hectare),29.271955,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Area (in sq km),0.29271955,NA,NA,Area (in sq km),Area (in sq km),0.29271955,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Population density Resident Maldivian Population,819.8974069207198,NA,Resident Maldivians,Population density ,Population density ,819.8974069207198,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Fulhadhoo,Baa Atoll,Median Age Resident Maldivians,33,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,33,"Fulhadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivians Population Both sexes,508,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,508,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.17365890480121424,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.17365890480121424,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Foreigners (%) (out of resident Population),12.864493996569468,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),12.864493996569468,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),85.40145985401459,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),85.40145985401459,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Dependency Ratio,60.252365930599375,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,60.252365930599375,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,47.634069400630914,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,47.634069400630914,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,12.618296529968454,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,12.618296529968454,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,171,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,171,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,151,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,151,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,76,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,76,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,317,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,317,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,57,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,57,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,149,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,149,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,40,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,40,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),33.661417322834644,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),33.661417322834644,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),29.7244094488189,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),29.7244094488189,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),14.960629921259844,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),14.960629921259844,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),62.40157480314961,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),62.40157480314961,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.220472440944881,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.220472440944881,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),29.330708661417322,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),29.330708661417322,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.874015748031496,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.874015748031496,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Area (in hectare),162.944662,NA,NA,Area (in hectare),Area (in hectare),162.944662,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Area (in sq km),1.62944662,NA,NA,Area (in sq km),Area (in sq km),1.62944662,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Population density Resident Maldivian Population,311.76228405690273,NA,Resident Maldivians,Population density ,Population density ,311.76228405690273,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Goidhoo,Baa Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29,"Goidhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivians Population Both sexes,674,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,674,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.09319212495717813,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.09319212495717813,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Foreigners (%) (out of resident Population),9.408602150537634,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),9.408602150537634,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),86.70360110803324,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),86.70360110803324,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Dependency Ratio,70.2020202020202,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,70.2020202020202,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,61.61616161616161,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,61.61616161616161,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,8.585858585858585,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,8.585858585858585,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,282,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,282,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,244,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,244,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,144,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,144,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,396,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,396,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,67,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,67,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,121,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,121,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,34,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,34,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),41.839762611275965,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),41.839762611275965,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),36.20178041543027,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),36.20178041543027,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),21.364985163204746,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),21.364985163204746,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),58.753709198813056,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),58.753709198813056,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),9.940652818991099,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),9.940652818991099,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),17.95252225519288,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),17.95252225519288,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.044510385756676,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.044510385756676,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Area (in hectare),31.740218,NA,NA,Area (in hectare),Area (in hectare),31.740218,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Area (in sq km),0.31740218,NA,NA,Area (in sq km),Area (in sq km),0.31740218,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Population density Resident Maldivian Population,2123.488880889224,NA,Resident Maldivians,Population density ,Population density ,2123.488880889224,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Hithaadhoo,Baa Atoll,Median Age Resident Maldivians,28.5,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,28.5,"Hithaadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivians Population Both sexes,343,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,343,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.35966970922849556,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.35966970922849556,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Foreigners (%) (out of resident Population),37.86231884057971,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),37.86231884057971,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),102.9585798816568,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),102.9585798816568,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Dependency Ratio,46.58119658119658,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,46.58119658119658,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,39.743589743589745,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,39.743589743589745,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,6.837606837606838,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,6.837606837606838,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,113,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,113,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,93,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,93,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,64,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,64,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,234,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,234,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,52,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,52,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,95,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,95,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,16,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,16,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),32.94460641399417,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),32.94460641399417,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),27.113702623906704,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),27.113702623906704,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.658892128279884,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.658892128279884,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),68.22157434402332,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),68.22157434402332,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),15.160349854227405,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),15.160349854227405,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),27.696793002915456,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),27.696793002915456,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),4.664723032069971,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),4.664723032069971,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Area (in hectare),21.348633,NA,NA,Area (in hectare),Area (in hectare),21.348633,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Area (in sq km),0.21348633,NA,NA,Area (in sq km),Area (in sq km),0.21348633,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Population density Resident Maldivian Population,1606.660248457126,NA,Resident Maldivians,Population density ,Population density ,1606.660248457126,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kamadhoo,Baa Atoll,Median Age Resident Maldivians,30,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,30,"Kamadhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Maldivians Population Both sexes,861,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,861,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.47402189352235113,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.47402189352235113,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Foreigners (%) (out of resident Population),14.071856287425149,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),14.071856287425149,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),89.64757709251101,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),89.64757709251101,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Maldivian Population 2022 Dependency Ratio,71.8562874251497,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,71.8562874251497,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,61.67664670658682,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,61.67664670658682,"Kendhoo, Maalhosmadulu Dhekunuburi"
Maalhosmadulu Dhekunuburi,Kendhoo,Baa Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,10.179640718562874,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,10.179640718562874,"Kendhoo, Maalhosmadulu Dhekunuburi"
