Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2,index
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),38.579387186629525,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),38.579387186629525,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),33.00835654596101,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),33.00835654596101,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),20.184272551960575,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),20.184272551960575,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),61.44203985429613,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),61.44203985429613,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),13.809727876580244,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),13.809727876580244,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),27.105206770944935,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),27.105206770944935,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.549603599742876,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.549603599742876,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Area (in hectare),252.112262,NA,NA,Area (in hectare),Area (in hectare),252.112262,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Area (in sq km),2.52112262,NA,NA,Area (in sq km),Area (in sq km),2.52112262,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Population density Resident Maldivian Population,3702.3189296520613,NA,Resident Maldivians,Population density ,Population density ,3702.3189296520613,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kulhudhuffushi,Haa Dhaal Atoll,Median Age Resident Maldivians,27,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,27,"Kulhudhuffushi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivians Population Both sexes,941,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,941,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.1556826044733084,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.1556826044733084,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Foreigners (%) (out of resident Population),5.616850551654965,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),5.616850551654965,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),79.58015267175573,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),79.58015267175573,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,54.76973684210527,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,54.76973684210527,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,45.23026315789473,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,45.23026315789473,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,9.539473684210527,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,9.539473684210527,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,324,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,324,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,275,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,275,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,166,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,166,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,608,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,608,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,112,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,112,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,241,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,241,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,58,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,58,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),34.431455897980875,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),34.431455897980875,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),29.22422954303932,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),29.22422954303932,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),17.640807651434645,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),17.640807651434645,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),64.61211477151966,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),64.61211477151966,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.902231668437832,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.902231668437832,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),25.61105207226355,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),25.61105207226355,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),6.163655685441021,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),6.163655685441021,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Area (in hectare),190.453373,NA,NA,Area (in hectare),Area (in hectare),190.453373,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Area (in sq km),1.90453373,NA,NA,Area (in sq km),Area (in sq km),1.90453373,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Population density Resident Maldivian Population,494.08418720943314,NA,Resident Maldivians,Population density ,Population density ,494.08418720943314,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kumundhoo,Haa Dhaal Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29,"Kumundhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivians Population Both sexes,479,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,479,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.9496374840887415,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.9496374840887415,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Foreigners (%) (out of resident Population),2.642276422764228,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),2.642276422764228,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),83.5249042145594,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),83.5249042145594,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,65.17241379310344,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,65.17241379310344,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,53.103448275862064,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,53.103448275862064,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,12.068965517241379,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,12.068965517241379,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,172,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,172,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,154,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,154,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,85,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,85,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,290,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,290,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,52,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,52,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,125,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,125,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,35,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,35,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),35.908141962421716,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),35.908141962421716,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),32.150313152400834,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),32.150313152400834,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),17.745302713987474,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),17.745302713987474,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),60.5427974947808,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),60.5427974947808,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.855949895615867,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.855949895615867,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),26.096033402922757,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),26.096033402922757,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.306889352818372,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.306889352818372,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Area (in hectare),40.992754,NA,NA,Area (in hectare),Area (in hectare),40.992754,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Area (in sq km),0.40992754,NA,NA,Area (in sq km),Area (in sq km),0.40992754,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Population density Resident Maldivian Population,1168.4991937843454,NA,Resident Maldivians,Population density ,Population density ,1168.4991937843454,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Kuribi,Haa Dhaal Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29,"Kuribi, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivians Population Both sexes,1204,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1204,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.09320754787589235,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.09320754787589235,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Foreigners (%) (out of resident Population),4.822134387351778,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),4.822134387351778,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),86.37770897832817,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),86.37770897832817,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,75.51020408163265,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,75.51020408163265,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,62.82798833819242,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,62.82798833819242,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,12.682215743440233,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,12.682215743440233,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,486,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,486,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,431,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,431,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,217,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,217,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,686,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,686,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,111,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,111,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,251,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,251,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,87,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,87,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),40.365448504983384,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),40.365448504983384,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),35.797342192691026,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),35.797342192691026,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.023255813953487,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.023255813953487,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),56.97674418604651,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),56.97674418604651,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),9.219269102990033,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),9.219269102990033,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),20.84717607973422,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),20.84717607973422,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.225913621262459,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.225913621262459,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Area (in hectare),80.716405,NA,NA,Area (in hectare),Area (in hectare),80.716405,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Area (in sq km),0.8071640499999999,NA,NA,Area (in sq km),Area (in sq km),0.8071640499999999,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Population density Resident Maldivian Population,1491.6422504198497,NA,Resident Maldivians,Population density ,Population density ,1491.6422504198497,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Makunudhoo,Haa Dhaal Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29,"Makunudhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Naivaadhoo,Haa Dhaal Atoll,Resident Maldivians Population Both sexes,436,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,436,"Naivaadhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Naivaadhoo,Haa Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.1727905214248295,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.1727905214248295,"Naivaadhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Naivaadhoo,Haa Dhaal Atoll,Resident Foreigners (%) (out of resident Population),11.91919191919192,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),11.91919191919192,"Naivaadhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Naivaadhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),77.23577235772358,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),77.23577235772358,"Naivaadhoo, Thiladhunmathee Dhekunuburi"
Thiladhunmathee Dhekunuburi,Naivaadhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,73.70517928286853,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,73.70517928286853,"Naivaadhoo, Thiladhunmathee Dhekunuburi"
