Population,Administration,Indicator,Gender ,Geography,Pcode,Island,Atoll Official,Value,Sort Order,sort order-2,Atoll Local Names
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005016002,Viligili,Gaaf Alif Atoll,48,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017009,Fares,Gaaf Dhaal Atoll,45,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017007,Fiyoari,Gaaf Dhaal Atoll,60,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,46,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,58,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017001,Madeveli,Gaaf Dhaal Atoll,53,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017003,Nadallaa,Gaaf Dhaal Atoll,36,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017005,Rathafandhoo,Gaaf Dhaal Atoll,39,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017010,Thinadhoo,Gaaf Dhaal Atoll,55,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005017006,Vaadhoo,Gaaf Dhaal Atoll,29,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005018001,Foammulah,Gnaviyani Atoll,49,20,20,Fuvahmulah
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019004,Feydhoo,Seenu Atoll,39,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019002,Hithadhoo,Seenu Atoll,42,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019006,Hulhudhoo,Seenu Atoll,34,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019003,Maradhoo,Seenu Atoll,42,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019005,Maradhoo-Feydhoo,Seenu Atoll,42,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Dependency Ratio,,Atoll,MV005019001,Meedhoo,Seenu Atoll,41,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001011,Filladhoo,Haa Alif Atoll,13,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,16,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001008,Kelaa,Haa Alif Atoll,16,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001012,Maarandhoo,Haa Alif Atoll,16,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001005,Mulhadhoo,Haa Alif Atoll,13,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001015,Muraidhoo,Haa Alif Atoll,15,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001013,Thakandhoo,Haa Alif Atoll,26,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001001,Thurakunu,Haa Alif Atoll,16,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001001009,Vashafaru,Haa Alif Atoll,14,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002004,Finey,Haa Dhaal Atoll,12,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,15,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002012,Kulhudhuffushi,Haa Dhaal Atoll,9,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002010,Kuribi,Haa Dhaal Atoll,12,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002017,Makunudhoo,Haa Dhaal Atoll,13,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002005,Naivaadhoo,Haa Dhaal Atoll,14,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002008,Nellaidhoo,Haa Dhaal Atoll,13,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002014,Neykurendhoo,Haa Dhaal Atoll,14,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002007,Nolhivaramfaru,Haa Dhaal Atoll,12,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,21,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003006,Bilehffahi,Shaviyani Atoll,15,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003005,Feevah,Shaviyani Atoll,15,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003004,Feydhoo,Shaviyani Atoll,13,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003007,Foakaidhoo,Shaviyani Atoll,7,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003015,Funadhoo,Shaviyani Atoll,9,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003003,Goidhoo,Shaviyani Atoll,16,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003001,Kaditheemu,Shaviyani Atoll,11,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003013,Komandoo,Shaviyani Atoll,9,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003011,Lhaimagu,Shaviyani Atoll,13,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003014,Maaugoodhoo,Shaviyani Atoll,12,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003010,Maroshi,Shaviyani Atoll,15,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,Milandhoo,Milandhoo,Shaviyani Atoll,7,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003008,Narudhoo,Shaviyani Atoll,11,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV001003002,Noomaraa,Shaviyani Atoll,7,3,3,Miladhunmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004001,Hebadhoo,Noonu Atoll,12,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004011,Holhudhoo,Noonu Atoll,12,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004002,Kedhikolhudhoo,Noonu Atoll,9,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004004,Kudafari,Noonu Atoll,13,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004007,Lhohi,Noonu Atoll,9,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004006,Maafaru,Noonu Atoll,7,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004003,Maalhendhoo,Noonu Atoll,13,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004009,Magoodhoo,Noonu Atoll,9,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002004013,Velidhoo,Noonu Atoll,11,6,6,Miladhunmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006004,Agolhitheemu,Raa Atoll,6,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006001,Alifushi,Raa Atoll,13,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,Dhuvaafaru,Dhuvaafaru,Raa Atoll,9,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006005,Hulhudhuffaaru,Raa Atoll,14,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006012,Iguraidhoo,Raa Atoll,11,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006010,Innamaadhoo,Raa Atoll,11,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006015,Kinolhas,Raa Atoll,9,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006003,Rasgetheemu,Raa Atoll,19,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006009,Rasmaadhoo,Raa Atoll,16,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006006,Ugoofaaru,Raa Atoll,7,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002006002,Vaadhoo,Raa Atoll,14,7,7,Maalhosmadulu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007008,Eydhafushi,Baa Atoll,13,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007011,Fulhadhoo,Baa Atoll,3,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007013,Goidhoo,Baa Atoll,13,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007010,Hithaadhoo,Baa Atoll,9,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007002,Kamadhoo,Baa Atoll,7,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007004,Kihaadhoo,Baa Atoll,7,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007001,Kudarikilu,Baa Atoll,12,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007007,Maalhoss,Baa Atoll,9,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002007009,Thulhaadhoo,Baa Atoll,13,4,4,Maalhosmadulu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV002005003,Kurendhoo,Lhaviyani Atoll,11,5,5,Faadhippolhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004009002,Gaafaru,Kaafu Atoll,5,10,10,Malé Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004009009,Guraidhoo,Kaafu Atoll,11,10,10,Malé Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004009006,Himmafushi,Kaafu Atoll,4,10,10,Malé Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004009008,Maafushi,Kaafu Atoll,3,10,10,Malé Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004010004,Keyodhoo,Vaavu Atoll,14,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004010005,Rakeedhoo,Vaavu Atoll,21,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004010002,Thinadhoo,Vaavu Atoll,11,11,11,Felidhe Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013008,Dhiggaru,Meemu Atoll,15,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013009,Maduvvari,Meemu Atoll,12,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013004,Mulah,Meemu Atoll,11,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013005,Muli,Meemu Atoll,11,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013006,Naalaafushi,Meemu Atoll,14,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013001,Raimandhoo,Meemu Atoll,16,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004013003,Veyvah,Meemu Atoll,5,15,15,Meemu (M)
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004011004,Dharaboodhoo,Faafu Atoll,7,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004011001,Feeali,Faafu Atoll,9,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004011003,Magoodhoo,Faafu Atoll,9,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004011005,Nilandhoo,Faafu Atoll,9,14,14,Nilandhe Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004012004,Hulhudheli,Dhaal Atoll,9,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004012007,Maaeboodhoo,Dhaal Atoll,12,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004012001,Meedhoo,Dhaal Atoll,6,13,13,Nilandhe Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014001,Buruni,Thaa Atoll,7,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014004,Dhiyamigili,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014009,Gaadhiffushi,Thaa Atoll,14,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014005,Guraidhoo,Thaa Atoll,14,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014008,Hirilandhoo,Thaa Atoll,7,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014006,Kadoodhoo,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014012,Kibidhoo,Thaa Atoll,14,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014003,Madifushi,Thaa Atoll,6,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014013,Omadhoo,Thaa Atoll,14,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014010,Thimarafushi,Thaa Atoll,13,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014007,Vandhoo,Thaa Atoll,11,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014011,Veymandoo,Thaa Atoll,7,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004014002,Vilufushi,Thaa Atoll,15,16,16,Kolhumadulu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015002,Dhabidhoo,Laamu Atoll,12,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015008,Fonadhoo,Laamu Atoll,11,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,Gamu,Gamu,Laamu Atoll,9,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015001,Isdhoo,Laamu Atoll,9,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015005,Kalhaidhoo,Laamu Atoll,9,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015012,Kunahandhoo,Laamu Atoll,13,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015003,Maabaidhoo,Laamu Atoll,13,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV004015004,Mundhoo,Laamu Atoll,5,17,17,Hadhdhummathi Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016005,Dhaandhoo,Gaaf Alif Atoll,15,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016006,Dhevvadhoo,Gaaf Alif Atoll,19,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016009,Gemanafushi,Gaaf Alif Atoll,11,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016010,Kanduhulhudhoo,Gaaf Alif Atoll,11,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016007,Kodey,Gaaf Alif Atoll,16,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016001,Kolamaafushi,Gaaf Alif Atoll,18,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016003,Maamendhoo,Gaaf Alif Atoll,12,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016004,Nilandhoo,Gaaf Alif Atoll,11,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005016002,Viligili,Gaaf Alif Atoll,13,18,18,Huvadhu Atholhu Uthuruburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017009,Fares,Gaaf Dhaal Atoll,18,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017007,Fiyoari,Gaaf Dhaal Atoll,23,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,18,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,16,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017001,Madeveli,Gaaf Dhaal Atoll,18,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017003,Nadallaa,Gaaf Dhaal Atoll,15,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017005,Rathafandhoo,Gaaf Dhaal Atoll,32,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005017006,Vaadhoo,Gaaf Dhaal Atoll,16,19,19,Huvadhu Atholhu Dhekunuburi
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005018001,Foammulah,Gnaviyani Atoll,14,20,20,Fuvahmulah
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019004,Feydhoo,Seenu Atoll,15,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019002,Hithadhoo,Seenu Atoll,12,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019006,Hulhudhoo,Seenu Atoll,22,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019003,Maradhoo,Seenu Atoll,13,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019005,Maradhoo-Feydhoo,Seenu Atoll,12,21,21,Addu Atholhu
Maldivians,Administrative Islands,Aged-Dependency Ratio,,Atoll,MV005019001,Meedhoo,Seenu Atoll,16,21,21,Addu Atholhu
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001016,Baarah,Haa Alif Atoll,39,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001010,Dhidhdhoo,Haa Alif Atoll,40,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001011,Filladhoo,Haa Alif Atoll,32,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,33,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001007,Ihavandhoo,Haa Alif Atoll,42,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001008,Kelaa,Haa Alif Atoll,34,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001012,Maarandhoo,Haa Alif Atoll,42,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001005,Mulhadhoo,Haa Alif Atoll,32,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001015,Muraidhoo,Haa Alif Atoll,42,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001013,Thakandhoo,Haa Alif Atoll,17,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001001,Thurakunu,Haa Alif Atoll,29,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001002,Uligamu,Haa Alif Atoll,31,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001014,Utheemu,Haa Alif Atoll,37,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001001009,Vashafaru,Haa Alif Atoll,34,1,1,Thiladhunmathee Uthuruburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002004,Finey,Haa Dhaal Atoll,35,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002003,Hanimaadhoo,Haa Dhaal Atoll,35,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,26,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002012,Kulhudhuffushi,Haa Dhaal Atoll,39,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002013,Kumundhoo,Haa Dhaal Atoll,34,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002010,Kuribi,Haa Dhaal Atoll,36,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002017,Makunudhoo,Haa Dhaal Atoll,40,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002005,Naivaadhoo,Haa Dhaal Atoll,36,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002008,Nellaidhoo,Haa Dhaal Atoll,40,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002014,Neykurendhoo,Haa Dhaal Atoll,37,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002009,Nolhivaram,Haa Dhaal Atoll,44,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002007,Nolhivaramfaru,Haa Dhaal Atoll,38,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,36,2,2,Thiladhunmathee Dhekunuburi
Maldivians,Administrative Islands,Child Population (0-17 yrs)%,,Atoll,MV001003006,Bilehffahi,Shaviyani Atoll,37,3,3,Miladhunmadulu Uthuruburi
