Population,Administration,Indicator,Gender ,Geography,Pcode,Island,Atoll Official,Value,Sort Order,sort order-2,Atoll Local Names
Foreigners,Administrative Islands,Population,Female,Atoll,MV001003010,Maroshi,Shaviyani Atoll,10,3,3,Miladhunmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,Milandhoo,Milandhoo,Shaviyani Atoll,12,3,3,Miladhunmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV001003008,Narudhoo,Shaviyani Atoll,4,3,3,Miladhunmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV001003002,Noomaraa,Shaviyani Atoll,4,3,3,Miladhunmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004012,Fodhdhoo,Noonu Atoll,5,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004001,Hebadhoo,Noonu Atoll,5,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004011,Holhudhoo,Noonu Atoll,14,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004002,Kedhikolhudhoo,Noonu Atoll,8,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004004,Kudafari,Noonu Atoll,9,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004005,Landhoo,Noonu Atoll,17,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004007,Lhohi,Noonu Atoll,11,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004006,Maafaru,Noonu Atoll,12,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004003,Maalhendhoo,Noonu Atoll,4,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004009,Magoodhoo,Noonu Atoll,7,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004010,Manadhoo,Noonu Atoll,27,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004008,Miladhoo,Noonu Atoll,10,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002004013,Velidhoo,Noonu Atoll,20,6,6,Miladhunmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006004,Agolhitheemu,Raa Atoll,7,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006001,Alifushi,Raa Atoll,18,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,Dhuvaafaru,Dhuvaafaru,Raa Atoll,20,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006013,Fainu,Raa Atoll,5,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006005,Hulhudhuffaaru,Raa Atoll,16,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006012,Iguraidhoo,Raa Atoll,9,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006010,Innamaadhoo,Raa Atoll,15,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006015,Kinolhas,Raa Atoll,8,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006008,Maakurathu,Raa Atoll,9,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006011,Maduvvari,Raa Atoll,19,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006014,Meedhoo,Raa Atoll,18,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006003,Rasgetheemu,Raa Atoll,14,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006009,Rasmaadhoo,Raa Atoll,5,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006006,Ugoofaaru,Raa Atoll,48,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002006002,Vaadhoo,Raa Atoll,7,7,7,Maalhosmadulu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007006,Dharavandhoo,Baa Atoll,31,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007005,Dhonfanu,Baa Atoll,8,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007008,Eydhafushi,Baa Atoll,47,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007012,Fehendhoo,Baa Atoll,2,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007011,Fulhadhoo,Baa Atoll,23,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007013,Goidhoo,Baa Atoll,9,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007010,Hithaadhoo,Baa Atoll,3,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007002,Kamadhoo,Baa Atoll,45,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007003,Kendhoo,Baa Atoll,15,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007004,Kihaadhoo,Baa Atoll,3,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007001,Kudarikilu,Baa Atoll,4,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007007,Maalhoss,Baa Atoll,8,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002007009,Thulhaadhoo,Baa Atoll,22,4,4,Maalhosmadulu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV002005001,Hinnavaru,Lhaviyani Atoll,17,5,5,Faadhippolhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV002005003,Kurendhoo,Lhaviyani Atoll,12,5,5,Faadhippolhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV002005002,Naifaru,Lhaviyani Atoll,119,5,5,Faadhippolhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV002005004,Olhuvelifushi,Lhaviyani Atoll,12,5,5,Faadhippolhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009003,Dhiffushi,Kaafu Atoll,26,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009002,Gaafaru,Kaafu Atoll,10,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009007,Gulhi,Kaafu Atoll,21,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009009,Guraidhoo,Kaafu Atoll,29,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009006,Himmafushi,Kaafu Atoll,50,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009005,Huraa,Kaafu Atoll,17,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009001,Kaashidhoo,Kaafu Atoll,52,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009008,Maafushi,Kaafu Atoll,142,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004009004,Thulusdhoo,Kaafu Atoll,45,10,10,Malé Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008005,Bodufolhudhoo,Alif Uthuru Buri,12,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008006,Feridhoo,Alif Uthuru Buri,9,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008008,Himendhoo,Alif Uthuru Buri,21,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008007,Maalhoss,Alif Uthuru Buri,10,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008004,Mathiveri,Alif Uthuru Buri,9,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008002,Rasdhoo,Alif Uthuru Buri,32,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008001,Thoddoo,Alif Uthuru Buri,44,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004008003,Ukulhas,Alif Uthuru Buri,36,9,8,Ari Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020006,Dhangethi,Alif Dhekunu Buri,14,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020009,Dhidhdhoo,Alif Dhekunu Buri,10,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020007,Dhigurah,Alif Dhekunu Buri,13,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020008,Fenfushi,Alif Dhekunu Buri,5,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020001,Hanghghaameedhoo,Alif Dhekunu Buri,8,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020003,Kunburudhoo,Alif Dhekunu Buri,5,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020010,Maamigili,Alif Dhekunu Buri,26,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020004,Mahibadhoo,Alif Dhekunu Buri,70,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020005,Mandhoo,Alif Dhekunu Buri,13,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004020002,Omadhoo,Alif Dhekunu Buri,6,9,9,Ari Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004010003,Felidhoo,Vaavu Atoll,22,11,11,Felidhe Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004010001,Fulidhoo,Vaavu Atoll,16,11,11,Felidhe Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004010004,Keyodhoo,Vaavu Atoll,17,11,11,Felidhe Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004010005,Rakeedhoo,Vaavu Atoll,1,11,11,Felidhe Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004010002,Thinadhoo,Vaavu Atoll,9,11,11,Felidhe Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013008,Dhiggaru,Meemu Atoll,27,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013007,Kolhufushi,Meemu Atoll,12,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013009,Maduvvari,Meemu Atoll,15,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013004,Mulah,Meemu Atoll,24,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013005,Muli,Meemu Atoll,25,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013006,Naalaafushi,Meemu Atoll,9,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013001,Raimandhoo,Meemu Atoll,7,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004013003,Veyvah,Meemu Atoll,7,15,15,Meemu (M)
Foreigners,Administrative Islands,Population,Female,Atoll,MV004011002,Biledhdhoo,Faafu Atoll,7,14,14,Nilandhe Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004011004,Dharaboodhoo,Faafu Atoll,4,14,14,Nilandhe Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004011001,Feeali,Faafu Atoll,10,14,14,Nilandhe Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004011003,Magoodhoo,Faafu Atoll,10,14,14,Nilandhe Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004011005,Nilandhoo,Faafu Atoll,21,14,14,Nilandhe Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012002,Badidhoo,Dhaal Atoll,8,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012004,Hulhudheli,Dhaal Atoll,8,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012008,Kudahuvadhoo,Dhaal Atoll,59,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012007,Maaeboodhoo,Dhaal Atoll,5,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012001,Meedhoo,Dhaal Atoll,52,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004012003,Ribudhoo,Dhaal Atoll,6,13,13,Nilandhe Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014001,Buruni,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014004,Dhiyamigili,Thaa Atoll,4,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014009,Gaadhiffushi,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014005,Guraidhoo,Thaa Atoll,18,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014008,Hirilandhoo,Thaa Atoll,8,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014006,Kadoodhoo,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014012,Kibidhoo,Thaa Atoll,8,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014003,Madifushi,Thaa Atoll,9,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014013,Omadhoo,Thaa Atoll,7,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014010,Thimarafushi,Thaa Atoll,7,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014007,Vandhoo,Thaa Atoll,5,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014011,Veymandoo,Thaa Atoll,30,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004014002,Vilufushi,Thaa Atoll,19,16,16,Kolhumadulu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015002,Dhabidhoo,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015008,Fonadhoo,Laamu Atoll,28,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,Gamu,Gamu,Laamu Atoll,288,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015011,Hithadhoo,Seenu Atoll,4,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015001,Isdhoo,Laamu Atoll,4,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015005,Kalhaidhoo,Laamu Atoll,6,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015012,Kunahandhoo,Laamu Atoll,9,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015003,Maabaidhoo,Laamu Atoll,17,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015010,Maamendhoo,Laamu Atoll,10,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015007,Maavah,Laamu Atoll,7,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV004015004,Mundhoo,Laamu Atoll,5,17,17,Hadhdhummathi Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016005,Dhaandhoo,Gaaf Alif Atoll,15,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016006,Dhevvadhoo,Gaaf Alif Atoll,17,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016009,Gemanafushi,Gaaf Alif Atoll,10,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016010,Kanduhulhudhoo,Gaaf Alif Atoll,11,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016007,Kodey,Gaaf Alif Atoll,4,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016001,Kolamaafushi,Gaaf Alif Atoll,19,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016003,Maamendhoo,Gaaf Alif Atoll,10,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016004,Nilandhoo,Gaaf Alif Atoll,8,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005016002,Viligili,Gaaf Alif Atoll,61,18,18,Huvadhu Atholhu Uthuruburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017009,Fares,Gaaf Dhaal Atoll,9,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017007,Fiyoari,Gaaf Dhaal Atoll,11,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017004,Gadhdhoo,Gaaf Dhaal Atoll,20,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017002,Hoadedhdhoo,Gaaf Dhaal Atoll,9,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017001,Madeveli,Gaaf Dhaal Atoll,7,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017003,Nadallaa,Gaaf Dhaal Atoll,6,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017005,Rathafandhoo,Gaaf Dhaal Atoll,10,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017010,Thinadhoo,Gaaf Dhaal Atoll,112,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005017006,Vaadhoo,Gaaf Dhaal Atoll,7,19,19,Huvadhu Atholhu Dhekunuburi
Foreigners,Administrative Islands,Population,Female,Atoll,MV005018001,Foammulah,Gnaviyani Atoll,74,20,20,Fuvahmulah
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019004,Feydhoo,Seenu Atoll,46,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019002,Hithadhoo,Seenu Atoll,195,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019006,Hulhudhoo,Seenu Atoll,10,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019003,Maradhoo,Seenu Atoll,30,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019005,Maradhoo-Feydhoo,Seenu Atoll,39,21,21,Addu Atholhu
Foreigners,Administrative Islands,Population,Female,Atoll,MV005019001,Meedhoo,Seenu Atoll,9,21,21,Addu Atholhu
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001016,Baarah,Haa Alif Atoll,591,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001010,Dhidhdhoo,Haa Alif Atoll,1767,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001011,Filladhoo,Haa Alif Atoll,291,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001006,Hoarafushi,Haa Alif Atoll,856,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001007,Ihavandhoo,Haa Alif Atoll,1447,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001008,Kelaa,Haa Alif Atoll,534,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001012,Maarandhoo,Haa Alif Atoll,333,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001005,Mulhadhoo,Haa Alif Atoll,123,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001015,Muraidhoo,Haa Alif Atoll,277,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001013,Thakandhoo,Haa Alif Atoll,143,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001001,Thurakunu,Haa Alif Atoll,203,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001002,Uligamu,Haa Alif Atoll,200,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001014,Utheemu,Haa Alif Atoll,318,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001001009,Vashafaru,Haa Alif Atoll,224,1,1,Thiladhunmathee Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002004,Finey,Haa Dhaal Atoll,227,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002003,Hanimaadhoo,Haa Dhaal Atoll,1130,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002006,Hirimaradhoo,Haa Dhaal Atoll,136,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002012,Kulhudhuffushi,Haa Dhaal Atoll,5206,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002013,Kumundhoo,Haa Dhaal Atoll,532,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002010,Kuribi,Haa Dhaal Atoll,265,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002017,Makunudhoo,Haa Dhaal Atoll,657,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002005,Naivaadhoo,Haa Dhaal Atoll,257,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002008,Nellaidhoo,Haa Dhaal Atoll,558,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002014,Neykurendhoo,Haa Dhaal Atoll,330,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002009,Nolhivaram,Haa Dhaal Atoll,1110,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002007,Nolhivaramfaru,Haa Dhaal Atoll,652,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001002015,Vaikaradhoo,Haa Dhaal Atoll,373,2,2,Thiladhunmathee Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003006,Bilehffahi,Shaviyani Atoll,252,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003005,Feevah,Shaviyani Atoll,352,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003004,Feydhoo,Shaviyani Atoll,442,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003007,Foakaidhoo,Shaviyani Atoll,828,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003015,Funadhoo,Shaviyani Atoll,1115,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003003,Goidhoo,Shaviyani Atoll,301,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003001,Kaditheemu,Shaviyani Atoll,649,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003013,Komandoo,Shaviyani Atoll,470,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003011,Lhaimagu,Shaviyani Atoll,323,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003014,Maaugoodhoo,Shaviyani Atoll,484,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003010,Maroshi,Shaviyani Atoll,252,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,Milandhoo,Milandhoo,Shaviyani Atoll,1082,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003008,Narudhoo,Shaviyani Atoll,276,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV001003002,Noomaraa,Shaviyani Atoll,176,3,3,Miladhunmadulu Uthuruburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV002004012,Fodhdhoo,Noonu Atoll,135,6,6,Miladhunmadulu Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV002004001,Hebadhoo,Noonu Atoll,328,6,6,Miladhunmadulu Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV002004011,Holhudhoo,Noonu Atoll,776,6,6,Miladhunmadulu Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV002004002,Kedhikolhudhoo,Noonu Atoll,806,6,6,Miladhunmadulu Dhekunuburi
Resident Population,Administrative Islands,Population,Female,Atoll,MV002004004,Kudafari,Noonu Atoll,294,6,6,Miladhunmadulu Dhekunuburi
