Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2,index
HA,Baarah,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),17.47388414055081,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),17.47388414055081,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),60.68376068376068,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),60.68376068376068,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.921177587844255,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.921177587844255,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),22.79202279202279,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),22.79202279202279,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.7929724596391265,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.7929724596391265,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Area (in hectare),249.955159,NA,NA,Area (in hectare),Area (in hectare),249.955159,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Area (in sq km),2.4995515900000003,NA,NA,Area (in sq km),Area (in sq km),2.4995515900000003,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Population density Resident Maldivian Population,421.2755616698433,NA,Resident Maldivians,Population density ,Population density ,421.2755616698433,"Baarah, Haa Alif Atoll"
HA,Baarah,Haa Alif Atoll,Median Age Resident Maldivians,28,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,28,"Baarah, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivians Population Both sexes,3126,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,3126,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),2.2434949369312824,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),2.2434949369312824,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),8.382180539273154,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),8.382180539273154,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),81.21739130434783,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),81.21739130434783,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,71.94719471947195,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,71.94719471947195,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,61.826182618261825,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,61.826182618261825,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,10.121012101210122,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,10.121012101210122,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,1260,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,1260,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,1124,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,1124,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,595,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,595,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,1818,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,1818,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,284,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,284,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,746,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,746,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,184,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,184,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),40.30710172744721,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),40.30710172744721,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),35.956493921944976,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),35.956493921944976,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),19.033909149072297,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),19.033909149072297,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),58.157389635316704,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),58.157389635316704,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),9.0850927703135,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),9.0850927703135,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),23.86436340371081,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),23.86436340371081,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.886116442738324,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.886116442738324,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Area (in hectare),96.542888,NA,NA,Area (in hectare),Area (in hectare),96.542888,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Area (in sq km),0.96542888,NA,NA,Area (in sq km),Area (in sq km),0.96542888,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Population density Resident Maldivian Population,3237.9391840857297,NA,Resident Maldivians,Population density ,Population density ,3237.9391840857297,"Dhidhdhoo, Haa Alif Atoll"
HA,Dhidhdhoo,Haa Alif Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29,"Dhidhdhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivians Population Both sexes,529,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,529,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.7573644309811223,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.7573644309811223,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),5.366726296958855,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),5.366726296958855,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),89.6057347670251,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),89.6057347670251,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,54.67836257309941,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,54.67836257309941,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,41.52046783625731,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,41.52046783625731,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,13.157894736842104,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,13.157894736842104,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,171,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,171,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,142,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,142,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,84,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,84,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,342,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,342,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,55,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,55,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,117,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,117,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,45,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,45,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),32.32514177693761,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),32.32514177693761,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),26.84310018903592,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),26.84310018903592,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),15.879017013232513,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),15.879017013232513,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),64.65028355387523,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),64.65028355387523,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.396975425330812,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.396975425330812,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),22.117202268431,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),22.117202268431,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.5066162570888455,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.5066162570888455,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Area (in hectare),266.042832,NA,NA,Area (in hectare),Area (in hectare),266.042832,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Area (in sq km),2.66042832,NA,NA,Area (in sq km),Area (in sq km),2.66042832,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Population density Resident Maldivian Population,198.84016269981672,NA,Resident Maldivians,Population density ,Population density ,198.84016269981672,"Filladhoo, Haa Alif Atoll"
HA,Filladhoo,Haa Alif Atoll,Median Age Resident Maldivians,33,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,33,"Filladhoo, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivians Population Both sexes,1654,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1654,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.5332915652032113,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.5332915652032113,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),10.157523085279738,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),10.157523085279738,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),100.48484848484848,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),100.48484848484848,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,65.56556556556556,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,65.56556556556556,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,49.44944944944945,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,49.44944944944945,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,16.116116116116117,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,16.116116116116117,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,547,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,547,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,494,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,494,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,250,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,250,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,999,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,999,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,115,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,115,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,371,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,371,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,161,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,161,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),33.07134220072551,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),33.07134220072551,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),29.866989117291414,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),29.866989117291414,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),15.114873035066505,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),15.114873035066505,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),60.39903264812576,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),60.39903264812576,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),6.952841596130592,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),6.952841596130592,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),22.430471584038695,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),22.430471584038695,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),9.73397823458283,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),9.73397823458283,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Area (in hectare),69.022371,NA,NA,Area (in hectare),Area (in hectare),69.022371,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Area (in sq km),0.69022371,NA,NA,Area (in sq km),Area (in sq km),0.69022371,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Population density Resident Maldivian Population,2396.3245191910314,NA,Resident Maldivians,Population density ,Population density ,2396.3245191910314,"Hoarafushi, Haa Alif Atoll"
HA,Hoarafushi,Haa Alif Atoll,Median Age Resident Maldivians,33,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,33,"Hoarafushi, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivians Population Both sexes,2699,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,2699,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.155363737508745,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.155363737508745,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Foreigners (%) (out of resident Population),6.056387051862165,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),6.056387051862165,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),88.6093640810622,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),88.6093640810622,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Dependency Ratio,69.74842767295597,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,69.74842767295597,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,61.50943396226415,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,61.50943396226415,"Ihavandhoo, Haa Alif Atoll"
HA,Ihavandhoo,Haa Alif Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,8.238993710691824,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,8.238993710691824,"Ihavandhoo, Haa Alif Atoll"
