dataset,indicator,atoll_official,island,value,atoll_official_name,adm1_pcode,local_names,adm2_pcode,indicator2,value2
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Fares-Maathodaa,2.484472049689441,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017008,Youth unemployment rate (18-35years) (%),2.484472049689441
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Fares-Maathodaa,34.375,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017008,NEET rate (15-24 years) (%),34.375
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Fares-Maathodaa,11.76470588235294,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017008,NEET rate (18-35 years) (%),11.76470588235294
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Fiyoari,63.21585903083701,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Labour force participation rate (%),63.21585903083701
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Fiyoari,62.11453744493392,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Employment-to-population ratio (%),62.11453744493392
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Fiyoari,1.7421602787456445,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Unemployment rate (%),1.7421602787456445
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Fiyoari,9.32475884244373,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Combined rate of unemployment and potential labour force (%),9.32475884244373
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Fiyoari,36.784140969163,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Inactivity rate (%),36.784140969163
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Fiyoari,6.25,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Youth unemployment rate (15-24 years) (%),6.25
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Fiyoari,1.7241379310344829,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Youth unemployment rate (18-35years) (%),1.7241379310344829
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Fiyoari,25.53191489361702,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,NEET rate (15-24 years) (%),25.53191489361702
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Fiyoari,3.4482758620689653,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,NEET rate (18-35 years) (%),3.4482758620689653
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Gadhdhoo,69.44181646168401,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Labour force participation rate (%),69.44181646168401
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Gadhdhoo,66.3197729422895,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Employment-to-population ratio (%),66.3197729422895
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Gadhdhoo,4.4959128065395095,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Unemployment rate (%),4.4959128065395095
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Gadhdhoo,11.601513240857503,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Combined rate of unemployment and potential labour force (%),11.601513240857503
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Gadhdhoo,30.558183538315987,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Inactivity rate (%),30.558183538315987
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Gadhdhoo,7.317073170731707,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Youth unemployment rate (15-24 years) (%),7.317073170731707
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Gadhdhoo,6.079027355623101,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Youth unemployment rate (18-35years) (%),6.079027355623101
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Gadhdhoo,17.26618705035971,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,NEET rate (15-24 years) (%),17.26618705035971
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Gadhdhoo,4.962779156327544,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,NEET rate (18-35 years) (%),4.962779156327544
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Hoandedhdhoo,68.88168557536467,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Labour force participation rate (%),68.88168557536467
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Hoandedhdhoo,65.80226904376013,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Employment-to-population ratio (%),65.80226904376013
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Hoandedhdhoo,4.470588235294118,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Unemployment rate (%),4.470588235294118
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Hoandedhdhoo,12.875536480686694,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Combined rate of unemployment and potential labour force (%),12.875536480686694
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Hoandedhdhoo,31.118314424635336,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Inactivity rate (%),31.118314424635336
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Hoandedhdhoo,8.51063829787234,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Youth unemployment rate (15-24 years) (%),8.51063829787234
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Hoandedhdhoo,5.978260869565218,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Youth unemployment rate (18-35years) (%),5.978260869565218
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Hoandedhdhoo,19.791666666666664,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,NEET rate (15-24 years) (%),19.791666666666664
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Hoandedhdhoo,6.607929515418502,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,NEET rate (18-35 years) (%),6.607929515418502
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Madaveli,52.088167053364266,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Labour force participation rate (%),52.088167053364266
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Madaveli,49.651972157772626,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Employment-to-population ratio (%),49.651972157772626
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Madaveli,4.67706013363029,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Unemployment rate (%),4.67706013363029
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Madaveli,28.785357737104828,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Combined rate of unemployment and potential labour force (%),28.785357737104828
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Madaveli,47.91183294663573,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Inactivity rate (%),47.91183294663573
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Madaveli,20.454545454545457,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Youth unemployment rate (15-24 years) (%),20.454545454545457
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Madaveli,5.88235294117647,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Youth unemployment rate (18-35years) (%),5.88235294117647
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Madaveli,36.58536585365854,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,NEET rate (15-24 years) (%),36.58536585365854
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Madaveli,10.559006211180124,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,NEET rate (18-35 years) (%),10.559006211180124
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Nadallaa,48.34437086092716,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Labour force participation rate (%),48.34437086092716
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Nadallaa,42.60485651214128,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Employment-to-population ratio (%),42.60485651214128
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Nadallaa,11.87214611872146,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Unemployment rate (%),11.87214611872146
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Nadallaa,28.782287822878228,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Combined rate of unemployment and potential labour force (%),28.782287822878228
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Nadallaa,51.65562913907284,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Inactivity rate (%),51.65562913907284
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Nadallaa,31.70731707317073,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Youth unemployment rate (15-24 years) (%),31.70731707317073
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Nadallaa,12.727272727272728,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Youth unemployment rate (18-35years) (%),12.727272727272728
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Nadallaa,47.19101123595505,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,NEET rate (15-24 years) (%),47.19101123595505
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Nadallaa,15.706806282722512,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,NEET rate (18-35 years) (%),15.706806282722512
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Rathafandhoo,55.97667638483965,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Labour force participation rate (%),55.97667638483965
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Rathafandhoo,53.93586005830904,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Employment-to-population ratio (%),53.93586005830904
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Rathafandhoo,3.6458333333333335,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Unemployment rate (%),3.6458333333333335
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Rathafandhoo,22.268907563025213,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Combined rate of unemployment and potential labour force (%),22.268907563025213
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Rathafandhoo,44.02332361516035,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Inactivity rate (%),44.02332361516035
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Rathafandhoo,10.714285714285714,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Youth unemployment rate (15-24 years) (%),10.714285714285714
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Rathafandhoo,5.88235294117647,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Youth unemployment rate (18-35years) (%),5.88235294117647
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Rathafandhoo,28.846153846153843,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,NEET rate (15-24 years) (%),28.846153846153843
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Rathafandhoo,9.022556390977442,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,NEET rate (18-35 years) (%),9.022556390977442
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Thinadhoo,60.33379058070416,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Labour force participation rate (%),60.33379058070416
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Thinadhoo,58.34476451760402,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Employment-to-population ratio (%),58.34476451760402
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Thinadhoo,3.296703296703297,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Unemployment rate (%),3.296703296703297
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Thinadhoo,12.15146299483649,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Combined rate of unemployment and potential labour force (%),12.15146299483649
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Thinadhoo,39.66620941929584,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Inactivity rate (%),39.66620941929584
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Thinadhoo,7.165109034267912,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Youth unemployment rate (15-24 years) (%),7.165109034267912
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Thinadhoo,3.978159126365054,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Youth unemployment rate (18-35years) (%),3.978159126365054
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Thinadhoo,18.43088418430884,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,NEET rate (15-24 years) (%),18.43088418430884
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Thinadhoo,5.839416058394161,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,NEET rate (18-35 years) (%),5.839416058394161
Employment,Labour force participation rate (%),Gaaf Dhaal Atoll,Vaadhoo,73.47417840375586,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Labour force participation rate (%),73.47417840375586
Employment,Employment-to-population ratio (%),Gaaf Dhaal Atoll,Vaadhoo,69.71830985915493,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Employment-to-population ratio (%),69.71830985915493
Employment,Unemployment rate (%),Gaaf Dhaal Atoll,Vaadhoo,5.111821086261981,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Unemployment rate (%),5.111821086261981
Employment,Combined rate of unemployment and potential labour force (%),Gaaf Dhaal Atoll,Vaadhoo,12.389380530973453,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Combined rate of unemployment and potential labour force (%),12.389380530973453
Employment,Inactivity rate (%),Gaaf Dhaal Atoll,Vaadhoo,26.525821596244132,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Inactivity rate (%),26.525821596244132
Employment,Youth unemployment rate (15-24 years) (%),Gaaf Dhaal Atoll,Vaadhoo,12.5,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Youth unemployment rate (15-24 years) (%),12.5
Employment,Youth unemployment rate (18-35years) (%),Gaaf Dhaal Atoll,Vaadhoo,7.361963190184049,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Youth unemployment rate (18-35years) (%),7.361963190184049
Employment,NEET rate (15-24 years) (%),Gaaf Dhaal Atoll,Vaadhoo,27.941176470588236,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,NEET rate (15-24 years) (%),27.941176470588236
Employment,NEET rate (18-35 years) (%),Gaaf Dhaal Atoll,Vaadhoo,8.542713567839195,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,NEET rate (18-35 years) (%),8.542713567839195
Employment,Labour force participation rate (%),Gnaviyani Atoll,Fuvahmulah,62.80882352941176,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Labour force participation rate (%),62.80882352941176
Employment,Employment-to-population ratio (%),Gnaviyani Atoll,Fuvahmulah,59.66176470588235,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Employment-to-population ratio (%),59.66176470588235
Employment,Unemployment rate (%),Gnaviyani Atoll,Fuvahmulah,5.01053617419808,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Unemployment rate (%),5.01053617419808
Employment,Combined rate of unemployment and potential labour force (%),Gnaviyani Atoll,Fuvahmulah,12.526951272100042,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Combined rate of unemployment and potential labour force (%),12.526951272100042
Employment,Inactivity rate (%),Gnaviyani Atoll,Fuvahmulah,37.19117647058823,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Inactivity rate (%),37.19117647058823
Employment,Youth unemployment rate (15-24 years) (%),Gnaviyani Atoll,Fuvahmulah,14.948453608247425,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Youth unemployment rate (15-24 years) (%),14.948453608247425
Employment,Youth unemployment rate (18-35years) (%),Gnaviyani Atoll,Fuvahmulah,6.198547215496368,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Youth unemployment rate (18-35years) (%),6.198547215496368
Employment,NEET rate (15-24 years) (%),Gnaviyani Atoll,Fuvahmulah,22.59983007646559,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,NEET rate (15-24 years) (%),22.59983007646559
Employment,NEET rate (18-35 years) (%),Gnaviyani Atoll,Fuvahmulah,7.762724276821677,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,NEET rate (18-35 years) (%),7.762724276821677
Employment,Labour force participation rate (%),Haa Alif Atoll,Baarah,57.39795918367348,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Labour force participation rate (%),57.39795918367348
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Baarah,52.806122448979586,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Employment-to-population ratio (%),52.806122448979586
Employment,Unemployment rate (%),Haa Alif Atoll,Baarah,8,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Unemployment rate (%),8
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Baarah,22.905027932960895,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Combined rate of unemployment and potential labour force (%),22.905027932960895
Employment,Inactivity rate (%),Haa Alif Atoll,Baarah,42.60204081632653,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Inactivity rate (%),42.60204081632653
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Baarah,11.864406779661016,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Youth unemployment rate (15-24 years) (%),11.864406779661016
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Baarah,7.865168539325842,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Youth unemployment rate (18-35years) (%),7.865168539325842
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Baarah,26.153846153846157,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,NEET rate (15-24 years) (%),26.153846153846157
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Baarah,9.655172413793103,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,NEET rate (18-35 years) (%),9.655172413793103
Employment,Labour force participation rate (%),Haa Alif Atoll,Mulhadhoo,82.1917808219178,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Labour force participation rate (%),82.1917808219178
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Mulhadhoo,81.27853881278538,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Employment-to-population ratio (%),81.27853881278538
Employment,Unemployment rate (%),Haa Alif Atoll,Mulhadhoo,1.1111111111111112,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Unemployment rate (%),1.1111111111111112
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Mulhadhoo,1.6574585635359116,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Combined rate of unemployment and potential labour force (%),1.6574585635359116
Employment,Inactivity rate (%),Haa Alif Atoll,Mulhadhoo,17.80821917808219,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Inactivity rate (%),17.80821917808219
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Mulhadhoo,6.25,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Youth unemployment rate (15-24 years) (%),6.25
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Mulhadhoo,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Youth unemployment rate (18-35years) (%),0
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Mulhadhoo,8,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,NEET rate (15-24 years) (%),8
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Mulhadhoo,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,NEET rate (18-35 years) (%),0
Employment,Labour force participation rate (%),Haa Alif Atoll,Muraidhoo,61.94690265486725,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Labour force participation rate (%),61.94690265486725
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Muraidhoo,60.766961651917406,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Employment-to-population ratio (%),60.766961651917406
Employment,Unemployment rate (%),Haa Alif Atoll,Muraidhoo,1.9047619047619049,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Unemployment rate (%),1.9047619047619049
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Muraidhoo,14.87603305785124,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Combined rate of unemployment and potential labour force (%),14.87603305785124
Employment,Inactivity rate (%),Haa Alif Atoll,Muraidhoo,38.05309734513274,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Inactivity rate (%),38.05309734513274
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Muraidhoo,5.263157894736842,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Youth unemployment rate (15-24 years) (%),5.263157894736842
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Muraidhoo,0.9523809523809524,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Youth unemployment rate (18-35years) (%),0.9523809523809524
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Muraidhoo,27.500000000000004,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,NEET rate (15-24 years) (%),27.500000000000004
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Muraidhoo,6.164383561643835,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,NEET rate (18-35 years) (%),6.164383561643835
Employment,Labour force participation rate (%),Haa Alif Atoll,Thakandhoo,67.09401709401709,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Labour force participation rate (%),67.09401709401709
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Thakandhoo,67.09401709401709,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Employment-to-population ratio (%),67.09401709401709
Employment,Unemployment rate (%),Haa Alif Atoll,Thakandhoo,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Unemployment rate (%),0
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Thakandhoo,8.720930232558139,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Combined rate of unemployment and potential labour force (%),8.720930232558139
Employment,Inactivity rate (%),Haa Alif Atoll,Thakandhoo,32.9059829059829,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Inactivity rate (%),32.9059829059829
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Thakandhoo,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Youth unemployment rate (15-24 years) (%),0
Employment,Youth unemployment rate (18-35years) (%),Haa Alif Atoll,Thakandhoo,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Youth unemployment rate (18-35years) (%),0
Employment,NEET rate (15-24 years) (%),Haa Alif Atoll,Thakandhoo,30.434782608695656,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,NEET rate (15-24 years) (%),30.434782608695656
Employment,NEET rate (18-35 years) (%),Haa Alif Atoll,Thakandhoo,8.860759493670885,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,NEET rate (18-35 years) (%),8.860759493670885
Employment,Labour force participation rate (%),Haa Alif Atoll,Thurakunu,60.0609756097561,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Labour force participation rate (%),60.0609756097561
Employment,Employment-to-population ratio (%),Haa Alif Atoll,Thurakunu,59.7560975609756,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Employment-to-population ratio (%),59.7560975609756
Employment,Unemployment rate (%),Haa Alif Atoll,Thurakunu,0.5076142131979695,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Unemployment rate (%),0.5076142131979695
Employment,Combined rate of unemployment and potential labour force (%),Haa Alif Atoll,Thurakunu,16.595744680851062,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Combined rate of unemployment and potential labour force (%),16.595744680851062
Employment,Inactivity rate (%),Haa Alif Atoll,Thurakunu,39.9390243902439,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Inactivity rate (%),39.9390243902439
Employment,Youth unemployment rate (15-24 years) (%),Haa Alif Atoll,Thurakunu,0,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Youth unemployment rate (15-24 years) (%),0
