dataset,indicator,atoll_official,island,value,atoll_official_name,adm1_pcode,local_names,adm2_pcode,indicator2,value2
Population,Median Age,Laamu Atoll,Maabaidhoo,28,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015003,Median Age,28
Population,Median Age,Laamu Atoll,Maamendhoo,32,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015010,Median Age,32
Population,Median Age,Laamu Atoll,Maavah,31,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015007,Median Age,31
Population,Median Age,Laamu Atoll,Mundhoo,29,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015004,Median Age,29
Population,Median Age,Gaaf Alif Atoll,Dhaandhoo,32,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016005,Median Age,32
Population,Median Age,Gaaf Alif Atoll,Dhevvadhoo,33,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016006,Median Age,33
Population,Median Age,Gaaf Alif Atoll,Gemanafushi,29,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016009,Median Age,29
Population,Median Age,Gaaf Alif Atoll,Kanduhulhudhoo,30,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016010,Median Age,30
Population,Median Age,Gaaf Alif Atoll,Kodey,30,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016007,Median Age,30
Population,Median Age,Gaaf Alif Atoll,Kolamaafushi,35,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016001,Median Age,35
Population,Median Age,Gaaf Alif Atoll,Maamendhoo,29,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016003,Median Age,29
Population,Median Age,Gaaf Alif Atoll,Nilandhoo,31,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016004,Median Age,31
Population,Median Age,Gaaf Alif Atoll,Viligili,30,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016002,Median Age,30
Population,Median Age,Gaaf Dhaal Atoll,Fares-Maathodaa,32,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017008,Median Age,32
Population,Median Age,Gaaf Dhaal Atoll,Fiyoari,33,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017007,Median Age,33
Population,Median Age,Gaaf Dhaal Atoll,Gadhdhoo,32,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017004,Median Age,32
Population,Median Age,Gaaf Dhaal Atoll,Hoandedhdhoo,30,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017002,Median Age,30
Population,Median Age,Gaaf Dhaal Atoll,Madaveli,31,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017001,Median Age,31
Population,Median Age,Gaaf Dhaal Atoll,Nadallaa,30,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017003,Median Age,30
Population,Median Age,Gaaf Dhaal Atoll,Rathafandhoo,33,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017005,Median Age,33
Population,Median Age,Gaaf Dhaal Atoll,Thinadhoo,29,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017010,Median Age,29
Population,Median Age,Gaaf Dhaal Atoll,Vaadhoo,31,Huvadhu Atholhu Dhekunuburi,MV017,Gaafu Dhaalu (GDh),MV017006,Median Age,31
Population,Median Age,Gnaviyani Atoll,Fuvahmulah,31,Fuvahmulah,MV018,Gnaviyani (Gn),MV018001,Median Age,31
Population,Median Age,Seenu Atoll,Feydhoo,33,Addu Atholhu,MV019,Addu (S),MV019004,Median Age,33
Population,Median Age,Seenu Atoll,Hithadhoo,31,Addu Atholhu,MV019,Addu (S),MV019002,Median Age,31
Population,Median Age,Seenu Atoll,Hulhumeedhoo,36,Addu Atholhu,MV019,Addu (S),MV019001,Median Age,36
Population,Median Age,Seenu Atoll,Maradhoo,32,Addu Atholhu,MV019,Addu (S),MV019003,Median Age,32
Population,Median Age,Seenu Atoll,Maradhoo-Feydhoo,31,Addu Atholhu,MV019,Addu (S),MV019005,Median Age,31
Population,Median Age,Seenu Atoll,Hulhumeedhoo,34,Addu Atholhu,MV019,Addu (S),MV019001,Median Age,34
Population,Median Age,Haa Alif Atoll,Baarah,28,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001016,Median Age,28
Population,Median Age,Haa Alif Atoll,Dhidhdhoo,29,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001010,Median Age,29
Population,Median Age,Haa Alif Atoll,Filladhoo,33,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001011,Median Age,33
Population,Median Age,Haa Alif Atoll,Hoarafushi,33,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001006,Median Age,33
Population,Median Age,Haa Alif Atoll,Ihavandhoo,26,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001007,Median Age,26
Population,Median Age,Haa Alif Atoll,Kelaa,34,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001008,Median Age,34
Population,Median Age,Haa Alif Atoll,Maarandhoo,27,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001012,Median Age,27
Population,Median Age,Haa Alif Atoll,Mulhadhoo,31,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001005,Median Age,31
Population,Median Age,Haa Alif Atoll,Muraidhoo,29,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001015,Median Age,29
Population,Median Age,Haa Alif Atoll,Thakandhoo,39,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001013,Median Age,39
Population,Median Age,Haa Alif Atoll,Thurakunu,34,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001001,Median Age,34
Population,Median Age,Haa Alif Atoll,Uligamu,29.5,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001002,Median Age,29.5
Population,Median Age,Haa Alif Atoll,Utheemu,31,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001014,Median Age,31
Population,Median Age,Haa Alif Atoll,Vashafaru,31,Thiladhunmathee Uthuruburi,MV001,Haa Alif (HA),MV001009,Median Age,31
Population,Median Age,Haa Dhaal Atoll,Finey,30,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002004,Median Age,30
Population,Median Age,Haa Dhaal Atoll,Hanimaadhoo,30,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002003,Median Age,30
Population,Median Age,Haa Dhaal Atoll,Hirimaradhoo,32,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002006,Median Age,32
Population,Median Age,Haa Dhaal Atoll,Kulhudhuffushi,27,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002012,Median Age,27
Population,Median Age,Haa Dhaal Atoll,Kumundhoo,29,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002013,Median Age,29
Population,Median Age,Haa Dhaal Atoll,Kurinbi,29,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002010,Median Age,29
Population,Median Age,Haa Dhaal Atoll,Makunudhoo,29,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002017,Median Age,29
Population,Median Age,Haa Dhaal Atoll,Naivaadhoo,29.5,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002005,Median Age,29.5
Population,Median Age,Haa Dhaal Atoll,Nellaidhoo,28,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002008,Median Age,28
Population,Median Age,Haa Dhaal Atoll,Neykurendhoo,31,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002014,Median Age,31
Population,Median Age,Haa Dhaal Atoll,Nolhivaram,24,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002009,Median Age,24
Population,Median Age,Haa Dhaal Atoll,Nolhivaramfaru,31,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002007,Median Age,31
Population,Median Age,Haa Dhaal Atoll,Vaikaradhoo,31,Thiladhunmathee Dhekunuburi,MV002,Haa Dhaalu (HDh),MV002015,Median Age,31
Population,Median Age,Shaviyani Atoll,Bilehffahi,31,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003006,Median Age,31
Population,Median Age,Shaviyani Atoll,Feevah,30,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003005,Median Age,30
Population,Median Age,Shaviyani Atoll,Feydhoo,29,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003004,Median Age,29
Population,Median Age,Shaviyani Atoll,Foakaidhoo,24,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003007,Median Age,24
Population,Median Age,Shaviyani Atoll,Funadhoo,29,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003015,Median Age,29
Population,Median Age,Shaviyani Atoll,Goidhoo,30,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003003,Median Age,30
Population,Median Age,Shaviyani Atoll,Kaditheemu,28,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003001,Median Age,28
Population,Median Age,Shaviyani Atoll,Komandoo,33,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003013,Median Age,33
Population,Median Age,Shaviyani Atoll,Lhaimagu,29,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003011,Median Age,29
Population,Median Age,Shaviyani Atoll,Maaungoodhoo,29,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003014,Median Age,29
Population,Median Age,Shaviyani Atoll,Maroshi,32,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003010,Median Age,32
Population,Median Age,Shaviyani Atoll,Milandhoo,26,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003016,Median Age,26
Population,Median Age,Shaviyani Atoll,Narudhoo,29,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003008,Median Age,29
Population,Median Age,Shaviyani Atoll,Noomaraa,28,Miladhunmadulu Uthuruburi,MV003,Shaviyani (Sh),MV003002,Median Age,28
Population,Median Age,Noonu Atoll,Fodhdhoo,31,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004012,Median Age,31
Population,Median Age,Noonu Atoll,Hebadhoo,28,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004001,Median Age,28
Population,Median Age,Noonu Atoll,Holhudhoo,30,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004011,Median Age,30
Population,Median Age,Noonu Atoll,Kendhikulhudhoo,28,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004002,Median Age,28
Population,Median Age,Noonu Atoll,Kudafari,27,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004004,Median Age,27
Population,Median Age,Noonu Atoll,Landhoo,27.5,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004005,Median Age,27.5
Population,Median Age,Noonu Atoll,Lhohi,29,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004007,Median Age,29
Population,Median Age,Noonu Atoll,Maafaru,28,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004006,Median Age,28
Population,Median Age,Noonu Atoll,Maalhendhoo,27,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004003,Median Age,27
Population,Median Age,Noonu Atoll,Magoodhoo,26,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004009,Median Age,26
Population,Median Age,Noonu Atoll,Manadhoo,30,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004010,Median Age,30
Population,Median Age,Noonu Atoll,Miladhoo,29,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004008,Median Age,29
Population,Median Age,Noonu Atoll,Velidhoo,33,Miladhunmadulu Dhekunuburi,MV004,Noonu (N),MV004013,Median Age,33
Population,Median Age,Raa Atoll,Agolhitheemu,31,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006004,Median Age,31
Population,Median Age,Raa Atoll,Alifushi,29,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006001,Median Age,29
Population,Median Age,Raa Atoll,Dhuvaafaru,26,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006019,Median Age,26
Population,Median Age,Raa Atoll,Fainu,31,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006013,Median Age,31
Population,Median Age,Raa Atoll,Hulhudhuffaaru,31,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006005,Median Age,31
Population,Median Age,Raa Atoll,Iguraidhoo,31,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006012,Median Age,31
Population,Median Age,Raa Atoll,Innamaadhoo,29,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006010,Median Age,29
Population,Median Age,Raa Atoll,Kinolhas,25.5,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006015,Median Age,25.5
Population,Median Age,Raa Atoll,Maakurathu,29,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006008,Median Age,29
Population,Median Age,Raa Atoll,Maduvvari,28,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006011,Median Age,28
Population,Median Age,Raa Atoll,Hulhumeedhoo,30,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006051,Median Age,30
Population,Median Age,Raa Atoll,Rasgetheemu,32,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006003,Median Age,32
Population,Median Age,Raa Atoll,Rasmaadhoo,33,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006009,Median Age,33
Population,Median Age,Raa Atoll,Ugoofaaru,28,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006006,Median Age,28
Population,Median Age,Raa Atoll,Vaadhoo,29,Maalhosmadulu Uthuruburi,MV006,Raa (R),MV006002,Median Age,29
Population,Median Age,Baa Atoll,Dharavandhoo,30,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007006,Median Age,30
Population,Median Age,Baa Atoll,Dhonfanu,30,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007005,Median Age,30
Population,Median Age,Baa Atoll,Eydhafushi,30,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007008,Median Age,30
Population,Median Age,Baa Atoll,Fehendhoo,30,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007012,Median Age,30
Population,Median Age,Baa Atoll,Fulhadhoo,33,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007011,Median Age,33
Population,Median Age,Baa Atoll,Goidhoo,29,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007013,Median Age,29
Population,Median Age,Baa Atoll,Hithaadhoo,28.5,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007010,Median Age,28.5
Population,Median Age,Baa Atoll,Kamadhoo,30,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007002,Median Age,30
Population,Median Age,Baa Atoll,Kendhoo,27,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007003,Median Age,27
Population,Median Age,Baa Atoll,Kihaadhoo,23,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007004,Median Age,23
Population,Median Age,Baa Atoll,Kudarikilu,31,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007001,Median Age,31
Population,Median Age,Baa Atoll,Maalhoss,28,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007007,Median Age,28
Population,Median Age,Baa Atoll,Thulhaadhoo,34,Maalhosmadulu Dhekunuburi,MV007,Baa (B),MV007009,Median Age,34
Population,Median Age,Lhaviyani Atoll,Hinnavaru,31,Faadhippolhu,MV005,Lhaviyani (Lh),MV005001,Median Age,31
Population,Median Age,Lhaviyani Atoll,Kurendhoo,30,Faadhippolhu,MV005,Lhaviyani (Lh),MV005003,Median Age,30
Population,Median Age,Lhaviyani Atoll,Naifaru,31,Faadhippolhu,MV005,Lhaviyani (Lh),MV005002,Median Age,31
Population,Median Age,Lhaviyani Atoll,Olhuvelifushi,28,Faadhippolhu,MV005,Lhaviyani (Lh),MV005004,Median Age,28
Population,Median Age,Kaafu Atoll,Dhiffushi,29,Malé Atholhu,MV009,Kaafu Atoll,MV009003,Median Age,29
Population,Median Age,Kaafu Atoll,Gaafaru,26,Malé Atholhu,MV009,Kaafu Atoll,MV009002,Median Age,26
Population,Median Age,Kaafu Atoll,Gulhi,29,Malé Atholhu,MV009,Kaafu Atoll,MV009007,Median Age,29
Population,Median Age,Kaafu Atoll,Guraidhoo,32,Malé Atholhu,MV009,Kaafu Atoll,MV009009,Median Age,32
Population,Median Age,Kaafu Atoll,Himmafushi,32,Malé Atholhu,MV009,Kaafu Atoll,MV009006,Median Age,32
Population,Median Age,Kaafu Atoll,Huraa,30,Malé Atholhu,MV009,Kaafu Atoll,MV009005,Median Age,30
Population,Median Age,Kaafu Atoll,Kaashidhoo,29,Malé Atholhu,MV009,Kaafu Atoll,MV009001,Median Age,29
Population,Median Age,Kaafu Atoll,Maafushi,29,Malé Atholhu,MV009,Kaafu Atoll,MV009008,Median Age,29
Population,Median Age,Kaafu Atoll,Thulusdhoo,31,Malé Atholhu,MV009,Kaafu Atoll,MV009004,Median Age,31
Population,Median Age,Alif Uthuru Buri,Bodufolhudhoo,28,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008005,Median Age,28
Population,Median Age,Alif Uthuru Buri,Feridhoo,31,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008006,Median Age,31
Population,Median Age,Alif Uthuru Buri,Himandhoo,23,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008008,Median Age,23
Population,Median Age,Alif Uthuru Buri,Maalhoss,28,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008007,Median Age,28
Population,Median Age,Alif Uthuru Buri,Mathiveri,27,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008004,Median Age,27
Population,Median Age,Alif Uthuru Buri,Rasdhoo,32,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008002,Median Age,32
Population,Median Age,Alif Uthuru Buri,Thoddoo,29,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008001,Median Age,29
Population,Median Age,Alif Uthuru Buri,Ukulhas,24,Ari Atholhu Uthuruburi,MV008,Alif Alif (AA),MV008003,Median Age,24
Population,Median Age,Alif Dhekunu Buri,Dhangethi,31,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020006,Median Age,31
Population,Median Age,Alif Dhekunu Buri,Dhidhdhoo,37,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020009,Median Age,37
Population,Median Age,Alif Dhekunu Buri,Dhigurah,33,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020007,Median Age,33
Population,Median Age,Alif Dhekunu Buri,Fenfushi,28,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020008,Median Age,28
Population,Median Age,Alif Dhekunu Buri,Hanghghaameedhoo,32,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020001,Median Age,32
Population,Median Age,Alif Dhekunu Buri,Kunburudhoo,30,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020003,Median Age,30
Population,Median Age,Alif Dhekunu Buri,Maamigili,29,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020010,Median Age,29
Population,Median Age,Alif Dhekunu Buri,Mahibadhoo,29,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020004,Median Age,29
Population,Median Age,Alif Dhekunu Buri,Mandhoo,29.5,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020005,Median Age,29.5
Population,Median Age,Alif Dhekunu Buri,Omadhoo,27,Ari Atholhu Dhekunuburi,MV020,Alif Dhaal (ADh),MV020002,Median Age,27
Population,Median Age,Vaavu Atoll,Felidhoo,33,Felidhe Atholhu,MV010,Vaavu (V),MV010003,Median Age,33
Population,Median Age,Vaavu Atoll,Fulidhoo,29.5,Felidhe Atholhu,MV010,Vaavu (V),MV010001,Median Age,29.5
Population,Median Age,Vaavu Atoll,Keyodhoo,34,Felidhe Atholhu,MV010,Vaavu (V),MV010004,Median Age,34
Population,Median Age,Vaavu Atoll,Rakeedhoo,54,Felidhe Atholhu,MV010,Vaavu (V),MV010005,Median Age,54
Population,Median Age,Vaavu Atoll,Thinadhoo,36,Felidhe Atholhu,MV010,Vaavu (V),MV010002,Median Age,36
Population,Median Age,Meemu Atoll,Dhiggaru,34,Meemu (M),MV013,Meemu (M),MV013008,Median Age,34
Population,Median Age,Meemu Atoll,Kolhufushi,32,Meemu (M),MV013,Meemu (M),MV013007,Median Age,32
Population,Median Age,Meemu Atoll,Maduvvari,34,Meemu (M),MV013,Meemu (M),MV013009,Median Age,34
Population,Median Age,Meemu Atoll,Mulah,30,Meemu (M),MV013,Meemu (M),MV013004,Median Age,30
Population,Median Age,Meemu Atoll,Muli,33,Meemu (M),MV013,Meemu (M),MV013005,Median Age,33
Population,Median Age,Meemu Atoll,Naalaafushi,34,Meemu (M),MV013,Meemu (M),MV013006,Median Age,34
Population,Median Age,Meemu Atoll,Raimandhoo,38,Meemu (M),MV013,Meemu (M),MV013001,Median Age,38
Population,Median Age,Meemu Atoll,Veyvah,30,Meemu (M),MV013,Meemu (M),MV013003,Median Age,30
Population,Median Age,Faafu Atoll,Biledhdhoo,28,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011002,Median Age,28
Population,Median Age,Faafu Atoll,Dharaboodhoo,28,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011004,Median Age,28
Population,Median Age,Faafu Atoll,Feeali,26,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011001,Median Age,26
Population,Median Age,Faafu Atoll,Magoodhoo,27,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011003,Median Age,27
Population,Median Age,Faafu Atoll,Nilandhoo,27,Nilandhe Atholhu Uthuruburi,MV011,Faafu (F),MV011005,Median Age,27
Population,Median Age,Dhaal Atoll,Badidhoo,28,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012002,Median Age,28
Population,Median Age,Dhaal Atoll,Hulhudheli,30,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012004,Median Age,30
Population,Median Age,Dhaal Atoll,Kudahuvadhoo,29,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012008,Median Age,29
Population,Median Age,Dhaal Atoll,Maaeboodhoo,32,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012007,Median Age,32
Population,Median Age,Dhaal Atoll,Hulhumeedhoo,28,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012001,Median Age,28
Population,Median Age,Dhaal Atoll,Ribudhoo,33,Nilandhe Atholhu Dhekunuburi,MV012,Dhaalu (Dh),MV012003,Median Age,33
Population,Median Age,Thaa Atoll,Buruni,31,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014001,Median Age,31
Population,Median Age,Thaa Atoll,Dhiyamigili,28.5,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014004,Median Age,28.5
Population,Median Age,Thaa Atoll,Gaadhiffushi,32,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014009,Median Age,32
Population,Median Age,Thaa Atoll,Guraidhoo,32,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014005,Median Age,32
Population,Median Age,Thaa Atoll,Hirilandhoo,29,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014008,Median Age,29
Population,Median Age,Thaa Atoll,Kandoodhoo,34,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014006,Median Age,34
Population,Median Age,Thaa Atoll,Kibidhoo,32,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014012,Median Age,32
Population,Median Age,Thaa Atoll,Madifushi,29,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014003,Median Age,29
Population,Median Age,Thaa Atoll,Omadhoo,29,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014013,Median Age,29
Population,Median Age,Thaa Atoll,Thimarafushi,31,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014010,Median Age,31
Population,Median Age,Thaa Atoll,Vandhoo,30,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014007,Median Age,30
Population,Median Age,Thaa Atoll,Veymandoo,28,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014011,Median Age,28
Population,Median Age,Thaa Atoll,Vilufushi,31,Kolhumadulu Atholhu,MV014,Thaa (Th),MV014002,Median Age,31
Population,Median Age,Laamu Atoll,Dhabidhoo,28,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015002,Median Age,28
Population,Median Age,Laamu Atoll,Fonadhoo,30,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015008,Median Age,30
Population,Median Age,Laamu Atoll,Gamu,28,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015013,Median Age,28
Population,Median Age,Laamu Atoll,Hithadhoo,28,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015011,Median Age,28
Population,Median Age,Laamu Atoll,Isdhoo,29,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015001,Median Age,29
Population,Median Age,Laamu Atoll,Kalhaidhoo,27,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015046,Median Age,27
Population,Median Age,Laamu Atoll,Kunahandhoo,31,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015012,Median Age,31
Population,Median Age,Laamu Atoll,Maabaidhoo,28,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015003,Median Age,28
Population,Median Age,Laamu Atoll,Maamendhoo,31,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015010,Median Age,31
Population,Median Age,Laamu Atoll,Maavah,31,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015007,Median Age,31
Population,Median Age,Laamu Atoll,Mundhoo,27,Hadhdhummathi Atholhu,MV015,Laamu (L),MV015004,Median Age,27
Population,Median Age,Gaaf Alif Atoll,Dhaandhoo,32,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016005,Median Age,32
Population,Median Age,Gaaf Alif Atoll,Dhevvadhoo,34,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016006,Median Age,34
Population,Median Age,Gaaf Alif Atoll,Gemanafushi,27,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016009,Median Age,27
Population,Median Age,Gaaf Alif Atoll,Kanduhulhudhoo,29,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016010,Median Age,29
Population,Median Age,Gaaf Alif Atoll,Kodey,29,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016007,Median Age,29
Population,Median Age,Gaaf Alif Atoll,Kolamaafushi,35,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016001,Median Age,35
Population,Median Age,Gaaf Alif Atoll,Maamendhoo,28,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016003,Median Age,28
Population,Median Age,Gaaf Alif Atoll,Nilandhoo,31,Huvadhu Atholhu Uthuruburi,MV016,Gaafu Alif (GA),MV016004,Median Age,31
