data_id_yymmdd_iccs_sl,category,sub_category,no_of_incident,year,month,week,date,time,district,upazila,up,village_camp,specific_location_camp_block,type_of_location,longitude,latitude,cause,mechanism_used,type_of_weapon_used,nationality_of_perpetrator,victime_perpetrator_relation_vi_p,security_force_acted_on_for_seizure_detained,nationality_of_victim,children,death_bd_m,death_bd_f,death_ro_m,death_ro_f,death_unidentified,total_death,injury_bd_m,injury_bd_f,injury_ro_m,injury_ro_f,injury_unidentified,total_injured,detain_bd_m,detain_bd_f,detain_ro_m,detain_ro_f,detain_unidentified,total_detain,seize_yaba_piece,crystal_meth,seize_marijuana_kg,seize_alcohol_ltr_number_of_bottle_0_75_and_if_alcohol_can_number_can_300,opium_heroin,seize_phensidyl_btl,seize_firearm,seize_bullets,seize_illegal_goods,description,source_1,source_2,source_3,source_4,source_5,mode_of_transport,remarks,column1,column2
230515091,Insecurity,weapon possession,1,2023,May,23.2,2023-05-15,0.5416666666666666,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,E,inside camp,92.147871,21.201379,illicit gain,NAp,NAp,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,5,0,APBn arrested two ARSA members in camp-5 along five rounds of bullet and one LMG.,APBn Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230217091,Insecurity,weapon possession,1,2023,February,23.07,2023-02-17,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,E,Inside camp,92.147667,21.201427,Illicit gain,NAp,NAp,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,APBn arrested a Rohingya man in Irani Pahar with one pistol and two rounds of ammunition.,APBn Facebook Page,Dainik Coxsbazar (Bang.),NA,NA,NA,NA,NA,NA,NA
230327091,Insecurity,weapon possession,1,2023,March,23.13,2023-03-27,0.4895833333333333,Cox's Bazar,Teknaf,Palongkhali,Camp 5,NA,Inside Camp,92.147738,21.201516,Illicit gain,Nav,Nav,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,3,0,APBn arrested two ARSA members along with one pistol and three rounds of ammunition in Erani Pahar.,APBn Facebook Page,NA,NA,NA,NA,NA,ARSA,NA,NA
230428091,Insecurity,weapon possession,1,2023,April,23.17,2023-04-28,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,(E),Inside Camp,92.163974,21.201556,Illicit gain,NAv,NAv,Rohingya,NAv,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,4,57,0,"on 28 April, 2 Rohingya men and 2 women from camp 7 were arrested by APBN with weapons and ammunitions",Jagonews24 (Bang.),Dhaka Tribune (Eng.),Jugantor (Bang.),Daily Star (Eng.),NA,NA,ARSA,NA,NA
230729014,Death,murder,1,2023,July,23.3,2023-07-29,0.9166666666666666,Cox's Bazar,Ukhiya,Palongkhali,Camp 2W,B,inside camp,92.164173,21.201805,Gang rivalry,Shoot,NAv,Rohingya,NAp,NAp,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A youth (Mohammad Salim, 45) was killed in firing by the Arakan Salvation Army (Arsar) at the Rohingya camp in Ukhiya upazila of Cox's Bazar. The incident took place at camp 7 camp at 10 o'clock on Saturday night.",Dhaka Tribune (Eng.),Observer BD (Eng.),Songbad Prokash (Bang.),Bahumatric (Bang.),Daily Star (Eng.),NA,ARSA,NA,NA
230918023,Violence,assault,1,2023,September,23.38,2023-09-18,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,D,Inside camp,92.153111,21.201884,Robbery,NAv,NAv,Rohingya,NAv,APBn,NA,-,0,0,0,0,0,0,2,0,0,0,0,2,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,"On 18 Sept, Members of the Armed Police Battalion (APBN) came under attack while arresting 15 members of the Arakan Rohingya Salvation Army (ARSA) at the Rohingya camp between D/5 of Camp-5 and C/6 block of Camp-6 in Ukhiya, Cox's Bazar. Two policemen were injured in the firing of the criminals.",Jago News (Bang.),Bangladesh Pratidin (Bang.),Inqilab (Bnag.),NA,NA,NA,NA,NA,NA
230914011,Death,murder,1,2023,September,23.37,2023-09-14,0.6666666666666666,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,D,Inside camp,92.157809,21.202056,Gang rivalry,Firearms,Firearms,Rohingya,NAv,NAv,Rohingya,-,0,0,2,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Report is that two Rohingya men believed to be members of ARSA died in a gun fight around 1600 hours at camp-6, D-block. Four other bystanders injured.",The Daily Star (Bang.),Daily Nayadiganta (Bang.),New Age (Eng.),Business Post BD (Eng.),NA,NA,Victim: ARSA,NA,NA
230314091,Insecurity,weapon possession,1,2023,March,23.11,2023-03-14,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NA,Inside Camp,92.16639,21.20214,gang rivalry,Firearms,NAp,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7,0,APBn arrested a Rohingya man in Balur Math along with a locally made gun and seven rounds of ammunition.,APBn Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230328091,Insecurity,gunshot,1,2023,March,23.13,2023-03-28,0.75,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,NA,Inside camp,92.156952,21.20218,Gang rivalry,Shooting,Firing,Rohingya,NAp,NAp,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An innocent adolescent Hafiz Qur'ani boy was wounded in gun firing of RSO terrorists and APBN police in Bangladesh Refugee refugee camp!...,RIT Facebook Page,NA,NA,NA,NA,NA,RSO and APBn,NA,NA
230807091,Insecurity,gunshot,1,2023,August,23.32,2023-08-07,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,D,Inside camp,92.158011,21.202269,Gang rivalry,NAp,NAp,Rohingya,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 07 August 2023, gunfire incident reported in Block-D of Camp-6 in Ukhia Upazila of Cox’s Bazar. ",UNDSS,NA,NA,NA,NA,NA,NA,NA,NA
230803091,Insecurity,weapon possession,1,2023,August,23.31,2023-08-03,0.2916666666666667,Cox's Bazar,Ukhiya,NA,Camp 6/7,G/D Block,inside camp,92.165437,21.202314,Arm Clash,NAp,NAp,Rohingya,NAp,APBN,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,Three Rohingya men are arrested with fire arms after a gun fight with the APBN in camp 7 and 6,Facebook,NA,NA,NA,NA,NA,NA,NA,NA
230822062,Drug,trade,1,2023,August,23.34,2023-08-22,0.7708333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,E,Inside camp,92.163909,21.20233,illicit gain,NAp,NAp,Rohingya,NAp,APBN,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5500,0,0,0,0,0,0,0,0,APBn arrested two Rohingya women in Noukar Math area with 5500 yaba pills.,Daily Bangladesh (Bnag.),AOBn Facebook Page,NA,NA,NA,NA,NA,NA,NA
230918091,Insecurity,gunshot,1,2023,September,23.38,2023-09-18,NA,Cox's Bazar,Ukhiya,Palongkhali,5 & 6,NA,Inside camp,92.150188,21.2025,Gang rivalry,NAv,NAv,Rohingya,NAv,NAp,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Report is that members is 05 units of APBn-14 conducted a raid at the border area of camp-5 & 6 in Ukhiya this evening to arrest the ARSA members. The operation continued for two hours. Around 200 rounds of bullets were exchanged between ARSA and APBn during the operation. Two members of APBn-14 sustained injury in their hands by astray bullets during the raid. It is not clear whether APBn or ARSA astray bullet hit the police guys.,Jago News (Bang.),NA,NA,NA,NA,Confidential,ARSA,NA,NA
230123091,Insecurity,participate terrorism,1,2023,January,23.04,2023-01-23,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,Camp 7,Inside camp,92.16798,21.20255,Illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2 militants arrested after gunfight with RAB in Rohingya camp,Dhaka Tribune (Eng.),Bangla tribune (Bang.),Daily Star (Eng.),NA,NA,NA,NA,NA,NA
230605011,Death,murder,1,2023,June,23.23,2023-06-05,1,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,C,inside camp,92.15647,21.202557,Gang violence,Shooting,Firearms,Rohingya,NAp,NAp,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madrasa student shot dead in Kutupalong Rohingya camp at 5.30 am on Monday. Location Camp 6 Block C6.,UNB (Eng.),Bangla Tribune (Bang.),NA,NA,Ukhiya News (Bang.),T,ARSA,NA,NA
230330092,Insecurity,gang participation,1,2023,March,23.13,2023-03-30,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,NA,Inside Camp,92.157824,21.202564,Illicit gain,Nav,Nav,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,"According to this RRV video, APBn 14 detained 12 Rohingya on March 30, 2023 from Madhupur camp; 6 of those detained were shown to be connected to ARSA, and the other six were released",Youtube,NA,NA,NA,NA,NA,ARSA,NA,NA
230417092,Insecurity,weapon possession,1,2023,April,23.16,2023-04-17,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,(D),Inside Camp,92.165771,21.202733,Illicit gain,NAp,NAp,Rohingya,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,RAB arrested an ARSA member in camp-7 with one lmg and two bullets.,CBNBD (Bang.),NA,NA,NA,NA,NA,ARSA,NA,NA
230326021,Violence,assault,1,2023,February,23.07,2023-02-16,0.78125,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,B,Inside camp,92.149665,21.202835,Rivarly,NAp,NAp,Rohingya,NAp,RAB,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Firing on police in Rohingya camp, constable injured",Daily Janakantha (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230530062,Drug,trade,1,2023,May,23.22,2023-05-30,0.4513888888888889,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NA,inside camp,92.163303,21.203051,illicit gain,NAp,NAp,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8000,0,0,0,0,0,0,0,0,"On 30 May, APBn arrested a Rohingya man in Balurmath area with 8000 yaba pills.",APBn Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230819031,Violence,kidnapping,1,2023,August,23.33,2023-08-19,NA,Cox's Bazar,Ukhiya,NA,NA,NA,NA,92.131125,21.203056,NA,NA,NA,NA,NA,NA,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C17, block 77, Islamic Mahad, kidnapped a volunteer on his way to WFP distribution Center.Seems like it has been released by APBn in block 79.They were asking for 10,000 BDT.",Facebook,Confidential,NA,NA,NA,NA,NA,NA,NA
230607091,Insecurity,gunshot,1,2023,June,23.23,2023-06-07,0.75,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,(C),inside camp,92.15554,21.203445,Gang rivalry,Shooting,Firearms,Rohingya,NAp,NAp,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firing/ shooting incident reported in camp 6 at 1600 hours in Ukhia. Three were injured including a child. APBn is on the spot now. UN personnel are advised to maintain alertness and caution. UNDSSCXB,UNDSS,NA,NA,NA,NA,NA,NA,NA,NA
230314091,Insecurity,fire,1,2023,March,23.11,2023-03-14,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NA,Inside Camp,92.166497,21.203496,Accidental,NAp,NAp,NAp,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Problems in camp 7 tonight over 100 refugees have fled fearing another fire,UNDSS,Confidential,NA,NA,NA,NA,NA,NA,NA
230330092,Insecurity,gang participation,1,2023,March,23.13,2023-03-30,0.875,Cox's Bazar,Ukhiya,Palongkhali,Camp 4,Block G,Inside Camp,92.146489,21.203826,Rivarly,NAp,NAp,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,"(APBN) arrested a Rohingya terrorist with 1 one-shooter gun and two rounds of bullets after raiding the Rohingya camp of Ukhiya in Cox's Bazar. The arrested is Nur Quader Prakash Ekin (30), son of deceased Aman Ullah, a resident of Rohingya Camp No. 10 in Ukhia. The arrested Rohingya was sent to Cox's Bazar Jail in the afternoon.",Desh Rupantor (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230820091,Insecurity,gunshot,1,2023,August,23.34,2023-08-20,0.25,Cox's Bazar,Ukhiya,Palongkhali,Camp 5 6 7,NA,Inside camp,92.156598,21.203991,NAv,NAv,NAv,Rohingya,NAp,NAp,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 20 August 2023 at around 0600hrs, a gun shooting incident reported in camp-5, 6, & 7 area of Ukhia Upazila in Cox’s Bazar. No injury reported.",UNDSS,NA,NA,NA,NA,NA,NA,NA,NA
230703091,Insecurity,gunshot,1,2023,July,23.27,2023-07-03,0.75,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,B,Inside camp,92.158682,21.204118,Illicit gain,NAv,Nav,Rohingya,NAv,NAv,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 3/7/2023,APBn (14) took (25) members from Proxy RSO, (25) members from Yaba-lord Nabi Huson gangster and (25) members from terrorist Islami Mahaz and formed 3 teams. Each team was supported by 5 sets of uniforms and 4 weapons from APBn, and 5 police forces of APBn also joined in each group.",Facebook,NA,NA,NA,NA,NA,NA,NA,NA
230222012,Death,murder,1,2023,February,23.08,2023-02-22,0.8958333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,C,Inside camp,92.153717,21.204577,Gang rivalry,Shooting,Firearms,Rohingya,NAp,NAp,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rohingya leader dies of bullet injuries at CMCH,Dhaka Tribune (Eng.),Rtv Online (Bang.),Sangbadpratidin (Bang.),Twitter,NA,T,Sub Majhi,NA,NA
230723021,Violence,kidnapping,1,2023,July,23.3,2023-07-23,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,NA,inside camp,92.15761,21.204834,Gang violence,NAp,NAp,Rohingya,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 23 July 2023 at around 03:00 hours, a Rohingya was kidnapped by suspected ARSA in Camp-6 area of Ukhia Upazila in Cox’s Bazar.",UNDSS,NA,NA,NA,NA,NA,ARSA,NA,NA
230803061,Drug,trade,1,2023,August,23.31,2023-08-03,0.9791666666666666,Cox's Bazar,Ukhiya,Palongkhali,Noukar Math,NA,Inside camp,92.167863,21.204889,Illicit gain,Nav,Nav,Rohingya,NAv,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000,0,0,0,0,0,0,0,0,APBn arrested a Rohingya man in Noukar Math with 5000 yaba pills.,APBn Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230603062,Drug,trade,1,2023,June,23.23,2023-06-03,0.4513888888888889,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NA,inside camp,92.164334,21.204953,illicit gain,NA,NA,Rohingya,NA,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9600,0,0,0,0,0,0,0,0,APBn arrested a Rohingya man in Noukarmath area with 9600 yaba pills.,APBn Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230410021,Violence,assault,1,2023,April,23.15,2023-04-10,0.25,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NAv,Inside Camp,92.167153,21.204984,Unknown,Shooting,Firearm,NAv,NAp,NAp,NA,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10 April shoot-out took place in Camp 18, other source says it is in 7 camp : 3 people were reported injured in firing at Rohingya camp in Teknaf, Cox's Bazar. The incident happened on Monday (April 10) around 6 am. The injured are Mohammad Saleh (21), Noor Habi (20), Mohammad Anas (11). They were shot at Rohingya Camp 7, Nawkar math area. His father's name is Mohammad Amin. They are followers of Salammat Majhi.",Rohingya Arakani Arakani Facebook page,Radio Free Rohingya,Rohingya Arakani Facebook Page,Ajsarabela (Bang.),NA,confusion,Nobi Hossain Group (News source said 7 but social media said 18 camp ),NA,NA
230803011,Death,murder,1,2023,August,23.31,2023-08-03,0.16666666666666666,Cox's Bazar,Ukhiya,Palongkhali,Camp 4,F,Inside camp,92.145552,21.205112,Domestic Violence,NAv,NAv,Rohingya,Wife,NAv,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 3 Aug, at around 4 am, a Rohingya (husband) was stabbed to death by his wife in Rohingya camp 4,  in Ukhiya, Cox's Bazar.",Dhaka Post (Bang.),RTV (Bang.),Ajker Potrika (Bang.),Jugantor (Bang.),NA,NA,NA,NA,NA
231009012,Death,murder,1,2023,October,23.41,2023-10-10,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 5,NA,Inside camp,92.150516,21.205539,Gang rivalry,NAp,NAp,Rohingya,NAv,NAv,Rohingya,-,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 9 October, two ARSA members were shot dead during a gunfire between armed groups inside the camps.",Barta (Bang.),Ittefaq (Bang.),Observer BD (Eng.),Daily Star (Eng.),NA,NA,ARSA,NA,NA
231007091,Insecurity,gang participation,1,2023,October,23.4,2023-10-07,0.5416666666666666,Cox's Bazar,Ukhiya,Palongkhali,Camp 4,NA,Inside camp,92.147287,21.205659,Illicit gain,NAv,NAv,Rohingya,NA,RAB,Rohingya,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,0,"Breaking News- Date: 7th Oct, 2023 Bangladeshi RAB-15 arrested Sami Uddin, the most Wanted Criminal and A Top Commander of illegal armed group ARSA  from Camp 04, Kutopalong at 1:00 PM. We are very grateful to the Government of Bangladesh for carrying operations and taking effective action against the illegal armed gang ARSA within the Camps.",Facebook,Daily Star (Eng.),NA,NA,NA,NA,NA,NA,NA
230328062,Drug,trade,1,2023,March,23.13,2023-03-28,0.9548611111111112,Cox's Bazar,Ukhiya,Palongkhali,Camp 7,NA,Inside Camp,92.166357,21.205671,Illicit gain,Nav,Nav,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1400,0,0,0,0,0,0,0,0,APBn arrested a Rohingya man in Balurmath with 1400 yaba pills.,APBN Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230609021,Violence,assault,1,2023,June,23.23,2023-06-09,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 2E,E,inside camp,92.161586,21.205692,Gang rivalry,Hitting,NA,Rohingya,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RSO has beaten ordinary people in Kutupalong. RIT_9th June 2023. On 9/6/2023 at noon , RSO has tortured unkindly with physically on ordinary people.Among them, two victims were identified namely Jangir, Block-2E/Camp-2E and Satera ,Block-2E/Camp-2E. RSO has been working as a puppet of Bangladesh's military establishment and their own interest",Facebook,NA,NA,NA,NA,NA,NA,NA,NA
230325011,Death,murder,1,2023,March,23.12,2023-03-25,0.8333333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,Camp 6/B 10,Inside Camp,92.158389,21.205866,NAv,Nav,Nav,Rohingya,NAv,NAv,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Radio Free Rohingya reported that A man named Sodulamin is dead due to RSO gunshot,Twitter,NA,NA,NA,NA,NA,No open source,NA,NA
230830061,Drug,trade,1,2023,August,23.35,2023-08-30,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,Subblock A/1,Inside Camp,92.155553,21.205873,illicit gain,NA,NA,Rohingya,Nap,APBn,NAp,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6600,0,0,0,0,0,0,0,0,"On 30 Aug. APBN arrested a Rohingya drug dealers and seized 6600 yaba tablets in Camp 6, Ukhiya",Cox'sBazar Journal (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230912013,Death,murder,1,2023,September,25.37,2023-09-12,0.75,Cox's Bazar,Ukhiya,Palongkhali,Camp 2,C,Inside Camp,92.165504,21.20605,Gang rivalry,NAp,NAp,Rohingya,NAp,NAp,Rohingya,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rohingya man shot dead,The Daily Star (Bang.),NA,NA,NA,NA,NA,"Not verified by UNHCR, No other news source",NA,NA
230614092,Insecurity,gang participation,1,2023,June,23.24,2023-06-14,0.9583333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 6,A,inside camp,92.156099,21.206414,Gang rivalry,Hitting,NA,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,"On 13 June at 11:00 PM, 8 APBn arrested 4 Rohingya criminals from camp 6.",Daily Inqilab (Bang.),NA,NA,NA,NA,NA,ARSA Member,NA,NA
230310091,Insecurity,fire,1,2023,March,23.1,2023-03-10,0.4479166666666667,Cox's Bazar,Ukhiya,Palongkhali,Camp 4,NA,Inside camp,92.140141,21.206664,Arson,NAp,NAp,NAv,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fire incident again at Kutupalong Camp 4 ,Block B Date: 10 Mar2023 Time :10: 20Am, 10:45 Am It's terrible to learn that Rohingya refugee have been targeting to make homeless again and again intentionally.Unknown sources set fire on two shelters today and fortunately controlled.",Twitter,NA,NA,NA,NA,NA,NA,NA,NA
230725021,Violence,kidnapping,1,2023,July,23.3,2023-07-25,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 3,F,Inside camp,92.151068,21.206728,Rivalry,NAp,NAp,Rohingya,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Rohingya man was kidnapped in camp 3 and taken to him camp 5,UNDSS,NA,NA,NA,NA,NA,NA,NA,NA
230617013,Death,murder,1,2023,June,23.24,2023-06-17,0.8958333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 2E,D,inside camp,92.163143,21.206838,Gang rivalry,Shoot,NAP,NAp,NAP,NAP,Rohingya,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rohingya community leader (sub-maji) Noor Hossain alias Bhutto (42) was killed by miscreants in the Ukhiya shelter camp 2E of Cox's Bazar.,Somoy News (bang.),Bangla News24 (Bang.),UNB (Eng.),NA,NA,T,Sub Majhi,NA,NA
230430022,Violence,assault,1,2023,April,23.18,2023-04-30,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 2E,D,Inside Camp,92.162791,21.206943,Supremacy,Firearm,NAv,Rohingya,NAp,NAp,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Rohingya Majhi has been shot in a firing incident at a Rohingya camp in Ukhiya in Cox's Bazar. The incident took place at D Block of Kutupalong 2 East Rohingya camp in the upazila on Sunday night.,Dhaka Times24 (Bang.),UNDSS,Youtube,NA,NA,NA,ARSA,NA,NA
230912012,Death,murder,1,2023,September,24.37,2023-09-12,0.8583333333333334,Cox's Bazar,Ukhiya,Palongkhali,Camp 3,NA,Inside Camp,92.149342,21.207105,Gang rivalry,NAp,NAp,NAp,NAp,NAp,Rohingya,1,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"According to the refugees, a fierce battle broke out between two armed groups, ARSA and RSO in Camp No. 3 on September 10, and 18-year-old youth and  60-year-old women, were injured, and one woman died on 12 September at morning.",Arakan Express News Twitter,NA,NA,NA,NA,NA,Verified by UNHCR,NA,NA
230328092,Insecurity,gang participation,1,2023,March,23.13,2023-03-28,0.375,Cox's Bazar,Ukhiya,Palongkhali,Camp 18,NA,Inside camp,92.159946,21.20829,Gang rivalry,NAv,NAv,Rohingya,NAp,APBn,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,2,6,0,APBn arrested 6 Rohingya criminals who were active members of ARSA  with 2 LG and 6 rounds of bullets in separate raids  in Ukhiya Rohingya camp of Cox's Bazar.,Deshrupantor (Bang.),NA,NA,NA,NA,NA,ARSA,NA,NA
231003091,Insecurity,gunshot,1,2023,October,23.4,2023-10-03,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 2W,F,Inside camp,92.153375,21.208311,Gang rivalry,NAv,NAv,Rohingya,NAp,NAp,NA,-,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dear Marko, How are you? FYI, a head majhi in camp #2w was stabbed half an hour ago. Probably bringing him to ktp.",MSF,NA,NA,NA,NA,NA,Sub Majhi,NA,NA
230920091,Insecurity,gang activity,1,2023,September,23.38,2023-09-20,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 3,E,Inside camp,92.150651,21.208424,Robbery,NAv,NAv,Rohingya,NAp,APBn,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,"From 14:00 to 16:30 hours on 20 September 2023, Law and order forces conducted a joint operation in Rohingya Camp-3E of Ukhia and arrested three suspected miscreants.",Ukhiya News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230816091,Insecurity,gang activity,1,2023,August,23.33,2023-08-16,NA,Cox's Bazar,Ukhiya,Palongkhali,Camp 2E,NA,inside camp,92.167351,21.208561,Robbery,NAp,NAp,Rohingya,NAp,APBN,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,Walkie0talkie,ARSA terrorist held with arms from Rohingya camp,Daily Bangladesh (Eng.),Rtv Online (Bang.),NA,NA,NA,NA,NA,NA,NA
