data_id_yymmdd_iccs_sl,category,sub_category,no_of_incident,year,month,week,date,time,district,upazila,up,village_camp,specific_location_camp_block,type_of_location,longitude,latitude,cause,mechanism_used,type_of_weapon_used,nationality_of_perpetrator,victime_perpetrator_relation_vi_p,security_force_acted_on_for_seizure_detained,nationality_of_victim,children,death_bd_m,death_bd_f,death_ro_m,death_ro_f,death_unidentified,total_death,injury_bd_m,injury_bd_f,injury_ro_m,injury_ro_f,injury_unidentified,total_injured,detain_bd_m,detain_bd_f,detain_ro_m,detain_ro_f,detain_unidentified,total_detain,seize_yaba_piece,crystal_meth,seize_marijuana_kg,seize_alcohol_ltr_number_of_bottle_0_75_and_if_alcohol_can_number_can_300,opium_heroin,seize_phensidyl_btl,seize_firearm,seize_bullets,seize_illegal_goods,description,source_1,source_2,source_3,source_4,source_5,mode_of_transport,remarks,column1,column2
230517063,Drug,trade,1,2023,May,23.2,2023-05-17,NA,Cox's Bazar,Sadar,Cox's Bazar Sadar,BGB Camp,NA,Road,92.000092,21.431976,illicit gain,NAp,NAp,Rohingya,NAv,DB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2975,0,0,0,0,0,0,0,0,DB arrested two Rohingyas with 2975 pieces of yaba from BGB camp area of ​​Cox's Bazar city.,TTN News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230413-06-6,Drug,trade,1,2023,April,23.15,2023-04-13,0.14583333333333334,Cox's Bazar,Teknaf,Hnila,Pankhali,NA,Road,92.336626999999993,20.571528,Illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8000,0,0,0,0,0,0,0,0,"RAB-15 arrested a drug dealer along with 8,000 pieces of Yaba in Hreela area under Teknaf police station of Cox's Bazar.",RAB Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230408061,Drug,trade,1,2023,April,23.14,2023-04-08,0.16666666666666666,Cox's Bazar,Teknaf,Saintmartin,Cheradiwp,Near sea,Sea,92.329564,20.593904,Illicit gain,NAp,NAp,NAp,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.1,0,0,0,0,0,"On 8 April, the Coast guard seized 100 gm of crystal meth and 71.1 litter of Alcohol in Saint Martine, Teknaf.",CBNBD (Bang.),Dainik Coxsbazar (Bang.),NA,NA,NA,NA,NA,NA,NA
230311061,Drug,trade,1,2023,March,23.1,2023-03-11,NA,Cox's Bazar,Teknaf,Subrang,St. martin,NA,Near sea bank,92.324145,20.601656,Illicit Gain,NAv,NAv,NAv,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.75,0,0,0,0,0,Coast Guard seized 585 bottles foreign alcohol in Teknaf. No one arrested during the operation.,Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230124061,Drug,trade,1,2023,January,23.04,2023-01-24,NA,Cox's Bazar,Teknaf,Subrang,Saintmartine,Jetty area,Border,92.32764,20.63366,Illicit gain,NAp,NAp,Bangladeshi,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10500,0,0,0,0,0,0,0,0,"On 24 January 2023, Bangladesh Coast Guard arrested two smugglers with 10,500 pcs yaba pills in St. Martin area of Cox’s Bazar.",Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230730063,Drug,trade,1,2023,July,23.31,2023-07-30,NA,Cox's Bazar,Teknaf,Saintmartin,Cheradwip,NA,Sea,92.320591,20.633954,Illicit gain,NAp,NAp,NAv,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.65,0,0,0,0,0,"On 30 July 2023 in the early morning, members of Bangladesh Coast Guard conducted a raid and seized 208 cans of beer and 375 bottles of foreign liquor from Cheradeep area of Saint Martin Island in Teknaf Upazila of Cox’s Bazar.",Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230522011,Death,murder,1,2023,May,23.21,2023-05-22,0.3333333333333333,Cox's Bazar,Teknaf,Saintmartin,Saintmartin,Saintmartin,Road,92.326526,20.63532,Altercation,Hitting,NAp,Bangladeshi,NAv,NAp,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On 22 May at around 8 AM, the news of the death of a housewife named Zere Sanjida Begum (45), a gardener, was reported during the distribution of relief among the families affected by the cyclone in Saint Martin, Teknaf, Cox's Bazar.",Prothom Alo (bang.),NA,NA,NA,NA,NA,NA,NA,NA
230328061,Drug,trade,1,2023,March,23.13,2023-03-28,0.08333333333333333,Cox's Bazar,Teknaf,Saintmartin,Near sea,NA,Sea,92.325972,20.635447,Illicit gain,Nav,Nav,NAp,Nap,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,"On 28 March 2023, Bangladesh Coast Guard recovered 7,00,000 pcs of Yaba tablets from a floating boat in the Bay of Bengal of Saint Martin Island in Teknaf Upazila of Cox’s Bazar.",Teknaf Today (Bang.),Coxsbangla (Bang.),Bangla BDnews24 (Bang.),NA,NA,NA,NA,NA,NA
230114062,Drug,trade,1,2023,January,23.02,2023-01-14,NA,Cox's Bazar,Teknaf,Saintmartin,shaporir dwip,South Beach,Beach,92.3399,20.75237,Illicit gain,NAp,NAp,NAv,Nav,Coast Guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.75,0,0,0,0,0,On 14 Jan. Coast guard seized 1005 bottles of Alcohol in  Saint Martine.,Teknaf Today (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230219063,Drug,trade,1,2023,February,23.08,2023-02-19,NA,Cox's Bazar,Teknaf,Saintmartin,Shaporir diwp,Jaliya Palong,Road,92.337876,20.75344,Illicit gain,NAp,NAp,NAp,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,"On 19 February 2023, Coast Guard conducted an operation and seized 28,000 pieces of yaba at Shacharit Dwip Jaliapara of Teknaf Upazila in Cox's Bazar.",Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230102091,Insecurity,weapon possession,1,2023,January,23.01,2023-01-02,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,Shahporirdwip,Sea,92.319631,20.765392,Illicit gain,NAp,NAp,Rohingya,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,20000,0,0,181,0,0,17,450,0,"On 2 Jan.Coast Guard arrested 6 Rohingya criminals and seized 17LG, 451rounds bullets, 21 bottles alcohol, 551cans of beer with 20000 yaba tablets in Near Naf River,Hnila,Teknaf.",Dhaka Tribune (Eng.),Teknaf Today (Bang.),TBS News (Eng.),NA,NA,NA,Also add in drug table,NA,NA
230212012,Death,murder,1,2023,February,23.07,2023-02-12,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,Shahporirdwip,Road,92.329811,20.769859,Land dispute,sharp object,knife,Bangladeshi,NAv,NAp,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A Bangladeshi man died in Chattogram Hospital while undergoing treatment. On 28 January, the victim was stabbed by his own brother in Teknaf over land dispute.",Prothom Alo (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230210061,Drug,trade,1,2023,February,23.06,2023-02-08,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,Shahporirdwip,Road,92.32997,20.76986,Illicit gain,NAp,NAp,Bangladeshi,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,30000,0,0,0,0,0,0,0,0,Coast Guard arrested two Bangladeshi men in Teknaf with 30000 yaba pills.,Coxsbazar Journal (Bang.),Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA
230917062,Drug,trade,1,2023,September,23.38,2023-09-17,0.9583333333333334,Cox's Bazar,Teknaf,Teknaf Sadar,Najirpara,NA,Road,92.329985,20.770766,Illicit gain,NAp,NAp,NAp,NAp,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,Over 5kg crystal meth seized in Cox's Bazar,Businesspost BD (Eng.),Prothom Alo (Bang.),New Age (Eng.),NA,NA,NA,NA,NA,NA
230827061,Drug,trade,1,2023,August,23.35,2023-08-27,0.5625,Cox's Bazar,Teknaf,Teknaf Sadar,Najirpara,NA,Road,92.329673,20.77079,illicit gain,NAv,NAv,NAv,NAv,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,0,0,0,0,0,0,0,0,4.3 lakh Yaba pills seized in Cox’s Bazar,Daily Sun (Eng.),TBS,NA,NA,NA,NA,NA,NA,NA
230603061,Drug,trade,1,2023,June,23.22,2023-06-03,0.16666666666666666,Cox's Bazar,Teknaf,Subrang,Sha Porir deep,NA,Neighbourhood,92.329752,20.770795,illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,30000,0,0,0,0,0,0,0,0,"On 03 June 2023 in the early morning, Rapid Action Battalion (RAB) arrested three drug dealers with 30,000 pieces of Yaba tablet in Konarpara of Shahaporir Deep area in Teknaf Upazila of Cox’s Bazar.",Parbatta News,NA,NA,NA,NA,NA,NA,NA,NA
230910061,Drug,trade,1,2023,September,23.37,2023-09-10,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,NA,Road,92.326275999999993,20.771841,illicit gain,Nav,Nav,NAv,Nav,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,BGB seized 40000 yaba pills and in Teknaf.,CBNBD (Bang.),Shampratik Deshkal (Bang.),NA,NA,NA,NA,NA,NA,NA
230901061,Drug,trade,1,2023,September,23.35,2023-09-01,NA,Cox's Bazar,Teknaf,Subrang,Shaparir deep,NA,River,92.325273,20.774215,Illicit gain,NAp,NAp,NAp,NAp,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,80000,0,0,0,0,0,0,0,0,BGB arrested a man with 80000 yaba in Teknaf,Parbatta News (Bang.),UNB (Eng.),NA,NA,NA,NA,NA,NA,NA
230525061,Drug,trade,1,2023,May,23.21,2023-05-25,NA,Cox's Bazar,Teknaf,Teknaf Sadar,Shahparir Dwip,NA,River,92.325146,20.776273,illicit gain,NAp,NAp,NAv,NAv,Coast Guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"On 25 May, 1000 grams of crystal meth (ice) has been seized in a Coast Guard raid at Shahparir Dwip in Teknaf, Cox's Bazar.",Coxsbazar News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230116061,Drug,trade,1,2023,January,23.03,2023-01-16,NA,Cox's Bazar,Teknaf,Subrang,Subrang,Subrang,River,92.31371,20.77765,Illicit gain,NAp,NAp,NAv,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,0,0,0,0,0,0,0,0,"On 16 Jan. Coast Guard seized 210000 yaba tablets in near Naf River,Subrung,Teknaf.",Somoy News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230814061,Drug,trade,1,2023,August,23.33,2023-08-14,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,NA,Road,92.331699,20.783822,illicit gain,NAp,NAp,Bangladeshi,NAp,Police,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,Police arrested a Bangladeshi man in Teknaf with 10000 yaba pills.,CBNBD (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230116062,Drug,trade,1,2023,January,23.03,2023-01-16,NA,Cox's Bazar,Teknaf,Subrang,Subrang,Subrang,Road,92.33426,20.785,Illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,26,0,0,0,0,0,"On 16 January 2023, Rapid Action Battalion (RAB) conducted an operation and arrested two drug dealers 35 bottles of Grand Master liquor in Sabrang area in Teknaf Upazila in Cox’s Bazar.",Teknaf Today (Bang.),CBNBD (Bang.),NA,NA,NA,NA,NA,NA,NA
230511063,Drug,trade,1,2023,May,23.19,2023-05-12,0.96875,Cox's Bazar,Teknaf,Subrang,Sha Porir deep,NA,Road,92.33114,20.785041,illicit gain,NAp,NAp,Bangladeshi,NAv,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.75,0,0,0,0,0,"on 12 May, RAB arrested a Bangladeshi man with 46 bottle of alcohol and 3 bottle of beer in Teknaf.",RAB Facebook Page,NA,NA,NA,NA,NA,NA,NA,NA
230202061,Drug,trade,1,2023,February,23.05,2023-02-02,NA,Cox's Bazar,Teknaf,Subrang,Alugola,Salt field,Road,92.33024,20.79103,Illicit gain,NAp,NAp,NAp,NAp,BGB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,On 4 Feb. BGB seized 200000 Yaba tablets from three separate raids in Teknaf.,Daily Inqilab (Bang.),Cox Bangla (Bang.),NA,NA,NA,NA,NA,NA,NA
230616061,Drug,trade,1,2023,June,23.24,2023-06-16,0.16666666666666666,Cox's Bazar,Teknaf,Subrang,Salt Field,NA,Field,92.325041,20.793927,Illicit gain,NAP,NAP,NAp,NAP,BGB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,0,0,0,0,0,0,0,0,"On 16 June, BGB recovered 380,000 yaba tablets from Salt field, Subrang, Teknaf. No one was arrested at this time.",Teknaf Today (Bang.),Jamuna Tv (Bang.),NA,NA,NA,NA,NA,NA,NA
230612062,Drug,trade,1,2023,June,23.24,2023-06-12,0.7708333333333334,Cox's Bazar,Teknaf,Subrang,NA,NA,Road,92.303724,20.800639,Illicit gain,NAP,NAP,Bangladeshi,NAp,Police,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,Police arrested one Bangladeshi man in Ukhiya with 2000 yaba pills.,Coxsbazarjournal (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230115063,Drug,trade,1,2023,January,23.03,2023-01-15,NA,Cox's Bazar,Teknaf,Subrang,Subrang,Subrang,Road,92.29671,20.80318,Illicit gain,NAp,NAp,NAv,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33800,0,0,0,0,0,0,0,0,Coast Guard seized 33800 yaba pills in Teknaf. No one was arrested during the operation.,Dainik Coxsbazar (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230828062,Drug,trade,1,2023,August,23.35,2023-08-28,NA,Cox's Bazar,Teknaf,Subrang,Mondolpara,NA,Road,92.310112,20.805928,illicit gain,NAv,NAv,Bangladeshi,NAv,RAB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,78000,0,0,0,0,0,0,0,0,"On 28 August 2023 at morning, Rapid Action Battalion (RAB) conducted an operation and arrested a lady drug dealer with 78,000 pieces of Yaba tablet in Mandalpara areaof Teknaf Upazila in Cox’s Bazar.",Coxsbazar News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230620061,Drug,trade,1,2023,June,23.25,2023-06-20,NA,Cox's Bazar,Teknaf,Subrang,NA,NA,River,92.299896,20.806591,Illicit gain,NAP,NAP,Bangladeshi,NAP,BGB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.161,0,0,0,0,0,0,0,BGB arrested a Rohingya man in Teknaf with 3.161 kg crystal meth.,Coxsbazar Journal (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230907062,Drug,trade,1,2023,September,23.36,2023-09-07,NA,Cox's Bazar,Teknaf,Subrang,Panchori,NA,Road,92.313471,20.806677,illicit gain,Nav,Nav,Bangladeshi,Nav,RAB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,60000,0,0,0,0,0,0,0,0,"Rapid Action Battalion (RAB) conducted an anti-drug operation and arrested two drug dealers along with 60,000 pieces of Yaba tablet in Sabrang area of Teknaf Upazila in Cox’s Bazar.",Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230718063,Drug,trade,1,2023,July,23.29,2023-07-18,0,Cox's Bazar,Teknaf,Subrang,Dailpara,NA,Road,92.319203,20.806717,illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,A Bangladeshi woman is arrested by RAB with 5550 yaba tablets in Teknaf.,Ukhiya News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230802013,Death,murder,1,2023,August,23.31,2023-08-02,NA,Cox's Bazar,Teknaf,Subrang,Beingarpara,NA,Pond,92.304067,20.806895,Family dispute,NAp,NAp,Bangladeshi,NAp,NAp,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"A Bangladeshi woman jumped into a pond with her two children in Teknaf over a family dispute. Local people recovered her body, however, one child is still missing and the other one is under treatment.",Daily Bangladesh (Bang.),Prothom ALo (Bang.),CBNBD (Bang.),Teknaf Today (Bang.),NA,NA,NA,NA,NA
230926063,Drug,trade,1,2023,September,23.39,2023-09-26,0.8229166666666666,Cox's Bazar,Teknaf,Subrang,Ward 5,NA,Residence,92.304195000000007,20.806946,Illicit gain,NAv,NAv,Bangladeshi,NAv,RAB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100000,0,0,0,0,0,0,0,0,"On 25 September 2023 at 19:00 hours, Rapid Action Battalion (RAB) conducted a raid and arrested a woman drug dealer with 1,00,000 pieces of Yaba tablets from Lezirpara area of Sabrang Union in Teknaf Upazila of Cox’s Bazar.",Coxsbazar Journal (Bang.),Teknaf Today (Bang.),NA,NA,NA,NA,NA,NA,NA
230204061,Drug,trade,1,2023,February,23.05,2023-02-04,NA,Cox's Bazar,Teknaf,Subrang,Nayapara,NA,Residence,92.32111,20.80756,Illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,90,0,0,0,0,0,RAB arrested a Bangladeshi woman with 30 bottles of foreign Glan Master liquor and 224 cans of Andaman beer in Teknaf Sabrang area.,Teknaf Today (Bang.),RAB Facebook page,NA,NA,NA,NA,NA,NA,NA
230413-06-4,Drug,trade,1,2023,April,23.15,2023-04-13,0.6145833333333334,Cox's Bazar,Teknaf,Subrang,Dailepara,NA,Road,92.31591,20.807698,Illicit gain,NAp,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,381.1,0,0,0,0,0,"On 13 April, RAB arrested a Bangladeshi drug dealer and seized 85 bottles of Alcohol with 987 cans of beer in Subrung, Teknaf.",Tekanf Today (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230228061,Drug,trade,1,2023,February,23.09,2023-02-28,NA,Cox's Bazar,Teknaf,Subrang,Shahporirdwip,Shahporirdwip,Road,92.313407,20.807701,Illicit gain,Nap,Nap,NAv,NAp,Coast guard,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,35.7,0,0,0,0,0,"On 28 February 2023, Coast Guard recovered 10,000 pcs of Yaba tablets and 119 can of beers in Sha Pari Island of Teknaf Upazila in Cox’s Bazar.",Parbattanews (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230830061,Drug,trade,1,2023,August,23.35,2023-08-31,NA,Cox's Bazar,Teknaf,Teknaf Sadar,Najir Para BOP,NA,Road,92.312921,20.808452,illicit gain,NAp,NAp,NAp,NA,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,"On 31 August 2023 in the early morning, Border Guard Bangladesh (BGB) recovered 70,000 pieces of Yaba tablet during a raid in Nazir Para border area of Teknaf Upazila in Cox's Bazar.",Cox's Bazar Journal (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230827062,Drug,trade,1,2023,August,23.35,2023-08-27,NA,Cox's Bazar,Teknaf,Subrang,Mondolpara,NA,Road,92.319954,20.809187,illicit gain,NAv,NAv,Bangladeshi,NAv,RAB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,80000,0,0,0,0,0,0,0,0,"On 27 August 2023 at morning, Rapid Action Battalion (RAB) conducted an operation and arrested a drug dealer with 80,000 pieces of Yaba tablet in Mondolpara area of Teknaf Upazila in Cox’s Bazar.",Parbatta news (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230908061,Drug,trade,1,2023,September,23.36,2023-09-08,NA,Cox's Bazar,Teknaf,Subrang,Najirpara,NA,Road,92.32111,20.809956,illicit gain,Nav,Nav,Bangladeshi,Nav,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,110000,0,0,0,0,0,0,0,0,BGB arrested three Bangladeshi men  in Teknaf with 110000 yaba pills.,Parbatta News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
231008063,Drug,trade,1,2023,October,23.41,2023-10-08,0.9375,Cox's Bazar,Teknaf,Subrang,NA,NA,Road,92.322595,20.810492,Illicit gain,NAv,NAv,NAv,NAp,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.067,0,0,0,0,0,0,0,"On 9 October, BGB seized 3.067 kg of Crystal meth in Damdomia, Teknaf.",Ajker Desh (Bang.),Observer BD (Eng.),NA,NA,NA,NA,NA,NA,NA
230304061,Drug,trade,2,2023,March,23.09,2023-03-04,NA,Cox's Bazar,Teknaf,Subrang,Degillar Bil,Degillar Bil,Residence,92.292913,20.811078,Illicit Gain,NAv,NAv,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,355.5,0,0,0,0,0,RAB arrested two Bangladeshi drug smugglers including one children (17 years) in Teknaf along with 288 bottles alcohol and 465 cans beer.,Coxsbazar Today (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
230110062,Drug,trade,1,2023,January,23.02,2023-01-10,NA,Cox's Bazar,Teknaf,Subrang,Shikderpara,NA,Road,92.31624,20.81358,Illicit gain,NAp,NAp,Bangladeshi,NAp,Police,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000,0,0,0,0,0,0,0,0,"On 10 January, 2023 Police conducted an operation and arrested a notorious drug dealer and more than a dozen cases of accused with 50,000 pieces of Yaba pill at Sikdar Para area of Sabrang Union of Teknaf in Cox's.",Parbatta News (Bang.),Dainik Coxsbazar (Bang.),NA,NA,NA,NA,NA,NA,NA
230113061,Drug,trade,1,2023,January,23.02,2023-01-13,NA,Cox's Bazar,Teknaf,Subrang,Nayapara,Shakin,Residence,92.31616,20.81392,Illicit gain,Nap,NAp,Bangladeshi,NAp,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,67000,0,0,0,0,0,0,0,0,RAB arrested a Bangladeshi woman and her son with 67000 yaba pills in Teknaf on 13 January.,Cox Bangla (Bang.),RAB Facebook page,BNA News 24 (Bang.),Dainik CoxsBazar (Bang.),NA,NA,NA,NA,NA
230422061,Drug,trade,1,2023,April,23.16,2023-04-22,NA,Cox's Bazar,Teknaf,NA,NA,NA,Road,92.308414,20.814863,Illicit gain,NAv,NAv,NAv,NAv,Police,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,0,"On 21 April 2023, 17:00hrs Police conducted an operation and arrested a smuggler, who surrendered in the first phase in February 2019 in Teknaf in the presence of the Home Minister. In the raid, 70,000 pieces of yaba pill, 242.28gm of gold and BDT1,45,000 in cash were seized from his house at Lezirpara of Sabrang Union in Teknaf Upazila of Cox's Bazar",Cox Bangla (Bang.),Somoy News TV (Bang.),NA,NA,NA,NA,NA,NA,NA
230730064,Drug,trade,1,2023,July,23.31,2023-07-30,NA,Cox's Bazar,Teknaf,Subrang,Near Naf River,NA,Road,92.293472,20.816249,illicit gain,NAp,NAp,NAv,NA,BGB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,"On 30 July 2023 at 00:30 hours, members of Border Guard Bangladesh (BGB) conducted an operation and seized 1,50,000 pieces of Yaba tablet from Sabrang border area of Teknaf Upazila in Cox’s Bazar. No smugglers or their accomplices could be arrested.",Parbatta News (bang.),NA,NA,NA,NA,NA,NA,NA,NA
230710091,Insecurity,weapon possession,1,2023,July,23.28,2023-07-10,0.08333333333333333,Cox's Bazar,Teknaf,Subrang,Kurabuijja Para,NA,Road,92.312101,20.819505,illicit gain,NAp,NAp,Bangladeshi,NAp,Police,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,3 Machetes,Three dacoits with weapons were arrested from Teknaf .,The Territorial News (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
231005062,Drug,trade,1,2023,October,23.4,2023-10-05,0.4166666666666667,Cox's Bazar,Teknaf,Subrang,Sabrang,NA,Salt Field,92.316855,20.820692,Illicit gain,NAp,NAv,NAp,NAp,BGB,NA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255000,0,0,0,0,0,0,0,0,"BGB seized 255000 yaba pills in Teknaf,  however, no one arrested during the operation.",Teknaf Today (Bang.),UNB (Eng.),NA,NA,NA,NA,NA,NA,NA
230510061,Drug,trade,2,2023,May,23.19,2023-05-10,NA,Cox's Bazar,Teknaf,Subrang,NA,NA,Border Area,92.321093,20.82084,illicit gain,NA,NA,Rohingya and Bangladeshi,NA,BGB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,390000,7.382,0,0,0,0,0,0,0,BGB arrested two Rohingyas and one Bangladeshi in two sperate raids,CBN BD (bang.),NA,NA,NA,NA,NA,NA,NA,NA
230601061,Drug,trade,1,2023,June,23.22,2023-06-01,NA,Cox's Bazar,Teknaf,Subrang,Noyapara,Puranpara,Road,92.310959,20.823756,illicit gain,NA,NA,Bangladeshi,NA,RAB,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6400,0,0,0,0,0,0,0,0,"On 01 June 2023, Rapid Action Battalion (RAB) arrested a drug dealer with 6,400 pcs of Yaba tablets in Naya Para of Teknaf Upazila in Cox’s Bazar.",Teknaf Today (Bang.),NA,NA,NA,NA,NA,NA,NA,NA
