dataset,indicator,atoll_official,island,value,normalized_value,sort_order,atoll_official_name,population,indicator2,value2
"Kolamaafushi, Huvadhu Atholhu Uthuruburi",Population,Gaaf Alif Atoll,Kolamaafushi,636,0.12118440608208528,18,Huvadhu Atholhu Uthuruburi,636,Population,636
"Maamendhoo, Huvadhu Atholhu Uthuruburi",Population,Gaaf Alif Atoll,Maamendhoo,1201,0.22884036431538435,18,Huvadhu Atholhu Uthuruburi,1201,Population,1201
"Nilandhoo, Huvadhu Atholhu Uthuruburi",Population,Gaaf Alif Atoll,Nilandhoo,545,0.10384512785335925,18,Huvadhu Atholhu Uthuruburi,545,Population,545
"Viligili, Huvadhu Atholhu Uthuruburi",Population,Gaaf Alif Atoll,Viligili,2900,0.5525704050912693,18,Huvadhu Atholhu Uthuruburi,2900,Population,2900
"Fares, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Fares,858,0.16348462329941693,19,Huvadhu Atholhu Dhekunuburi,858,Population,858
"Fiyoari, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Fiyoari,637,0.12137494760108226,19,Huvadhu Atholhu Dhekunuburi,637,Population,637
"Gadhdhoo, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Gadhdhoo,1414,0.2694257078617431,19,Huvadhu Atholhu Dhekunuburi,1414,Population,1414
"Hoandedhdhoo, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Hoandedhdhoo,885,0.16862924431233564,19,Huvadhu Atholhu Dhekunuburi,885,Population,885
"Madaveli, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Madaveli,1219,0.23227011165733014,19,Huvadhu Atholhu Dhekunuburi,1219,Population,1219
"Nadallaa, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Nadallaa,581,0.11070462253725087,19,Huvadhu Atholhu Dhekunuburi,581,Population,581
"Rathafandhoo, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Rathafandhoo,431,0.08212339468770245,19,Huvadhu Atholhu Dhekunuburi,431,Population,431
"Thinadhoo, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Thinadhoo,6217,1.1845966236042833,19,Huvadhu Atholhu Dhekunuburi,6217,Population,6217
"Vaadhoo, Huvadhu Atholhu Dhekunuburi",Population,Gaaf Dhaal Atoll,Vaadhoo,516,0.09831942380244654,19,Huvadhu Atholhu Dhekunuburi,516,Population,516
"Fuvahmulah, Fuvahmulah",Population,Gnaviyani Atoll,Fuvahmulah,9177,1.748599519835372,20,Fuvahmulah,9177,Population,9177
"Feydhoo, Addu Atholhu",Population,Seenu Atoll,Feydhoo,4289,0.8172325749780878,21,Addu Atholhu,4289,Population,4289
"Hithadhoo, Hadhdhummathi Atholhu",Population,Laamu Atoll,Hithadhoo,13759,2.621660759879578,17,Hadhdhummathi Atholhu,13759,Population,13759
"Hulhumeedhoo, Addu Atholhu",Population,Seenu Atoll,Hulhumeedhoo,1182,0.2252200754544415,21,Addu Atholhu,1182,Population,1182
"Maradhoo, Addu Atholhu",Population,Seenu Atoll,Maradhoo,2542,0.48435654129034716,21,Addu Atholhu,2542,Population,2542
"Maradhoo-Feydhoo, Addu Atholhu",Population,Seenu Atoll,Maradhoo-Feydhoo,1398,0.26637704355779124,21,Addu Atholhu,1398,Population,1398
"Hulhumeedhoo, Addu Atholhu",Population,Seenu Atoll,Hulhumeedhoo,1892,0.360504553942304,21,Addu Atholhu,1892,Population,1892
"Baarah, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Baarah,456.4818764152813,0.0869787501267637,1,Thiladhunmathee Uthuruburi,1141,Population density,456.4818764152813
"Dhidhdhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Dhidhdhoo,3534.1805809662537,0.6734081363069726,1,Thiladhunmathee Uthuruburi,3412,Population density,3534.1805809662537
"Filladhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Filladhoo,210.11654243704638,0.04003592516235021,1,Thiladhunmathee Uthuruburi,559,Population density,210.11654243704638
"Hoarafushi, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Hoarafushi,2667.251172811783,0.5082220900140587,1,Thiladhunmathee Uthuruburi,1841,Population density,2667.251172811783
"Ihavandhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Ihavandhoo,4591.238944470811,0.8748216425576028,1,Thiladhunmathee Uthuruburi,2873,Population density,4591.238944470811
"Kelaa, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Kelaa,548.272993177753,0.10446876894511509,1,Thiladhunmathee Uthuruburi,1115,Population density,548.272993177753
"Maarandhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Maarandhoo,1498.139973998749,0.28545786631583187,1,Thiladhunmathee Uthuruburi,668,Population density,1498.139973998749
"Mulhadhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Mulhadhoo,240.15906658668752,0.04576027334832657,1,Thiladhunmathee Uthuruburi,286,Population density,240.15906658668752
"Muraidhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Muraidhoo,1124.1235309873703,0.21419220513459286,1,Thiladhunmathee Uthuruburi,534,Population density,1124.1235309873703
"Thakandhoo, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Thakandhoo,674.8388278073749,0.128584815328565,1,Thiladhunmathee Uthuruburi,279,Population density,674.8388278073749
"Thurakunu, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Thurakunu,1629.5126337602808,0.31048981246146884,1,Thiladhunmathee Uthuruburi,427,Population density,1629.5126337602808
"Uligamu, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Uligamu,374.7876523434507,0.07141260857883669,1,Thiladhunmathee Uthuruburi,400,Population density,374.7876523434507
"Utheemu, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Utheemu,1224.4060375301658,0.23330018626008267,1,Thiladhunmathee Uthuruburi,612,Population density,1224.4060375301658
"Vashafaru, Thiladhunmathee Uthuruburi",Population density,Haa Alif Atoll,Vashafaru,1336.6502853060379,0.25468737572997174,1,Thiladhunmathee Uthuruburi,476,Population density,1336.6502853060379
"Finey, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Finey,347.9996051012794,0.06630837336635026,2,Thiladhunmathee Dhekunuburi,409,Population density,347.9996051012794
"Hanimaadhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Hanimaadhoo,875.1761719121433,0.16675739718611016,2,Thiladhunmathee Dhekunuburi,2664,Population density,875.1761719121433
"Hirimaradhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Hirimaradhoo,628.7231865922743,0.11979787100191956,2,Thiladhunmathee Dhekunuburi,293,Population density,628.7231865922743
"Kulhudhuffushi, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Kulhudhuffushi,4018.447940465506,0.7656811745866212,2,Thiladhunmathee Dhekunuburi,10131,Population density,4018.447940465506
"Kumundhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Kumundhoo,523.4877095088256,0.09974614334606638,2,Thiladhunmathee Dhekunuburi,997,Population density,523.4877095088256
"Kurinbi, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Kurinbi,1200.2121155363213,0.22869023961288087,2,Thiladhunmathee Dhekunuburi,492,Population density,1200.2121155363213
"Makunudhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Makunudhoo,1567.2154873597258,0.29861961955712923,2,Thiladhunmathee Dhekunuburi,1265,Population density,1567.2154873597258
"Naivaadhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Naivaadhoo,1600.3672762072267,0.3049364117615995,2,Thiladhunmathee Dhekunuburi,495,Population density,1600.3672762072267
"Nellaidhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Nellaidhoo,3202.5068162025495,0.6102105133574462,2,Thiladhunmathee Dhekunuburi,1038,Population density,3202.5068162025495
"Neykurendhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Neykurendhoo,373.3299056095614,0.07113484730184852,2,Thiladhunmathee Dhekunuburi,641,Population density,373.3299056095614
"Nolhivaram, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Nolhivaram,962.3177226006935,0.18336148062205965,2,Thiladhunmathee Dhekunuburi,1985,Population density,962.3177226006935
"Nolhivaramfaru, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Nolhivaramfaru,721.7984703674445,0.13753257695351634,2,Thiladhunmathee Dhekunuburi,1254,Population density,721.7984703674445
"Vaikaradhoo, Thiladhunmathee Dhekunuburi",Population density,Haa Dhaal Atoll,Vaikaradhoo,722.1919209767177,0.13760754563025757,2,Thiladhunmathee Dhekunuburi,776,Population density,722.1919209767177
"Bilehffahi, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Bilehffahi,754.6614324231656,0.14379433566235386,3,Miladhunmadulu Uthuruburi,502,Population density,754.6614324231656
"Feevah, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Feevah,792.570575897312,0.15101760144379253,3,Miladhunmadulu Uthuruburi,694,Population density,792.570575897312
"Feydhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Feydhoo,945.9583100443715,0.18024433330367964,3,Miladhunmadulu Uthuruburi,854,Population density,945.9583100443715
"Foakaidhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Foakaidhoo,2316.6154799343058,0.4414114324786223,3,Miladhunmadulu Uthuruburi,1571,Population density,2316.6154799343058
"Funadhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Funadhoo,1840.8445928871772,0.35075732496611733,3,Miladhunmadulu Uthuruburi,2255,Population density,1840.8445928871772
"Goidhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Goidhoo,588.3734718502303,0.1121095750638753,3,Miladhunmadulu Uthuruburi,592,Population density,588.3734718502303
"Kaditheemu, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Kaditheemu,1335.8821771179778,0.25454101922906475,3,Miladhunmadulu Uthuruburi,1193,Population density,1335.8821771179778
"Komandoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Komandoo,4156.363008170661,0.7919597210797341,3,Miladhunmadulu Uthuruburi,921,Population density,4156.363008170661
"Lhaimagu, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Lhaimagu,1548.6005529998238,0.2950727016881643,3,Miladhunmadulu Uthuruburi,684,Population density,1548.6005529998238
"Maaungoodhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Maaungoodhoo,3209.3451779928673,0.6115135052004244,3,Miladhunmadulu Uthuruburi,944,Population density,3209.3451779928673
"Maroshi, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Maroshi,1551.7640463397563,0.2956754785144919,3,Miladhunmadulu Uthuruburi,479,Population density,1551.7640463397563
"Milandhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Milandhoo,1568.6729626786855,0.29889732911830447,3,Miladhunmadulu Uthuruburi,2094,Population density,1568.6729626786855
"Narudhoo, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Narudhoo,1272.6448910887345,0.24249169069180568,3,Miladhunmadulu Uthuruburi,544,Population density,1272.6448910887345
"Noomaraa, Miladhunmadulu Uthuruburi",Population density,Shaviyani Atoll,Noomaraa,946.1149295023245,0.18027417581310246,3,Miladhunmadulu Uthuruburi,371,Population density,946.1149295023245
"Fodhdhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Fodhdhoo,1317.9487583050827,0.25112395836764656,6,Miladhunmadulu Dhekunuburi,345,Population density,1317.9487583050827
"Hebadhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Hebadhoo,4611.265944283186,0.8786376175228052,6,Miladhunmadulu Dhekunuburi,638,Population density,4611.265944283186
"Holhudhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Holhudhoo,2828.1193250087204,0.538874152091902,6,Miladhunmadulu Dhekunuburi,1428,Population density,2828.1193250087204
"Kendhikulhudhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Kendhikulhudhoo,744.189598618853,0.1417990165425961,6,Miladhunmadulu Dhekunuburi,1556,Population density,744.189598618853
"Kudafari, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Kudafari,2151.209325615744,0.4098946925833131,6,Miladhunmadulu Dhekunuburi,628,Population density,2151.209325615744
"Landhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Landhoo,868.0255053642773,0.16539489832023882,6,Miladhunmadulu Dhekunuburi,757,Population density,868.0255053642773
"Lhohi, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Lhohi,1706.0059223551837,0.3250649598634167,6,Miladhunmadulu Dhekunuburi,692,Population density,1706.0059223551837
"Maafaru, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Maafaru,686.4880594552742,0.13080447762190356,6,Miladhunmadulu Dhekunuburi,919,Population density,686.4880594552742
"Maalhendhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Maalhendhoo,1541.7098089881172,0.2937597288571543,6,Miladhunmadulu Dhekunuburi,724,Population density,1541.7098089881172
"Magoodhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Magoodhoo,825.3538975443556,0.15726418534818712,6,Miladhunmadulu Dhekunuburi,305,Population density,825.3538975443556
"Manadhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Manadhoo,1573.4674258203659,0.2998108734080953,6,Miladhunmadulu Dhekunuburi,1745,Population density,1573.4674258203659
"Miladhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Miladhoo,4174.5330244000115,0.7954218635722745,6,Miladhunmadulu Dhekunuburi,934,Population density,4174.5330244000115
"Velidhoo, Miladhunmadulu Dhekunuburi",Population density,Noonu Atoll,Velidhoo,2943.6585520615986,0.5608891719182956,6,Miladhunmadulu Dhekunuburi,1832,Population density,2943.6585520615986
"Agolhitheemu, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Agolhitheemu,956.3460892498315,0.18222363653249332,7,Maalhosmadulu Uthuruburi,381,Population density,956.3460892498315
"Alifushi, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Alifushi,3069.1756530996113,0.584805391010177,7,Maalhosmadulu Uthuruburi,1859,Population density,3069.1756530996113
"Dhuvaafaru, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Dhuvaafaru,6076.727383865295,1.1578688662522951,7,Maalhosmadulu Uthuruburi,3321,Population density,6076.727383865295
"Fainu, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Fainu,684.517136676145,0.13042893500174252,7,Maalhosmadulu Uthuruburi,423,Population density,684.517136676145
"Hulhudhuffaaru, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Hulhudhuffaaru,2019.1900002870932,0.3847395297982343,7,Maalhosmadulu Uthuruburi,1228,Population density,2019.1900002870932
"Iguraidhoo, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Iguraidhoo,2713.1199218961137,0.5169619911390789,7,Maalhosmadulu Uthuruburi,1278,Population density,2713.1199218961137
"Innamaadhoo, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Innamaadhoo,1783.451107010698,0.3398214829866808,7,Maalhosmadulu Uthuruburi,663,Population density,1783.451107010698
"Kinolhas, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Kinolhas,965.708697866136,0.18400760220001833,7,Maalhosmadulu Uthuruburi,543,Population density,965.708697866136
"Maakurathu, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Maakurathu,1799.0988810527092,0.3428030336215673,7,Maalhosmadulu Uthuruburi,956,Population density,1799.0988810527092
"Maduvvari, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Maduvvari,7743.737889959902,1.4755035802675014,7,Maalhosmadulu Uthuruburi,1760,Population density,7743.737889959902
"Hulhumeedhoo, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Hulhumeedhoo,5165.070208396512,0.9841603232339681,7,Maalhosmadulu Uthuruburi,1872,Population density,5165.070208396512
"Rasgetheemu, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Rasgetheemu,1369.6394397394224,0.2609731793261351,7,Maalhosmadulu Uthuruburi,537,Population density,1369.6394397394224
"Rasmaadhoo, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Rasmaadhoo,2076.0733224128376,0.3955781644016687,7,Maalhosmadulu Uthuruburi,554,Population density,2076.0733224128376
"Ugoofaaru, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Ugoofaaru,4852.0601601240705,0.9245189131748162,7,Maalhosmadulu Uthuruburi,1754,Population density,4852.0601601240705
"Vaadhoo, Maalhosmadulu Uthuruburi",Population density,Raa Atoll,Vaadhoo,1184.3120471496636,0.22566061643033108,7,Maalhosmadulu Uthuruburi,452,Population density,1184.3120471496636
"Dharavandhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Dharavandhoo,1479.5673383002077,0.28191900809805415,4,Maalhosmadulu Dhekunuburi,997,Population density,1479.5673383002077
"Dhonfanu, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Dhonfanu,2299.983761421182,0.43824239956960137,4,Maalhosmadulu Dhekunuburi,398,Population density,2299.983761421182
"Eydhafushi, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Eydhafushi,4580.529208540456,0.8727809932053764,4,Maalhosmadulu Dhekunuburi,2581,Population density,4580.529208540456
"Fehendhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Fehendhoo,786.7394509265904,0.14990653003440996,4,Maalhosmadulu Dhekunuburi,198,Population density,786.7394509265904
"Fulhadhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Fulhadhoo,1164.937565666523,0.22196897329875442,4,Maalhosmadulu Dhekunuburi,341,Population density,1164.937565666523
"Goidhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Goidhoo,357.7901803251462,0.06817388444136012,4,Maalhosmadulu Dhekunuburi,583,Population density,357.7901803251462
"Hithaadhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Hithaadhoo,2344.0292691121404,0.44663489751003016,4,Maalhosmadulu Dhekunuburi,744,Population density,2344.0292691121404
"Kamadhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Kamadhoo,2585.64564766278,0.49267284929362065,4,Maalhosmadulu Dhekunuburi,552,Population density,2585.64564766278
"Kendhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Kendhoo,5269.4273452462,1.0040446906074845,4,Maalhosmadulu Dhekunuburi,1002,Population density,5269.4273452462
"Kihaadhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Kihaadhoo,1563.0856493593978,0.2978327139513353,4,Maalhosmadulu Dhekunuburi,481,Population density,1563.0856493593978
"Kudarikilu, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Kudarikilu,2943.089525401716,0.5607807487141717,4,Maalhosmadulu Dhekunuburi,557,Population density,2943.089525401716
"Maalhoss, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Maalhoss,2222.430823343792,0.423465344945656,4,Maalhosmadulu Dhekunuburi,572,Population density,2222.430823343792
"Thulhaadhoo, Maalhosmadulu Dhekunuburi",Population density,Baa Atoll,Thulhaadhoo,3547.9339965502727,0.6760287330037484,4,Maalhosmadulu Dhekunuburi,1625,Population density,3547.9339965502727
"Hinnavaru, Faadhippolhu",Population density,Lhaviyani Atoll,Hinnavaru,4228.088389685928,0.8056263842242917,5,Faadhippolhu,2286,Population density,4228.088389685928
"Kurendhoo, Faadhippolhu",Population density,Lhaviyani Atoll,Kurendhoo,5138.486376560569,0.9790949995351871,5,Faadhippolhu,1171,Population density,5138.486376560569
"Naifaru, Faadhippolhu",Population density,Lhaviyani Atoll,Naifaru,8289.23188635573,1.579442834944501,5,Faadhippolhu,4832,Population density,8289.23188635573
"Olhuvelifushi, Faadhippolhu",Population density,Lhaviyani Atoll,Olhuvelifushi,2440.8397558146407,0.46508131470116243,5,Faadhippolhu,703,Population density,2440.8397558146407
"Dhiffushi, Malé Atholhu",Population density,Kaafu Atoll,Dhiffushi,4693.78660183377,0.8943612289611238,10,Malé Atholhu,1270,Population density,4693.78660183377
"Gaafaru, Malé Atholhu",Population density,Kaafu Atoll,Gaafaru,6644.437070865129,1.2660411323625487,10,Malé Atholhu,1294,Population density,6644.437070865129
"Gulhi, Malé Atholhu",Population density,Kaafu Atoll,Gulhi,8649.883470294253,1.6481619355768173,10,Malé Atholhu,976,Population density,8649.883470294253
"Guraidhoo, Malé Atholhu",Population density,Kaafu Atoll,Guraidhoo,7752.175879658476,1.477111367641949,10,Malé Atholhu,1743,Population density,7752.175879658476
"Himmafushi, Malé Atholhu",Population density,Kaafu Atoll,Himmafushi,3039.7106775578554,0.5791910898132417,10,Malé Atholhu,2012,Population density,3039.7106775578554
"Huraa, Malé Atholhu",Population density,Kaafu Atoll,Huraa,3143.616758830009,0.5989895123718626,10,Malé Atholhu,1654,Population density,3143.616758830009
"Kaashidhoo, Malé Atholhu",Population density,Kaafu Atoll,Kaashidhoo,894.1995507107091,0.170382140678844,10,Malé Atholhu,2528,Population density,894.1995507107091
"Maafushi, Malé Atholhu",Population density,Kaafu Atoll,Maafushi,10748.08756881144,2.047956931673991,10,Malé Atholhu,4471,Population density,10748.08756881144
"Thulusdhoo, Malé Atholhu",Population density,Kaafu Atoll,Thulusdhoo,2334.9348229067973,0.4449020279156277,10,Malé Atholhu,1801,Population density,2334.9348229067973
"Bodufolhudhoo, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Bodufolhudhoo,5635.30183605178,1.0737589718478295,9,Ari Atholhu Uthuruburi,704,Population density,5635.30183605178
"Feridhoo, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Feridhoo,1206.7484924960652,0.22993569080752735,9,Ari Atholhu Uthuruburi,544,Population density,1206.7484924960652
"Himandhoo, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Himandhoo,4222.534334571768,0.8045681061262467,9,Ari Atholhu Uthuruburi,885,Population density,4222.534334571768
"Maalhoss, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Maalhoss,1589.9793829591988,0.30295708680294176,9,Ari Atholhu Uthuruburi,516,Population density,1589.9793829591988
"Mathiveri, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Mathiveri,3806.749783594079,0.7253438862074767,9,Ari Atholhu Uthuruburi,878,Population density,3806.749783594079
"Rasdhoo, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Rasdhoo,5873.780251342814,1.1191990113453782,9,Ari Atholhu Uthuruburi,1282,Population density,5873.780251342814
"Thoddoo, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Thoddoo,1181.4765406042661,0.22512033470604514,9,Ari Atholhu Uthuruburi,1924,Population density,1181.4765406042661
"Ukulhas, Ari Atholhu Uthuruburi",Population density,Alif Uthuru Buri,Ukulhas,5406.392275697038,1.0301421965049042,9,Ari Atholhu Uthuruburi,1284,Population density,5406.392275697038
"Dhangethi, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Dhangethi,3102.762910924649,0.5912051581351032,9,Ari Atholhu Dhekunuburi,936,Population density,3102.762910924649
"Dhidhdhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Dhidhdhoo,694.4052507674655,0.13231303128071825,9,Ari Atholhu Dhekunuburi,141,Population density,694.4052507674655
"Dhigurah, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Dhigurah,1382.4219436612739,0.26340877703998966,9,Ari Atholhu Dhekunuburi,761,Population density,1382.4219436612739
"Fenfushi, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Fenfushi,3900.025954672729,0.7431168695310257,9,Ari Atholhu Dhekunuburi,1000,Population density,3900.025954672729
"Hanghghaameedhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Hanghghaameedhoo,2383.0084408226876,0.4540620480970023,9,Ari Atholhu Dhekunuburi,484,Population density,2383.0084408226876
"Kunburudhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Kunburudhoo,7822.131191124632,1.4904407589506177,9,Ari Atholhu Dhekunuburi,509,Population density,7822.131191124632
"Maamigili, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Maamigili,1462.6119786812856,0.2786883081211245,9,Ari Atholhu Dhekunuburi,2798,Population density,1462.6119786812856
"Mahibadhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Mahibadhoo,10932.942753247213,2.083179519310852,9,Ari Atholhu Dhekunuburi,2580,Population density,10932.942753247213
"Mandhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Mandhoo,1085.6699001448617,0.2068651919029118,9,Ari Atholhu Dhekunuburi,418,Population density,1085.6699001448617
"Omadhoo, Ari Atholhu Dhekunuburi",Population density,Alif Dhekunu Buri,Omadhoo,4000.357709970911,0.7622342345891755,9,Ari Atholhu Dhekunuburi,913,Population density,4000.357709970911
"Felidhoo, Felidhe Atholhu",Population density,Vaavu Atoll,Felidhoo,3936.397967294882,0.7500472480650284,11,Felidhe Atholhu,620,Population density,3936.397967294882
"Fulidhoo, Felidhe Atholhu",Population density,Vaavu Atoll,Fulidhoo,3358.3806962964286,0.6399109592424885,11,Felidhe Atholhu,400,Population density,3358.3806962964286
"Keyodhoo, Felidhe Atholhu",Population density,Vaavu Atoll,Keyodhoo,5422.40308554192,1.0331929205331198,11,Felidhe Atholhu,641,Population density,5422.40308554192
"Rakeedhoo, Felidhe Atholhu",Population density,Vaavu Atoll,Rakeedhoo,1184.1791176868371,0.22563528784856468,11,Felidhe Atholhu,76,Population density,1184.1791176868371
"Thinadhoo, Felidhe Atholhu",Population density,Vaavu Atoll,Thinadhoo,2065.61349201088,0.39358513242842874,11,Felidhe Atholhu,258,Population density,2065.61349201088
"Dhiggaru, Meemu (M)",Population density,Meemu Atoll,Dhiggaru,7603.271136177076,1.448738831633146,15,Meemu (M),1099,Population density,7603.271136177076
"Kolhufushi, Meemu (M)",Population density,Meemu Atoll,Kolhufushi,1227.7440997954993,0.23393622571462586,15,Meemu (M),793,Population density,1227.7440997954993
"Maduvvari, Meemu (M)",Population density,Meemu Atoll,Maduvvari,2623.3426846975553,0.4998556999919125,15,Meemu (M),318,Population density,2623.3426846975553
"Mulah, Meemu (M)",Population density,Meemu Atoll,Mulah,2086.828881465866,0.3976275449612945,15,Meemu (M),1426,Population density,2086.828881465866
"Muli, Meemu (M)",Population density,Meemu Atoll,Muli,1228.2423786848565,0.23403116853108807,15,Meemu (M),949,Population density,1228.2423786848565
"Naalaafushi, Meemu (M)",Population density,Meemu Atoll,Naalaafushi,3321.65809138144,0.6329137783204604,15,Meemu (M),430,Population density,3321.65809138144
"Raimandhoo, Meemu (M)",Population density,Meemu Atoll,Raimandhoo,602.3866983716995,0.11477967653132493,15,Meemu (M),171,Population density,602.3866983716995
"Veyvah, Meemu (M)",Population density,Meemu Atoll,Veyvah,722.6191807614053,0.13768895635863826,15,Meemu (M),304,Population density,722.6191807614053
