area_of_origin,area_of_destination,sex,migrants_1990,migrants_1995,migrants_2000,migrants_2005,migrants_2010,migrants_2015,migrants_2020,origin_iso,destination_iso,origin_population_2000,origin_population_2010,origin_population_2015,origin_population_2020,destination_population_2000,destination_population_2010,destination_population_2015,destination_population_2020
Myanmar,South Korea,female,6,40,86,137,252,7700,11251,MMR,KOR,45538332,49390988,51483949,53423198,47008111,49554112,51014947,51836239
Myanmar,South Korea,male,82,512,1107,1841,3292,10428,15671,MMR,KOR,45538332,49390988,51483949,53423198,47008111,49554112,51014947,51836239
Myanmar,Sweden,female,34,41,45,201,637,698,753,MMR,SWE,45538332,49390988,51483949,53423198,8872109,9378126,9799186,10353442
Myanmar,Sweden,male,64,75,80,237,705,744,803,MMR,SWE,45538332,49390988,51483949,53423198,8872109,9378126,9799186,10353442
Myanmar,Switzerland,female,55,64,74,93,110,156,230,MMR,CHE,45538332,49390988,51483949,53423198,7184250,7824909,8282396,8638167
Myanmar,Switzerland,male,55,69,83,91,98,125,157,MMR,CHE,45538332,49390988,51483949,53423198,7184250,7824909,8282396,8638167
Myanmar,Thailand,female,91556,193116,339199,550863,762870,811837,853586,MMR,THA,45538332,49390988,51483949,53423198,63066603,68270489,70294397,71475664
Myanmar,Thailand,male,137948,243661,394930,631207,895752,948706,994684,MMR,THA,45538332,49390988,51483949,53423198,63066603,68270489,70294397,71475664
Myanmar,United Kingdom,female,5501,5253,5107,5424,5609,6912,7874,MMR,GBR,45538332,49390988,51483949,53423198,58892514,62766365,65116219,67081234
Myanmar,United Kingdom,male,4858,4638,4483,4748,5129,5939,6631,MMR,GBR,45538332,49390988,51483949,53423198,58892514,62766365,65116219,67081234
Myanmar,United States of America,female,10094,13379,16706,24481,33762,68098,80111,MMR,USA,45538332,49390988,51483949,53423198,282162411,309327143,320738994,331526933
Myanmar,United States of America,male,9741,13182,16709,24758,33226,66326,76299,MMR,USA,45538332,49390988,51483949,53423198,282162411,309327143,320738994,331526933
Myanmar,Vietnam,female,394,1138,2720,2822,3452,4386,4624,MMR,VNM,45538332,49390988,51483949,53423198,79001142,87411012,92191398,96648685
Myanmar,Vietnam,male,569,1552,4087,5012,5904,6801,7172,MMR,VNM,45538332,49390988,51483949,53423198,79001142,87411012,92191398,96648685
Nepal,Australia,female,145,395,624,1410,10111,22016,35481,NPL,AUS,24559500,27161567,27610325,29348627,19028802,22031750,23815995,25649248
Nepal,Australia,male,259,843,1376,2420,17089,28134,43946,NPL,AUS,24559500,27161567,27610325,29348627,19028802,22031750,23815995,25649248
Nepal,Austria,female,116,129,142,161,183,255,365,NPL,AUT,24559500,27161567,27610325,29348627,8011566,8363404,8642699,8916864
Nepal,Austria,male,207,236,264,289,317,355,434,NPL,AUT,24559500,27161567,27610325,29348627,8011566,8363404,8642699,8916864
Nepal,Bahrain,female,65,74,85,344,680,708,887,NPL,BHR,24559500,27161567,27610325,29348627,711442,1213645,1362142,1477469
Nepal,Bahrain,male,163,176,189,722,1415,1563,2055,NPL,BHR,24559500,27161567,27610325,29348627,711442,1213645,1362142,1477469
Nepal,Bangladesh,female,4448,5226,6003,11497,15321,17967,26470,NPL,BGD,24559500,27161567,27610325,29348627,129193327,148391139,157830000,167420951
Nepal,Bangladesh,male,5222,6135,7048,13498,17987,21092,11831,NPL,BGD,24559500,27161567,27610325,29348627,129193327,148391139,157830000,167420951
Nepal,Belgium,female,30,25,18,303,789,1646,1960,NPL,BEL,24559500,27161567,27610325,29348627,10251250,10895586,11274196,11538604
Nepal,Belgium,male,29,25,20,457,1075,1883,2061,NPL,BEL,24559500,27161567,27610325,29348627,10251250,10895586,11274196,11538604
Nepal,Bhutan,female,114,134,154,196,238,291,304,NPL,BTN,24559500,27161567,27610325,29348627,587207,705516,743274,772506
Nepal,Bhutan,male,220,258,297,369,441,426,447,NPL,BTN,24559500,27161567,27610325,29348627,587207,705516,743274,772506
Nepal,Brunei Darussalam,female,853,999,1145,1164,1183,1202,1309,NPL,BRN,24559500,27161567,27610325,29348627,333926,396053,421437,441725
Nepal,Brunei Darussalam,male,2812,3338,3863,3956,4049,4142,4513,NPL,BRN,24559500,27161567,27610325,29348627,333926,396053,421437,441725
Nepal,Canada,female,62,321,587,2344,4017,7029,7615,NPL,CAN,24559500,27161567,27610325,29348627,30685730,34005902,35704498,38028638
Nepal,Canada,male,58,299,547,2476,4328,7272,7880,NPL,CAN,24559500,27161567,27610325,29348627,30685730,34005902,35704498,38028638
Nepal,Czechia,female,1,2,3,12,20,48,231,NPL,CZE,24559500,27161567,27610325,29348627,10255063,10474410,10546059,10697858
Nepal,Czechia,male,3,4,5,47,85,134,1055,NPL,CZE,24559500,27161567,27610325,29348627,10255063,10474410,10546059,10697858
Nepal,Denmark,female,14,34,53,266,458,1141,2108,NPL,DNK,24559500,27161567,27610325,29348627,5339616,5547683,5683483,5831404
Nepal,Denmark,male,23,44,65,550,988,1503,2388,NPL,DNK,24559500,27161567,27610325,29348627,5339616,5547683,5683483,5831404
Nepal,Estonia,male,0,0,0,0,19,39,112,NPL,EST,24559500,27161567,27610325,29348627,1396985,1331475,1315407,1329522
Nepal,Finland,female,12,20,28,149,214,640,1207,NPL,FIN,24559500,27161567,27610325,29348627,5176209,5363352,5479531,5529543
Nepal,Finland,male,4,29,54,482,685,1658,2388,NPL,FIN,24559500,27161567,27610325,29348627,5176209,5363352,5479531,5529543
Nepal,France,female,371,390,408,522,689,784,859,NPL,FRA,24559500,27161567,27610325,29348627,60921384,65030575,66548272,67571107
Nepal,France,male,336,340,345,485,555,593,653,NPL,FRA,24559500,27161567,27610325,29348627,60921384,65030575,66548272,67571107
Nepal,Germany,female,263,400,536,989,1349,1394,3111,NPL,DEU,24559500,27161567,27610325,29348627,82211508,81776930,81686611,83160871
Nepal,Germany,male,604,986,1369,1611,1811,1849,3733,NPL,DEU,24559500,27161567,27610325,29348627,82211508,81776930,81686611,83160871
Nepal,Hong Kong,female,2979,3347,3715,4259,4814,5072,5468,NPL,HKG,24559500,27161567,27610325,29348627,6665000,7024200,7291300,7481000
Nepal,Hong Kong,male,3275,3633,3991,4154,4327,4270,4273,NPL,HKG,24559500,27161567,27610325,29348627,6665000,7024200,7291300,7481000
Nepal,India,female,294660,324968,355275,438663,545028,517433,492259,NPL,IND,24559500,27161567,27610325,29348627,1059633675,1240613620,1322866505,1396387127
Nepal,India,male,223552,266232,308912,326255,296878,267064,241475,NPL,IND,24559500,27161567,27610325,29348627,1059633675,1240613620,1322866505,1396387127
Nepal,Ireland,male,18,49,108,111,90,92,104,NPL,IRL,24559500,27161567,27610325,29348627,3805174,4560155,4701957,4985382
Nepal,Italy,female,7,49,90,422,697,801,1021,NPL,ITA,24559500,27161567,27610325,29348627,56942108,59277417,60730582,59438851
Nepal,Italy,male,4,54,105,563,950,1077,1416,NPL,ITA,24559500,27161567,27610325,29348627,56942108,59277417,60730582,59438851
Nepal,Jordan,male,7,67,127,115,229,81,106,NPL,JOR,24559500,27161567,27610325,29348627,5056174,6931258,9494246,10928721
Nepal,Kuwait,female,558,411,420,477,647,8995,9763,NPL,KWT,24559500,27161567,27610325,29348627,1934901,2943356,3908743,4360444
Nepal,Kuwait,male,858,723,874,921,1207,13683,14844,NPL,KWT,24559500,27161567,27610325,29348627,1934901,2943356,3908743,4360444
Nepal,Luxembourg,female,9,8,8,6,5,7,164,NPL,LUX,24559500,27161567,27610325,29348627,436300,506953,569604,630419
Nepal,Luxembourg,male,21,20,19,17,15,23,198,NPL,LUX,24559500,27161567,27610325,29348627,436300,506953,569604,630419
Nepal,Malaysia,female,6954,12601,22491,54536,118358,232905,239402,NPL,MYS,24559500,27161567,27610325,29348627,22945150,28717731,31068833,33199993
Nepal,Malaysia,male,7977,14496,25762,69589,158199,319950,346462,NPL,MYS,24559500,27161567,27610325,29348627,22945150,28717731,31068833,33199993
Nepal,Netherlands,female,98,148,204,286,522,786,954,NPL,NLD,24559500,27161567,27610325,29348627,15925513,16615394,16939923,17441500
Nepal,Netherlands,male,108,155,209,372,818,944,1019,NPL,NLD,24559500,27161567,27610325,29348627,15925513,16615394,16939923,17441500
Nepal,New Zealand,female,25,97,172,284,524,756,1968,NPL,NZL,24559500,27161567,27610325,29348627,3857700,4350700,4609400,5090200
Nepal,New Zealand,male,47,132,163,269,493,709,1847,NPL,NZL,24559500,27161567,27610325,29348627,3857700,4350700,4609400,5090200
Nepal,Northern Mariana Islands,male,130,161,201,184,114,101,101,NPL,MNP,24559500,27161567,27610325,29348627,80338,54087,51514,49587
Nepal,Norway,female,23,31,74,142,297,649,1021,NPL,NOR,24559500,27161567,27610325,29348627,4490967,4889252,5188607,5379475
Nepal,Norway,male,29,40,90,183,422,910,1212,NPL,NOR,24559500,27161567,27610325,29348627,4490967,4889252,5188607,5379475
Nepal,Portugal,female,1,3,6,77,136,162,2175,NPL,PRT,24559500,27161567,27610325,29348627,10289898,10573100,10358076,10297081
Nepal,Portugal,male,8,17,26,195,332,368,4462,NPL,PRT,24559500,27161567,27610325,29348627,10289898,10573100,10358076,10297081
Nepal,Qatar,female,124,126,110,5826,13125,28107,48540,NPL,QAT,24559500,27161567,27610325,29348627,645937,1713504,2414573,2760385
Nepal,Qatar,male,335,372,354,17821,52886,123207,205400,NPL,QAT,24559500,27161567,27610325,29348627,645937,1713504,2414573,2760385
Nepal,Romania,female,0,0,0,0,0,2,129,NPL,ROU,24559500,27161567,27610325,29348627,22442971,20246871,19815616,19265250
Nepal,Romania,male,0,0,0,0,0,9,548,NPL,ROU,24559500,27161567,27610325,29348627,22442971,20246871,19815616,19265250
Nepal,Russian Federation,male,281,294,297,225,150,154,154,NPL,RUS,24559500,27161567,27610325,29348627,146596869,142849468,144640716,145245148
Nepal,Saudi Arabia,female,41638,42451,43431,50557,66555,86685,110512,NPL,SAU,24559500,27161567,27610325,29348627,21547390,29411929,32749848,35997107
Nepal,Saudi Arabia,male,136023,139627,143648,180541,233077,316320,392892,NPL,SAU,24559500,27161567,27610325,29348627,21547390,29411929,32749848,35997107
Nepal,Seychelles,male,12,11,9,74,138,155,158,NPL,SYC,24559500,27161567,27610325,29348627,81131,89770,93419,98462
Nepal,South Korea,male,10,838,1940,3838,7211,21409,24708,NPL,KOR,24559500,27161567,27610325,29348627,47008111,49554112,51014947,51836239
Nepal,South Korea,female,0,118,268,661,1358,7722,16040,NPL,KOR,24559500,27161567,27610325,29348627,47008111,49554112,51014947,51836239
Nepal,Spain,female,26,34,58,236,799,1221,1679,NPL,ESP,24559500,27161567,27610325,29348627,40567864,46576897,46444832,47365655
Nepal,Spain,male,19,33,61,444,1795,1915,2553,NPL,ESP,24559500,27161567,27610325,29348627,40567864,46576897,46444832,47365655
Nepal,Sri Lanka,female,1,6,18,56,111,115,114,NPL,LKA,24559500,27161567,27610325,29348627,18776371,20668557,21336697,21919000
Nepal,Sri Lanka,male,3,37,66,111,226,225,229,NPL,LKA,24559500,27161567,27610325,29348627,18776371,20668557,21336697,21919000
Nepal,Sweden,female,55,66,72,102,167,313,450,NPL,SWE,24559500,27161567,27610325,29348627,8872109,9378126,9799186,10353442
Nepal,Sweden,male,66,77,82,136,336,531,630,NPL,SWE,24559500,27161567,27610325,29348627,8872109,9378126,9799186,10353442
Nepal,Switzerland,female,162,204,248,290,365,416,507,NPL,CHE,24559500,27161567,27610325,29348627,7184250,7824909,8282396,8638167
Nepal,Switzerland,male,191,298,406,435,499,518,570,NPL,CHE,24559500,27161567,27610325,29348627,7184250,7824909,8282396,8638167
Nepal,Thailand,female,3003,5191,8578,6989,5757,6198,6496,NPL,THA,24559500,27161567,27610325,29348627,63066603,68270489,70294397,71475664
Nepal,Thailand,male,2760,4443,6916,5483,4588,4901,5122,NPL,THA,24559500,27161567,27610325,29348627,63066603,68270489,70294397,71475664
Nepal,United Arab Emirates,female,498,628,803,2744,7014,7966,8690,NPL,ARE,24559500,27161567,27610325,29348627,3275333,8481771,8916899,9287289
Nepal,United Arab Emirates,male,1232,1589,2029,6074,16396,17614,19196,NPL,ARE,24559500,27161567,27610325,29348627,3275333,8481771,8916899,9287289
Nepal,United Kingdom,female,204,1023,1863,11287,11672,14386,16390,NPL,GBR,24559500,27161567,27610325,29348627,58892514,62766365,65116219,67081234
Nepal,United Kingdom,male,624,2234,3878,14804,15874,18583,20822,NPL,GBR,24559500,27161567,27610325,29348627,58892514,62766365,65116219,67081234
Nepal,United States of America,female,735,2269,3834,14778,24577,53739,90727,NPL,USA,24559500,27161567,27610325,29348627,282162411,309327143,320738994,331526933
Nepal,United States of America,male,1527,4812,8178,14833,24002,51938,85735,NPL,USA,24559500,27161567,27610325,29348627,282162411,309327143,320738994,331526933
Nepal,Vietnam,female,56,149,354,589,883,1062,1119,NPL,VNM,24559500,27161567,27610325,29348627,79001142,87411012,92191398,96648685
Nepal,Vietnam,male,50,150,420,786,1061,1253,1321,NPL,VNM,24559500,27161567,27610325,29348627,79001142,87411012,92191398,96648685
Netherlands,Hong Kong,female,226,254,282,323,364,383,412,NLD,HKG,15925513,16615394,16939923,17441500,6665000,7024200,7291300,7481000
Netherlands,Hong Kong,male,457,509,560,596,635,637,651,NLD,HKG,15925513,16615394,16939923,17441500,6665000,7024200,7291300,7481000
Netherlands,Indonesia,female,343,221,99,1150,2400,2599,2736,NLD,IDN,15925513,16615394,16939923,17441500,214072421,244016173,259091970,271857970
Netherlands,Indonesia,male,585,393,201,2037,3879,4351,4570,NLD,IDN,15925513,16615394,16939923,17441500,214072421,244016173,259091970,271857970
Netherlands,Philippines,female,30,41,93,74,197,199,210,NLD,PHL,15925513,16615394,16939923,17441500,77958223,94636700,103031365,112190977
Netherlands,Philippines,male,52,69,136,111,279,284,303,NLD,PHL,15925513,16615394,16939923,17441500,77958223,94636700,103031365,112190977
Netherlands,Thailand,female,30,52,86,130,182,195,204,NLD,THA,15925513,16615394,16939923,17441500,63066603,68270489,70294397,71475664
Netherlands,Thailand,male,121,200,320,370,448,480,502,NLD,THA,15925513,16615394,16939923,17441500,63066603,68270489,70294397,71475664
New Caledonia,Vanuatu,female,97,76,72,98,121,128,130,NCL,VUT,213230,249750,269460,271080,192074,245453,276438,311685
New Caledonia,Vanuatu,male,66,85,74,99,121,129,132,NCL,VUT,213230,249750,269460,271080,192074,245453,276438,311685
New Zealand,Fiji,female,591,507,422,259,274,279,284,NZL,FJI,3857700,4350700,4609400,5090200,832509,905169,917200,920422
New Zealand,Fiji,male,620,538,448,289,314,327,335,NZL,FJI,3857700,4350700,4609400,5090200,832509,905169,917200,920422
New Zealand,Hong Kong,female,496,557,618,709,801,844,909,NZL,HKG,3857700,4350700,4609400,5090200,6665000,7024200,7291300,7481000
New Zealand,Hong Kong,male,1010,1124,1238,1317,1400,1405,1436,NZL,HKG,3857700,4350700,4609400,5090200,6665000,7024200,7291300,7481000
New Zealand,Malaysia,female,417,475,673,858,991,1185,1218,NZL,MYS,3857700,4350700,4609400,5090200,22945150,28717731,31068833,33199993
New Zealand,Malaysia,male,329,378,531,756,930,1158,1264,NZL,MYS,3857700,4350700,4609400,5090200,22945150,28717731,31068833,33199993
New Zealand,Papua New Guinea,female,1119,1106,777,714,535,535,532,NZL,PNG,3857700,4350700,4609400,5090200,5508297,7583269,8682174,9749640
New Zealand,Papua New Guinea,male,1421,1496,1171,1354,1219,1243,1251,NZL,PNG,3857700,4350700,4609400,5090200,5508297,7583269,8682174,9749640
New Zealand,Philippines,female,48,65,43,34,160,162,171,NZL,PHL,3857700,4350700,4609400,5090200,77958223,94636700,103031365,112190977
New Zealand,Philippines,male,69,92,62,50,218,221,236,NZL,PHL,3857700,4350700,4609400,5090200,77958223,94636700,103031365,112190977
New Zealand,South Korea,female,17,250,548,352,332,315,578,NZL,KOR,3857700,4350700,4609400,5090200,47008111,49554112,51014947,51836239
New Zealand,South Korea,male,22,308,708,916,1449,1410,2583,NZL,KOR,3857700,4350700,4609400,5090200,47008111,49554112,51014947,51836239
New Zealand,Thailand,female,1428,1220,1294,1067,895,963,1009,NZL,THA,3857700,4350700,4609400,5090200,63066603,68270489,70294397,71475664
New Zealand,Thailand,male,1011,974,1109,896,770,823,860,NZL,THA,3857700,4350700,4609400,5090200,63066603,68270489,70294397,71475664
New Zealand,Vanuatu,female,68,78,86,125,150,159,162,NZL,VUT,3857700,4350700,4609400,5090200,192074,245453,276438,311685
New Zealand,Vanuatu,male,86,87,87,126,149,159,163,NZL,VUT,3857700,4350700,4609400,5090200,192074,245453,276438,311685
Nigeria,India,female,552,468,383,398,418,396,376,NGA,IND,122851984,160952853,183995785,208327405,1059633675,1240613620,1322866505,1396387127
Nigeria,India,male,734,570,407,532,619,570,527,NGA,IND,122851984,160952853,183995785,208327405,1059633675,1240613620,1322866505,1396387127
Nigeria,Philippines,male,31,41,176,144,102,103,111,NGA,PHL,122851984,160952853,183995785,208327405,77958223,94636700,103031365,112190977
Nigeria,South Korea,female,0,34,78,144,278,250,431,NGA,KOR,122851984,160952853,183995785,208327405,47008111,49554112,51014947,51836239
Nigeria,South Korea,male,0,116,270,499,916,802,1385,NGA,KOR,122851984,160952853,183995785,208327405,47008111,49554112,51014947,51836239
North Korea,Australia,female,25,111,167,176,117,121,134,PRK,AUS,23367059,24686435,25258015,25867467,19028802,22031750,23815995,25649248
North Korea,Australia,male,25,126,213,254,113,99,134,PRK,AUS,23367059,24686435,25258015,25867467,19028802,22031750,23815995,25649248
North Korea,Brazil,male,0,0,0,43,87,102,113,PRK,BRA,23367059,24686435,25258015,25867467,175873720,196353492,205188205,213196304
North Korea,Canada,female,54,55,57,191,183,362,390,PRK,CAN,23367059,24686435,25258015,25867467,30685730,34005902,35704498,38028638
North Korea,Canada,male,52,51,52,164,157,413,448,PRK,CAN,23367059,24686435,25258015,25867467,30685730,34005902,35704498,38028638
North Korea,Denmark,female,100,124,148,171,184,202,223,PRK,DNK,23367059,24686435,25258015,25867467,5339616,5547683,5683483,5831404
North Korea,Denmark,male,63,87,110,134,152,173,183,PRK,DNK,23367059,24686435,25258015,25867467,5339616,5547683,5683483,5831404
North Korea,Ecuador,female,73,82,91,107,174,221,204,PRK,ECU,23367059,24686435,25258015,25867467,12626507,14989585,16195902,17588595
North Korea,Ecuador,male,89,100,111,135,210,264,303,PRK,ECU,23367059,24686435,25258015,25867467,12626507,14989585,16195902,17588595
North Korea,Gabon,male,30,41,50,54,64,96,106,PRK,GAB,23367059,24686435,25258015,25867467,1272935,1711105,2028517,2292573
North Korea,Germany,female,557,698,838,1243,1564,1615,2049,PRK,DEU,23367059,24686435,25258015,25867467,82211508,81776930,81686611,83160871
North Korea,Germany,male,720,755,790,820,845,858,1267,PRK,DEU,23367059,24686435,25258015,25867467,82211508,81776930,81686611,83160871
North Korea,Guinea,female,0,0,0,0,0,514,490,PRK,GIN,23367059,24686435,25258015,25867467,8336967,10270728,11625998,13205153
North Korea,Guinea,male,0,0,0,0,0,718,693,PRK,GIN,23367059,24686435,25258015,25867467,8336967,10270728,11625998,13205153
North Korea,Kazakhstan,female,10474,16944,23414,25985,28556,29876,31440,PRK,KAZ,23367059,24686435,25258015,25867467,14883626,16321872,17542806,18755666
North Korea,Kazakhstan,male,9331,15581,21830,25595,29359,31724,33389,PRK,KAZ,23367059,24686435,25258015,25867467,14883626,16321872,17542806,18755666
North Korea,Kyrgyzstan,female,456,592,710,918,1122,994,966,PRK,KGZ,23367059,24686435,25258015,25867467,4898400,5447900,5956900,6579900
