area_of_origin,area_of_destination,year,sex,migrants,origin_iso,destination_iso,origin_population,destination_population
Myanmar,Cyprus,2005,male,8,MMR,CYP,47724471,1037062
Myanmar,Cyprus,2010,female,36,MMR,CYP,49390988,1129686
Myanmar,Cyprus,2010,male,12,MMR,CYP,49390988,1129686
Myanmar,Cyprus,2015,female,32,MMR,CYP,51483949,1187280
Myanmar,Cyprus,2015,male,11,MMR,CYP,51483949,1187280
Myanmar,Cyprus,2020,female,32,MMR,CYP,53423198,1237537
Myanmar,Cyprus,2020,male,12,MMR,CYP,53423198,1237537
Myanmar,Czechia,2000,male,1,MMR,CZE,45538332,10255063
Myanmar,Czechia,2005,female,12,MMR,CZE,47724471,10211216
Myanmar,Czechia,2005,male,18,MMR,CZE,47724471,10211216
Myanmar,Czechia,2010,female,23,MMR,CZE,49390988,10474410
Myanmar,Czechia,2010,male,33,MMR,CZE,49390988,10474410
Myanmar,Czechia,2015,female,55,MMR,CZE,51483949,10546059
Myanmar,Czechia,2015,male,75,MMR,CZE,51483949,10546059
Myanmar,Czechia,2020,female,64,MMR,CZE,53423198,10697858
Myanmar,Czechia,2020,male,82,MMR,CZE,53423198,10697858
Myanmar,Denmark,2000,female,34,MMR,DNK,45538332,5339616
Myanmar,Denmark,2000,male,30,MMR,DNK,45538332,5339616
Myanmar,Denmark,2005,female,270,MMR,DNK,47724471,5419432
Myanmar,Denmark,2005,male,387,MMR,DNK,47724471,5419432
Myanmar,Denmark,2010,female,483,MMR,DNK,49390988,5547683
Myanmar,Denmark,2010,male,710,MMR,DNK,49390988,5547683
Myanmar,Denmark,2015,female,775,MMR,DNK,51483949,5683483
Myanmar,Denmark,2015,male,947,MMR,DNK,51483949,5683483
Myanmar,Denmark,2020,female,819,MMR,DNK,53423198,5831404
Myanmar,Denmark,2020,male,945,MMR,DNK,53423198,5831404
Myanmar,Egypt,2000,female,1,MMR,EGY,45538332,71371371
Myanmar,Egypt,2000,male,8,MMR,EGY,45538332,71371371
Myanmar,Egypt,2005,female,1,MMR,EGY,47724471,79075310
Myanmar,Egypt,2005,male,10,MMR,EGY,47724471,79075310
Myanmar,Egypt,2010,female,1,MMR,EGY,49390988,87252413
Myanmar,Egypt,2010,male,11,MMR,EGY,49390988,87252413
Myanmar,Egypt,2015,male,8,MMR,EGY,51483949,97723799
Myanmar,Egypt,2020,male,11,MMR,EGY,53423198,107465134
Myanmar,Estonia,2015,male,2,MMR,EST,51483949,1315407
Myanmar,Estonia,2020,male,1,MMR,EST,53423198,1329522
Myanmar,Finland,2000,female,21,MMR,FIN,45538332,5176209
Myanmar,Finland,2000,male,29,MMR,FIN,45538332,5176209
Myanmar,Finland,2005,female,234,MMR,FIN,47724471,5246096
Myanmar,Finland,2005,male,270,MMR,FIN,47724471,5246096
Myanmar,Finland,2010,female,388,MMR,FIN,49390988,5363352
Myanmar,Finland,2010,male,446,MMR,FIN,49390988,5363352
Myanmar,Finland,2015,female,541,MMR,FIN,51483949,5479531
Myanmar,Finland,2015,male,577,MMR,FIN,51483949,5479531
Myanmar,Finland,2020,female,589,MMR,FIN,53423198,5529543
Myanmar,Finland,2020,male,627,MMR,FIN,53423198,5529543
Myanmar,France,2000,female,350,MMR,FRA,45538332,60921384
Myanmar,France,2000,male,366,MMR,FRA,45538332,60921384
Myanmar,France,2005,female,216,MMR,FRA,47724471,63188395
Myanmar,France,2005,male,153,MMR,FRA,47724471,63188395
Myanmar,France,2010,female,220,MMR,FRA,49390988,65030575
Myanmar,France,2010,male,222,MMR,FRA,49390988,65030575
Myanmar,France,2015,female,250,MMR,FRA,51483949,66548272
Myanmar,France,2015,male,240,MMR,FRA,51483949,66548272
Myanmar,France,2020,female,273,MMR,FRA,53423198,67571107
Myanmar,France,2020,male,264,MMR,FRA,53423198,67571107
Myanmar,Germany,2000,female,195,MMR,DEU,45538332,82211508
Myanmar,Germany,2000,male,390,MMR,DEU,45538332,82211508
Myanmar,Germany,2005,female,447,MMR,DEU,47724471,82469422
Myanmar,Germany,2005,male,824,MMR,DEU,47724471,82469422
Myanmar,Germany,2010,female,650,MMR,DEU,49390988,81776930
Myanmar,Germany,2010,male,1183,MMR,DEU,49390988,81776930
Myanmar,Germany,2015,female,671,MMR,DEU,51483949,81686611
Myanmar,Germany,2015,male,1210,MMR,DEU,51483949,81686611
Myanmar,Germany,2020,female,889,MMR,DEU,53423198,83160871
Myanmar,Germany,2020,male,1633,MMR,DEU,53423198,83160871
Myanmar,Greece,2000,female,8,MMR,GRC,45538332,10805808
Myanmar,Greece,2000,male,13,MMR,GRC,45538332,10805808
Myanmar,Greece,2005,female,7,MMR,GRC,47724471,10987314
Myanmar,Greece,2005,male,14,MMR,GRC,47724471,10987314
Myanmar,Greece,2010,female,6,MMR,GRC,49390988,11121341
Myanmar,Greece,2010,male,14,MMR,GRC,49390988,11121341
Myanmar,Greece,2015,female,12,MMR,GRC,51483949,10820883
Myanmar,Greece,2015,male,12,MMR,GRC,51483949,10820883
Myanmar,Greece,2020,female,46,MMR,GRC,53423198,10698599
Myanmar,Greece,2020,male,49,MMR,GRC,53423198,10698599
Myanmar,Guinea,2015,male,2,MMR,GIN,51483949,11625998
Myanmar,Hungary,2000,female,3,MMR,HUN,45538332,10210971
Myanmar,Hungary,2000,male,3,MMR,HUN,45538332,10210971
Myanmar,Hungary,2005,female,4,MMR,HUN,47724471,10087065
Myanmar,Hungary,2005,male,3,MMR,HUN,47724471,10087065
Myanmar,Hungary,2010,female,5,MMR,HUN,49390988,10000023
Myanmar,Hungary,2010,male,3,MMR,HUN,49390988,10000023
Myanmar,Hungary,2015,female,5,MMR,HUN,51483949,9843028
Myanmar,Hungary,2015,male,8,MMR,HUN,51483949,9843028
Myanmar,Hungary,2020,female,25,MMR,HUN,53423198,9750149
Myanmar,Hungary,2020,male,6,MMR,HUN,53423198,9750149
Myanmar,Iceland,2010,male,1,MMR,ISL,49390988,318041
Myanmar,Iceland,2015,male,1,MMR,ISL,51483949,330815
Myanmar,Iceland,2020,female,3,MMR,ISL,53423198,366463
Myanmar,Iceland,2020,male,1,MMR,ISL,53423198,366463
Myanmar,India,2000,female,29922,MMR,IND,45538332,1059633675
Myanmar,India,2000,male,31962,MMR,IND,45538332,1059633675
Myanmar,India,2005,female,31513,MMR,IND,47724471,1154638713
Myanmar,India,2005,male,32463,MMR,IND,47724471,1154638713
Myanmar,India,2010,female,33544,MMR,IND,49390988,1240613620
Myanmar,India,2010,male,32031,MMR,IND,49390988,1240613620
Myanmar,India,2015,female,31845,MMR,IND,51483949,1322866505
Myanmar,India,2015,male,29258,MMR,IND,51483949,1322866505
Myanmar,India,2020,female,30295,MMR,IND,53423198,1396387127
Myanmar,India,2020,male,26854,MMR,IND,53423198,1396387127
Myanmar,Ireland,2000,female,36,MMR,IRL,45538332,3805174
Myanmar,Ireland,2000,male,40,MMR,IRL,45538332,3805174
Myanmar,Ireland,2005,female,34,MMR,IRL,47724471,4159914
Myanmar,Ireland,2005,male,42,MMR,IRL,47724471,4159914
Myanmar,Ireland,2010,female,31,MMR,IRL,49390988,4560155
Myanmar,Ireland,2010,male,32,MMR,IRL,49390988,4560155
Myanmar,Ireland,2015,female,32,MMR,IRL,51483949,4701957
Myanmar,Ireland,2015,male,32,MMR,IRL,51483949,4701957
Myanmar,Ireland,2020,female,35,MMR,IRL,53423198,4985382
Myanmar,Ireland,2020,male,37,MMR,IRL,53423198,4985382
Myanmar,Italy,2000,female,90,MMR,ITA,45538332,56942108
Myanmar,Italy,2000,male,75,MMR,ITA,45538332,56942108
Myanmar,Italy,2005,female,180,MMR,ITA,47724471,57969484
Myanmar,Italy,2005,male,123,MMR,ITA,47724471,57969484
Myanmar,Italy,2010,female,242,MMR,ITA,49390988,59277417
Myanmar,Italy,2010,male,143,MMR,ITA,49390988,59277417
Myanmar,Italy,2015,female,288,MMR,ITA,51483949,60730582
Myanmar,Italy,2015,male,163,MMR,ITA,51483949,60730582
Myanmar,Italy,2020,female,294,MMR,ITA,53423198,59438851
Myanmar,Italy,2020,male,143,MMR,ITA,53423198,59438851
Myanmar,Jordan,2000,male,29,MMR,JOR,45538332,5056174
Myanmar,Jordan,2005,male,22,MMR,JOR,47724471,5678534
Myanmar,Jordan,2010,male,46,MMR,JOR,49390988,6931258
Myanmar,Jordan,2015,male,19,MMR,JOR,51483949,9494246
Myanmar,Jordan,2020,male,23,MMR,JOR,53423198,10928721
Myanmar,Laos,2000,female,136,MMR,LAO,45538332,5430853
Myanmar,Laos,2000,male,146,MMR,LAO,45538332,5430853
Myanmar,Laos,2005,female,123,MMR,LAO,47724471,5852970
Myanmar,Laos,2005,male,122,MMR,LAO,47724471,5852970
Myanmar,Laos,2010,female,714,MMR,LAO,49390988,6323418
Myanmar,Laos,2010,male,826,MMR,LAO,49390988,6323418
Myanmar,Laos,2015,female,1305,MMR,LAO,51483949,6787419
Myanmar,Laos,2015,male,1530,MMR,LAO,51483949,6787419
Myanmar,Laos,2020,female,1395,MMR,LAO,53423198,7319399
Myanmar,Laos,2020,male,1637,MMR,LAO,53423198,7319399
Myanmar,Luxembourg,2020,female,3,MMR,LUX,53423198,630419
Myanmar,Luxembourg,2020,male,6,MMR,LUX,53423198,630419
Myanmar,Malaysia,2000,female,5871,MMR,MYS,45538332,22945150
Myanmar,Malaysia,2000,male,13427,MMR,MYS,45538332,22945150
Myanmar,Malaysia,2005,female,38312,MMR,MYS,47724471,25923536
Myanmar,Malaysia,2005,male,96213,MMR,MYS,47724471,25923536
Myanmar,Malaysia,2010,female,62162,MMR,MYS,49390988,28717731
Myanmar,Malaysia,2010,male,164270,MMR,MYS,49390988,28717731
Myanmar,Malaysia,2015,female,96539,MMR,MYS,51483949,31068833
Myanmar,Malaysia,2015,male,234312,MMR,MYS,51483949,31068833
Myanmar,Malaysia,2020,female,99232,MMR,MYS,53423198,33199993
Myanmar,Malaysia,2020,male,251373,MMR,MYS,53423198,33199993
Myanmar,Netherlands,2000,female,53,MMR,NLD,45538332,15925513
Myanmar,Netherlands,2000,male,118,MMR,NLD,45538332,15925513
Myanmar,Netherlands,2005,female,106,MMR,NLD,47724471,16319868
Myanmar,Netherlands,2005,male,253,MMR,NLD,47724471,16319868
Myanmar,Netherlands,2010,female,249,MMR,NLD,49390988,16615394
Myanmar,Netherlands,2010,male,447,MMR,NLD,49390988,16615394
Myanmar,Netherlands,2015,female,464,MMR,NLD,51483949,16939923
Myanmar,Netherlands,2015,male,646,MMR,NLD,51483949,16939923
Myanmar,Netherlands,2020,female,557,MMR,NLD,53423198,17441500
Myanmar,Netherlands,2020,male,705,MMR,NLD,53423198,17441500
Myanmar,New Zealand,2000,female,350,MMR,NZL,45538332,3857700
Myanmar,New Zealand,2000,male,332,MMR,NZL,45538332,3857700
Myanmar,New Zealand,2005,female,414,MMR,NZL,47724471,4133900
Myanmar,New Zealand,2005,male,392,MMR,NZL,47724471,4133900
Myanmar,New Zealand,2010,female,781,MMR,NZL,49390988,4350700
Myanmar,New Zealand,2010,male,734,MMR,NZL,49390988,4350700
Myanmar,New Zealand,2015,female,1136,MMR,NZL,51483949,4609400
Myanmar,New Zealand,2015,male,1064,MMR,NZL,51483949,4609400
Myanmar,New Zealand,2020,female,1573,MMR,NZL,53423198,5090200
Myanmar,New Zealand,2020,male,1474,MMR,NZL,53423198,5090200
Myanmar,Norway,2000,female,18,MMR,NOR,45538332,4490967
Myanmar,Norway,2000,male,38,MMR,NOR,45538332,4490967
Myanmar,Norway,2005,female,216,MMR,NOR,47724471,4623291
Myanmar,Norway,2005,male,294,MMR,NOR,47724471,4623291
Myanmar,Norway,2010,female,1144,MMR,NOR,49390988,4889252
Myanmar,Norway,2010,male,1284,MMR,NOR,49390988,4889252
Myanmar,Norway,2015,female,1534,MMR,NOR,51483949,5188607
Myanmar,Norway,2015,male,1575,MMR,NOR,51483949,5188607
Myanmar,Norway,2020,female,1624,MMR,NOR,53423198,5379475
Myanmar,Norway,2020,male,1634,MMR,NOR,53423198,5379475
Myanmar,Pakistan,2000,female,1280,MMR,PAK,45538332,154369924
Myanmar,Pakistan,2000,male,1382,MMR,PAK,45538332,154369924
Myanmar,Pakistan,2005,female,1226,MMR,PAK,47724471,174372098
Myanmar,Pakistan,2005,male,1325,MMR,PAK,47724471,174372098
Myanmar,Pakistan,2010,female,1192,MMR,PAK,49390988,194454498
Myanmar,Pakistan,2010,male,1287,MMR,PAK,49390988,194454498
Myanmar,Pakistan,2015,female,1181,MMR,PAK,51483949,210969298
Myanmar,Pakistan,2015,male,1279,MMR,PAK,51483949,210969298
Myanmar,Pakistan,2020,female,1040,MMR,PAK,53423198,227196741
Myanmar,Pakistan,2020,male,1257,MMR,PAK,53423198,227196741
Myanmar,Panama,2000,male,44,MMR,PAN,45538332,3001731
Myanmar,Panama,2005,male,58,MMR,PAN,47724471,3305868
Myanmar,Panama,2010,female,2,MMR,PAN,49390988,3623617
Myanmar,Panama,2010,male,83,MMR,PAN,49390988,3623617
Myanmar,Panama,2015,female,1,MMR,PAN,51483949,3957099
Myanmar,Panama,2015,male,97,MMR,PAN,51483949,3957099
Myanmar,Panama,2020,male,117,MMR,PAN,53423198,4294396
Myanmar,Philippines,2000,female,174,MMR,PHL,45538332,77958223
Myanmar,Philippines,2000,male,159,MMR,PHL,45538332,77958223
Myanmar,Philippines,2005,female,138,MMR,PHL,47724471,86261250
Myanmar,Philippines,2005,male,131,MMR,PHL,47724471,86261250
Myanmar,Philippines,2010,female,223,MMR,PHL,49390988,94636700
Myanmar,Philippines,2010,male,192,MMR,PHL,49390988,94636700
Myanmar,Philippines,2015,female,226,MMR,PHL,51483949,103031365
Myanmar,Philippines,2015,male,195,MMR,PHL,51483949,103031365
Myanmar,Philippines,2020,female,239,MMR,PHL,53423198,112190977
Myanmar,Philippines,2020,male,208,MMR,PHL,53423198,112190977
Myanmar,Romania,2020,female,9,MMR,ROU,53423198,19265250
Myanmar,Romania,2020,male,2,MMR,ROU,53423198,19265250
Myanmar,Russian Federation,2000,female,43,MMR,RUS,45538332,146596869
Myanmar,Russian Federation,2000,male,213,MMR,RUS,45538332,146596869
Myanmar,Russian Federation,2005,female,29,MMR,RUS,47724471,143518814
Myanmar,Russian Federation,2005,male,411,MMR,RUS,47724471,143518814
Myanmar,Russian Federation,2010,female,16,MMR,RUS,49390988,142849468
Myanmar,Russian Federation,2010,male,599,MMR,RUS,49390988,142849468
Myanmar,Russian Federation,2015,female,16,MMR,RUS,51483949,144640716
Myanmar,Russian Federation,2015,male,610,MMR,RUS,51483949,144640716
Myanmar,Russian Federation,2020,female,14,MMR,RUS,53423198,145245148
Myanmar,Russian Federation,2020,male,610,MMR,RUS,53423198,145245148
Myanmar,Saudi Arabia,2000,female,34740,MMR,SAU,45538332,21547390
Myanmar,Saudi Arabia,2000,male,70010,MMR,SAU,45538332,21547390
Myanmar,Saudi Arabia,2005,female,40440,MMR,SAU,47724471,24397644
Myanmar,Saudi Arabia,2005,male,88958,MMR,SAU,47724471,24397644
Myanmar,Saudi Arabia,2010,female,49688,MMR,SAU,49390988,29411929
Myanmar,Saudi Arabia,2010,male,118084,MMR,SAU,49390988,29411929
Myanmar,Saudi Arabia,2015,female,65872,MMR,SAU,51483949,32749848
Myanmar,Saudi Arabia,2015,male,148499,MMR,SAU,51483949,32749848
Myanmar,Saudi Arabia,2020,female,83979,MMR,SAU,53423198,35997107
Myanmar,Saudi Arabia,2020,male,183797,MMR,SAU,53423198,35997107
Myanmar,Slovakia,2015,female,1,MMR,SVK,51483949,5423801
Myanmar,Slovakia,2015,male,3,MMR,SVK,51483949,5423801
Myanmar,Slovakia,2020,female,1,MMR,SVK,53423198,5458827
Myanmar,Slovakia,2020,male,2,MMR,SVK,53423198,5458827
Myanmar,Slovenia,2010,female,2,MMR,SVN,49390988,2048583
Myanmar,Slovenia,2010,male,2,MMR,SVN,49390988,2048583
Myanmar,Slovenia,2015,female,2,MMR,SVN,51483949,2063531
Myanmar,Slovenia,2020,female,1,MMR,SVN,53423198,2102419
Myanmar,South Africa,2000,female,56,MMR,ZAF,45538332,46813266
Myanmar,South Africa,2000,male,35,MMR,ZAF,45538332,46813266
Myanmar,South Africa,2005,female,77,MMR,ZAF,47724471,49017147
Myanmar,South Africa,2005,male,42,MMR,ZAF,47724471,49017147
Myanmar,South Africa,2010,female,116,MMR,ZAF,49390988,51784921
Myanmar,South Africa,2010,male,57,MMR,ZAF,49390988,51784921
Myanmar,South Africa,2015,female,150,MMR,ZAF,51483949,55876504
Myanmar,South Africa,2015,male,73,MMR,ZAF,51483949,55876504
Myanmar,South Africa,2020,female,153,MMR,ZAF,53423198,58801927
Myanmar,South Africa,2020,male,105,MMR,ZAF,53423198,58801927
Myanmar,South Korea,2000,female,86,MMR,KOR,45538332,47008111
Myanmar,South Korea,2000,male,1107,MMR,KOR,45538332,47008111
Myanmar,South Korea,2005,female,137,MMR,KOR,47724471,48184561
Myanmar,South Korea,2005,male,1841,MMR,KOR,47724471,48184561
Myanmar,South Korea,2010,female,252,MMR,KOR,49390988,49554112
Myanmar,South Korea,2010,male,3292,MMR,KOR,49390988,49554112
Myanmar,South Korea,2015,female,7700,MMR,KOR,51483949,51014947
Myanmar,South Korea,2015,male,10428,MMR,KOR,51483949,51014947
Myanmar,South Korea,2020,female,11251,MMR,KOR,53423198,51836239
Myanmar,South Korea,2020,male,15671,MMR,KOR,53423198,51836239
Myanmar,Spain,2000,female,53,MMR,ESP,45538332,40567864
Myanmar,Spain,2000,male,92,MMR,ESP,45538332,40567864
Myanmar,Spain,2005,female,26,MMR,ESP,47724471,43653155
Myanmar,Spain,2005,male,44,MMR,ESP,47724471,43653155
Myanmar,Spain,2010,female,30,MMR,ESP,49390988,46576897
Myanmar,Spain,2010,male,46,MMR,ESP,49390988,46576897
Myanmar,Spain,2015,female,38,MMR,ESP,51483949,46444832
Myanmar,Spain,2015,male,49,MMR,ESP,51483949,46444832
Myanmar,Spain,2020,female,51,MMR,ESP,53423198,47365655
Myanmar,Spain,2020,male,65,MMR,ESP,53423198,47365655
Myanmar,Sweden,2000,female,45,MMR,SWE,45538332,8872109
Myanmar,Sweden,2000,male,80,MMR,SWE,45538332,8872109
Myanmar,Sweden,2005,female,201,MMR,SWE,47724471,9029572
Myanmar,Sweden,2005,male,237,MMR,SWE,47724471,9029572
Myanmar,Sweden,2010,female,637,MMR,SWE,49390988,9378126
Myanmar,Sweden,2010,male,705,MMR,SWE,49390988,9378126
Myanmar,Sweden,2015,female,698,MMR,SWE,51483949,9799186
Myanmar,Sweden,2015,male,744,MMR,SWE,51483949,9799186
Myanmar,Sweden,2020,female,753,MMR,SWE,53423198,10353442
Myanmar,Sweden,2020,male,803,MMR,SWE,53423198,10353442
Myanmar,Switzerland,2000,female,74,MMR,CHE,45538332,7184250
Myanmar,Switzerland,2000,male,83,MMR,CHE,45538332,7184250
Myanmar,Switzerland,2005,female,93,MMR,CHE,47724471,7437115
Myanmar,Switzerland,2005,male,91,MMR,CHE,47724471,7437115
Myanmar,Switzerland,2010,female,110,MMR,CHE,49390988,7824909
Myanmar,Switzerland,2010,male,98,MMR,CHE,49390988,7824909
Myanmar,Switzerland,2015,female,156,MMR,CHE,51483949,8282396
Myanmar,Switzerland,2015,male,125,MMR,CHE,51483949,8282396
Myanmar,Switzerland,2020,female,230,MMR,CHE,53423198,8638167
Myanmar,Switzerland,2020,male,157,MMR,CHE,53423198,8638167
Myanmar,Thailand,2000,female,339199,MMR,THA,45538332,63066603
Myanmar,Thailand,2000,male,394930,MMR,THA,45538332,63066603
Myanmar,Thailand,2005,female,550863,MMR,THA,47724471,65821360
Myanmar,Thailand,2005,male,631207,MMR,THA,47724471,65821360
Myanmar,Thailand,2010,female,762870,MMR,THA,49390988,68270489
Myanmar,Thailand,2010,male,895752,MMR,THA,49390988,68270489
Myanmar,Thailand,2015,female,811837,MMR,THA,51483949,70294397
Myanmar,Thailand,2015,male,948706,MMR,THA,51483949,70294397
Myanmar,Thailand,2020,female,853586,MMR,THA,53423198,71475664
Myanmar,Thailand,2020,male,994684,MMR,THA,53423198,71475664
Myanmar,Turkey,2000,female,9,MMR,TUR,45538332,64113547
Myanmar,Turkey,2000,male,27,MMR,TUR,45538332,64113547
Myanmar,Turkey,2005,female,10,MMR,TUR,47724471,68704715
Myanmar,Turkey,2005,male,27,MMR,TUR,47724471,68704715
Myanmar,Turkey,2010,female,10,MMR,TUR,49390988,73142150
Myanmar,Turkey,2010,male,28,MMR,TUR,49390988,73142150
Myanmar,Turkey,2015,female,9,MMR,TUR,51483949,78218479
Myanmar,Turkey,2015,male,28,MMR,TUR,51483949,78218479
Myanmar,Turkey,2020,female,13,MMR,TUR,53423198,83384680
Myanmar,Turkey,2020,male,37,MMR,TUR,53423198,83384680
Myanmar,United Kingdom,2000,female,5107,MMR,GBR,45538332,58892514
Myanmar,United Kingdom,2000,male,4483,MMR,GBR,45538332,58892514
Myanmar,United Kingdom,2005,female,5424,MMR,GBR,47724471,60401206
Myanmar,United Kingdom,2005,male,4748,MMR,GBR,47724471,60401206
Myanmar,United Kingdom,2010,female,5609,MMR,GBR,49390988,62766365
Myanmar,United Kingdom,2010,male,5129,MMR,GBR,49390988,62766365
Myanmar,United Kingdom,2015,female,6912,MMR,GBR,51483949,65116219
Myanmar,United Kingdom,2015,male,5939,MMR,GBR,51483949,65116219
Myanmar,United Kingdom,2020,female,7874,MMR,GBR,53423198,67081234
Myanmar,United Kingdom,2020,male,6631,MMR,GBR,53423198,67081234
Myanmar,United States of America,2000,female,16706,MMR,USA,45538332,282162411
Myanmar,United States of America,2000,male,16709,MMR,USA,45538332,282162411
Myanmar,United States of America,2005,female,24481,MMR,USA,47724471,295516599
Myanmar,United States of America,2005,male,24758,MMR,USA,47724471,295516599
Myanmar,United States of America,2010,female,33762,MMR,USA,49390988,309327143
Myanmar,United States of America,2010,male,33226,MMR,USA,49390988,309327143
Myanmar,United States of America,2015,female,68098,MMR,USA,51483949,320738994
Myanmar,United States of America,2015,male,66326,MMR,USA,51483949,320738994
Myanmar,United States of America,2020,female,80111,MMR,USA,53423198,331526933
Myanmar,United States of America,2020,male,76299,MMR,USA,53423198,331526933
Myanmar,Vietnam,2000,female,2720,MMR,VNM,45538332,79001142
Myanmar,Vietnam,2000,male,4087,MMR,VNM,45538332,79001142
Myanmar,Vietnam,2005,female,2822,MMR,VNM,47724471,83142095
Myanmar,Vietnam,2005,male,5012,MMR,VNM,47724471,83142095
Myanmar,Vietnam,2010,female,3452,MMR,VNM,49390988,87411012
Myanmar,Vietnam,2010,male,5904,MMR,VNM,49390988,87411012
Myanmar,Vietnam,2015,female,4386,MMR,VNM,51483949,92191398
Myanmar,Vietnam,2015,male,6801,MMR,VNM,51483949,92191398
Myanmar,Vietnam,2020,female,4624,MMR,VNM,53423198,96648685
Myanmar,Vietnam,2020,male,7172,MMR,VNM,53423198,96648685
Nepal,Australia,2000,female,624,NPL,AUS,24559500,19028802
Nepal,Australia,2000,male,1376,NPL,AUS,24559500,19028802
Nepal,Australia,2005,female,1410,NPL,AUS,26285110,20176844
Nepal,Australia,2005,male,2420,NPL,AUS,26285110,20176844
Nepal,Australia,2010,female,10111,NPL,AUS,27161567,22031750
Nepal,Australia,2010,male,17089,NPL,AUS,27161567,22031750
Nepal,Australia,2015,female,22016,NPL,AUS,27610325,23815995
Nepal,Australia,2015,male,28134,NPL,AUS,27610325,23815995
Nepal,Australia,2020,female,35481,NPL,AUS,29348627,25649248
Nepal,Australia,2020,male,43946,NPL,AUS,29348627,25649248
Nepal,Austria,2000,female,142,NPL,AUT,24559500,8011566
Nepal,Austria,2000,male,264,NPL,AUT,24559500,8011566
Nepal,Austria,2005,female,161,NPL,AUT,26285110,8227829
Nepal,Austria,2005,male,289,NPL,AUT,26285110,8227829
Nepal,Austria,2010,female,183,NPL,AUT,27161567,8363404
Nepal,Austria,2010,male,317,NPL,AUT,27161567,8363404
Nepal,Austria,2015,female,255,NPL,AUT,27610325,8642699
Nepal,Austria,2015,male,355,NPL,AUT,27610325,8642699
Nepal,Austria,2020,female,365,NPL,AUT,29348627,8916864
Nepal,Austria,2020,male,434,NPL,AUT,29348627,8916864
Nepal,Bahrain,2000,female,85,NPL,BHR,24559500,711442
Nepal,Bahrain,2000,male,189,NPL,BHR,24559500,711442
Nepal,Bahrain,2005,female,344,NPL,BHR,26285110,901921
Nepal,Bahrain,2005,male,722,NPL,BHR,26285110,901921
Nepal,Bahrain,2010,female,680,NPL,BHR,27161567,1213645
Nepal,Bahrain,2010,male,1415,NPL,BHR,27161567,1213645
Nepal,Bahrain,2015,female,708,NPL,BHR,27610325,1362142
Nepal,Bahrain,2015,male,1563,NPL,BHR,27610325,1362142
Nepal,Bahrain,2020,female,887,NPL,BHR,29348627,1477469
Nepal,Bahrain,2020,male,2055,NPL,BHR,29348627,1477469
Nepal,Bangladesh,2000,female,6003,NPL,BGD,24559500,129193327
Nepal,Bangladesh,2000,male,7048,NPL,BGD,24559500,129193327
Nepal,Bangladesh,2005,female,11497,NPL,BGD,26285110,140912590
Nepal,Bangladesh,2005,male,13498,NPL,BGD,26285110,140912590
Nepal,Bangladesh,2010,female,15321,NPL,BGD,27161567,148391139
Nepal,Bangladesh,2010,male,17987,NPL,BGD,27161567,148391139
Nepal,Bangladesh,2015,female,17967,NPL,BGD,27610325,157830000
Nepal,Bangladesh,2015,male,21092,NPL,BGD,27610325,157830000
Nepal,Bangladesh,2020,female,26470,NPL,BGD,29348627,167420951
Nepal,Bangladesh,2020,male,11831,NPL,BGD,29348627,167420951
Nepal,Belgium,2000,female,18,NPL,BEL,24559500,10251250
Nepal,Belgium,2000,male,20,NPL,BEL,24559500,10251250
Nepal,Belgium,2005,female,303,NPL,BEL,26285110,10478617
Nepal,Belgium,2005,male,457,NPL,BEL,26285110,10478617
Nepal,Belgium,2010,female,789,NPL,BEL,27161567,10895586
Nepal,Belgium,2010,male,1075,NPL,BEL,27161567,10895586
Nepal,Belgium,2015,female,1646,NPL,BEL,27610325,11274196
Nepal,Belgium,2015,male,1883,NPL,BEL,27610325,11274196
Nepal,Belgium,2020,female,1960,NPL,BEL,29348627,11538604
Nepal,Belgium,2020,male,2061,NPL,BEL,29348627,11538604
Nepal,Bhutan,2000,female,154,NPL,BTN,24559500,587207
Nepal,Bhutan,2000,male,297,NPL,BTN,24559500,587207
Nepal,Bhutan,2005,female,196,NPL,BTN,26285110,663323
Nepal,Bhutan,2005,male,369,NPL,BTN,26285110,663323
Nepal,Bhutan,2010,female,238,NPL,BTN,27161567,705516
Nepal,Bhutan,2010,male,441,NPL,BTN,27161567,705516
Nepal,Bhutan,2015,female,291,NPL,BTN,27610325,743274
Nepal,Bhutan,2015,male,426,NPL,BTN,27610325,743274
Nepal,Bhutan,2020,female,304,NPL,BTN,29348627,772506
Nepal,Bhutan,2020,male,447,NPL,BTN,29348627,772506
Nepal,Bolivia (Plurinational State of),2000,female,1,NPL,BOL,24559500,8592656
Nepal,Bolivia (Plurinational State of),2005,female,2,NPL,BOL,26285110,9377388
Nepal,Bolivia (Plurinational State of),2005,male,1,NPL,BOL,26285110,9377388
Nepal,Bolivia (Plurinational State of),2010,female,3,NPL,BOL,27161567,10223270
Nepal,Bolivia (Plurinational State of),2010,male,2,NPL,BOL,27161567,10223270
Nepal,Bolivia (Plurinational State of),2015,female,4,NPL,BOL,27610325,11090085
Nepal,Bolivia (Plurinational State of),2015,male,3,NPL,BOL,27610325,11090085
Nepal,Bolivia (Plurinational State of),2020,female,3,NPL,BOL,29348627,11936162
Nepal,Bolivia (Plurinational State of),2020,male,3,NPL,BOL,29348627,11936162
Nepal,Brazil,2010,male,51,NPL,BRA,27161567,196353492
Nepal,Brazil,2015,male,59,NPL,BRA,27610325,205188205
