area_of_origin,area_of_destination,year,sex,migrants,origin_iso,destination_iso,origin_population,destination_population
Philippines,Mongolia,2005,male,63,PHL,MNG,86261250,2559255
Philippines,Mongolia,2010,female,28,PHL,MNG,94636700,2702520
Philippines,Mongolia,2010,male,110,PHL,MNG,94636700,2702520
Philippines,Mongolia,2015,female,44,PHL,MNG,103031365,2964749
Philippines,Mongolia,2015,male,126,PHL,MNG,103031365,2964749
Philippines,Mongolia,2020,female,45,PHL,MNG,112190977,3294335
Philippines,Mongolia,2020,male,136,PHL,MNG,112190977,3294335
Philippines,Namibia,2000,female,204,PHL,NAM,77958223,1819141
Philippines,Namibia,2000,male,121,PHL,NAM,77958223,1819141
Philippines,Namibia,2005,female,162,PHL,NAM,86261250,1962865
Philippines,Namibia,2005,male,94,PHL,NAM,86261250,1962865
Philippines,Namibia,2010,female,155,PHL,NAM,94636700,2099271
Philippines,Namibia,2010,male,91,PHL,NAM,94636700,2099271
Philippines,Namibia,2015,female,151,PHL,NAM,103031365,2282704
Philippines,Namibia,2015,male,89,PHL,NAM,103031365,2282704
Philippines,Namibia,2020,female,159,PHL,NAM,112190977,2489098
Philippines,Namibia,2020,male,97,PHL,NAM,112190977,2489098
Philippines,Nauru,2000,female,28,PHL,NRU,77958223,10377
Philippines,Nauru,2000,male,57,PHL,NRU,77958223,10377
Philippines,Nauru,2005,female,26,PHL,NRU,86261250,10318
Philippines,Nauru,2005,male,53,PHL,NRU,86261250,10318
Philippines,Nauru,2010,female,11,PHL,NRU,94636700,10241
Philippines,Nauru,2010,male,25,PHL,NRU,94636700,10241
Philippines,Nauru,2015,female,16,PHL,NRU,103031365,11185
Philippines,Nauru,2015,male,41,PHL,NRU,103031365,11185
Philippines,Nauru,2020,female,16,PHL,NRU,112190977,12315
Philippines,Nauru,2020,male,49,PHL,NRU,112190977,12315
Philippines,Netherlands,2000,female,5125,PHL,NLD,77958223,15925513
Philippines,Netherlands,2000,male,1546,PHL,NLD,77958223,15925513
Philippines,Netherlands,2005,female,6600,PHL,NLD,86261250,16319868
Philippines,Netherlands,2005,male,2009,PHL,NLD,86261250,16319868
Philippines,Netherlands,2010,female,8145,PHL,NLD,94636700,16615394
Philippines,Netherlands,2010,male,2435,PHL,NLD,94636700,16615394
Philippines,Netherlands,2015,female,9542,PHL,NLD,103031365,16939923
Philippines,Netherlands,2015,male,2861,PHL,NLD,103031365,16939923
Philippines,Netherlands,2020,female,11839,PHL,NLD,112190977,17441500
Philippines,Netherlands,2020,male,3616,PHL,NLD,112190977,17441500
Philippines,New Zealand,2000,female,5067,PHL,NZL,77958223,3857700
Philippines,New Zealand,2000,male,4793,PHL,NZL,77958223,3857700
Philippines,New Zealand,2005,female,7522,PHL,NZL,86261250,4133900
Philippines,New Zealand,2005,male,7095,PHL,NZL,86261250,4133900
Philippines,New Zealand,2010,female,13875,PHL,NZL,94636700,4350700
Philippines,New Zealand,2010,male,13027,PHL,NZL,94636700,4350700
Philippines,New Zealand,2015,female,20014,PHL,NZL,103031365,4609400
Philippines,New Zealand,2015,male,18742,PHL,NZL,103031365,4609400
Philippines,New Zealand,2020,female,36361,PHL,NZL,112190977,5090200
Philippines,New Zealand,2020,male,34051,PHL,NZL,112190977,5090200
Philippines,North Korea,2000,female,1152,PHL,PRK,77958223,23367059
Philippines,North Korea,2000,male,619,PHL,PRK,77958223,23367059
Philippines,North Korea,2005,female,1395,PHL,PRK,86261250,24100982
Philippines,North Korea,2005,male,819,PHL,PRK,86261250,24100982
Philippines,North Korea,2010,female,1638,PHL,PRK,94636700,24686435
Philippines,North Korea,2010,male,1018,PHL,PRK,94636700,24686435
Philippines,North Korea,2015,female,1793,PHL,PRK,103031365,25258015
Philippines,North Korea,2015,male,1132,PHL,PRK,103031365,25258015
Philippines,North Korea,2020,female,1832,PHL,PRK,112190977,25867467
Philippines,North Korea,2020,male,1158,PHL,PRK,112190977,25867467
Philippines,Northern Mariana Islands,2000,female,6177,PHL,MNP,77958223,80338
Philippines,Northern Mariana Islands,2000,male,7580,PHL,MNP,77958223,80338
Philippines,Northern Mariana Islands,2005,female,7411,PHL,MNP,86261250,69025
Philippines,Northern Mariana Islands,2005,male,7822,PHL,MNP,86261250,69025
Philippines,Northern Mariana Islands,2010,female,6430,PHL,MNP,94636700,54087
Philippines,Northern Mariana Islands,2010,male,5900,PHL,MNP,94636700,54087
Philippines,Northern Mariana Islands,2015,female,5785,PHL,MNP,103031365,51514
Philippines,Northern Mariana Islands,2015,male,5260,PHL,MNP,103031365,51514
Philippines,Northern Mariana Islands,2020,female,5845,PHL,MNP,112190977,49587
Philippines,Northern Mariana Islands,2020,male,5305,PHL,MNP,112190977,49587
Philippines,Norway,2000,female,4094,PHL,NOR,77958223,4490967
Philippines,Norway,2000,male,1604,PHL,NOR,77958223,4490967
Philippines,Norway,2005,female,5897,PHL,NOR,86261250,4623291
Philippines,Norway,2005,male,2042,PHL,NOR,86261250,4623291
Philippines,Norway,2010,female,10106,PHL,NOR,94636700,4889252
Philippines,Norway,2010,male,3018,PHL,NOR,94636700,4889252
Philippines,Norway,2015,female,15842,PHL,NOR,103031365,5188607
Philippines,Norway,2015,male,4670,PHL,NOR,103031365,5188607
Philippines,Norway,2020,female,18733,PHL,NOR,112190977,5379475
Philippines,Norway,2020,male,5655,PHL,NOR,112190977,5379475
Philippines,Oman,2000,female,3587,PHL,OMN,77958223,2344253
Philippines,Oman,2000,male,2825,PHL,OMN,77958223,2344253
Philippines,Oman,2005,female,6106,PHL,OMN,86261250,2515192
Philippines,Oman,2005,male,4218,PHL,OMN,86261250,2515192
Philippines,Oman,2010,female,9334,PHL,OMN,94636700,2881914
Philippines,Oman,2010,male,6570,PHL,OMN,94636700,2881914
Philippines,Oman,2015,female,18032,PHL,OMN,103031365,4191776
Philippines,Oman,2015,male,18136,PHL,OMN,103031365,4191776
Philippines,Oman,2020,female,23045,PHL,OMN,112190977,4543399
Philippines,Oman,2020,male,23188,PHL,OMN,112190977,4543399
Philippines,Palau,2000,female,1104,PHL,PLW,77958223,19726
Philippines,Palau,2000,male,1788,PHL,PLW,77958223,19726
Philippines,Palau,2005,female,1344,PHL,PLW,86261250,19831
Philippines,Palau,2005,male,1835,PHL,PLW,86261250,19831
Philippines,Palau,2010,female,1258,PHL,PLW,94636700,18540
Philippines,Palau,2010,male,1989,PHL,PLW,94636700,18540
Philippines,Palau,2015,female,1071,PHL,PLW,103031365,17794
Philippines,Palau,2015,male,1848,PHL,PLW,103031365,17794
Philippines,Palau,2020,female,1228,PHL,PLW,112190977,17972
Philippines,Palau,2020,male,1793,PHL,PLW,112190977,17972
Philippines,Panama,2000,female,26,PHL,PAN,77958223,3001731
Philippines,Panama,2000,male,418,PHL,PAN,77958223,3001731
Philippines,Panama,2005,female,44,PHL,PAN,86261250,3305868
Philippines,Panama,2005,male,778,PHL,PAN,86261250,3305868
Philippines,Panama,2010,female,71,PHL,PAN,94636700,3623617
Philippines,Panama,2010,male,1297,PHL,PAN,94636700,3623617
Philippines,Panama,2015,female,83,PHL,PAN,103031365,3957099
Philippines,Panama,2015,male,1518,PHL,PAN,103031365,3957099
Philippines,Panama,2020,female,94,PHL,PAN,112190977,4294396
Philippines,Panama,2020,male,1829,PHL,PAN,112190977,4294396
Philippines,Papua New Guinea,2000,female,513,PHL,PNG,77958223,5508297
Philippines,Papua New Guinea,2000,male,1024,PHL,PNG,77958223,5508297
Philippines,Papua New Guinea,2005,female,501,PHL,PNG,86261250,6498818
Philippines,Papua New Guinea,2005,male,1196,PHL,PNG,86261250,6498818
Philippines,Papua New Guinea,2010,female,409,PHL,PNG,94636700,7583269
Philippines,Papua New Guinea,2010,male,1030,PHL,PNG,94636700,7583269
Philippines,Papua New Guinea,2015,female,408,PHL,PNG,103031365,8682174
Philippines,Papua New Guinea,2015,male,1051,PHL,PNG,103031365,8682174
Philippines,Papua New Guinea,2020,female,406,PHL,PNG,112190977,9749640
Philippines,Papua New Guinea,2020,male,1057,PHL,PNG,112190977,9749640
Philippines,Peru,2000,female,76,PHL,PER,77958223,26654439
Philippines,Peru,2000,male,159,PHL,PER,77958223,26654439
Philippines,Peru,2005,female,89,PHL,PER,86261250,28147267
Philippines,Peru,2005,male,187,PHL,PER,86261250,28147267
Philippines,Peru,2010,female,102,PHL,PER,94636700,29229572
Philippines,Peru,2010,male,206,PHL,PER,94636700,29229572
Philippines,Peru,2015,female,113,PHL,PER,103031365,30711863
Philippines,Peru,2015,male,215,PHL,PER,103031365,30711863
Philippines,Peru,2020,female,207,PHL,PER,112190977,33304756
Philippines,Peru,2020,male,403,PHL,PER,112190977,33304756
Philippines,Poland,2000,female,30,PHL,POL,77958223,38258629
Philippines,Poland,2000,male,19,PHL,POL,77958223,38258629
Philippines,Poland,2005,female,96,PHL,POL,86261250,38165445
Philippines,Poland,2005,male,27,PHL,POL,86261250,38165445
Philippines,Poland,2010,female,166,PHL,POL,94636700,38042794
Philippines,Poland,2010,male,36,PHL,POL,94636700,38042794
Philippines,Poland,2015,female,155,PHL,POL,103031365,37986412
Philippines,Poland,2015,male,36,PHL,POL,103031365,37986412
Philippines,Poland,2020,female,185,PHL,POL,112190977,37899070
Philippines,Poland,2020,male,69,PHL,POL,112190977,37899070
Philippines,Portugal,2000,female,209,PHL,PRT,77958223,10289898
Philippines,Portugal,2000,male,44,PHL,PRT,77958223,10289898
Philippines,Portugal,2005,female,295,PHL,PRT,86261250,10503330
Philippines,Portugal,2005,male,71,PHL,PRT,86261250,10503330
Philippines,Portugal,2010,female,333,PHL,PRT,94636700,10573100
Philippines,Portugal,2010,male,86,PHL,PRT,94636700,10573100
Philippines,Portugal,2015,female,396,PHL,PRT,103031365,10358076
Philippines,Portugal,2015,male,78,PHL,PRT,103031365,10358076
Philippines,Portugal,2020,female,439,PHL,PRT,112190977,10297081
Philippines,Portugal,2020,male,103,PHL,PRT,112190977,10297081
Philippines,Puerto Rico,2000,female,160,PHL,PRI,77958223,3810605
Philippines,Puerto Rico,2000,male,146,PHL,PRI,77958223,3810605
Philippines,Puerto Rico,2005,female,125,PHL,PRI,86261250,3821362
Philippines,Puerto Rico,2005,male,114,PHL,PRI,86261250,3821362
Philippines,Puerto Rico,2010,female,76,PHL,PRI,94636700,3721525
Philippines,Puerto Rico,2010,male,67,PHL,PRI,94636700,3721525
Philippines,Puerto Rico,2015,female,75,PHL,PRI,103031365,3473232
Philippines,Puerto Rico,2015,male,65,PHL,PRI,103031365,3473232
Philippines,Puerto Rico,2020,female,32,PHL,PRI,112190977,3281557
Philippines,Puerto Rico,2020,male,28,PHL,PRI,112190977,3281557
Philippines,Qatar,2000,female,9008,PHL,QAT,77958223,645937
Philippines,Qatar,2000,male,35585,PHL,QAT,77958223,645937
Philippines,Qatar,2005,female,11466,PHL,QAT,86261250,848710
Philippines,Qatar,2005,male,42802,PHL,QAT,86261250,848710
Philippines,Qatar,2010,female,17037,PHL,QAT,94636700,1713504
Philippines,Qatar,2010,male,90926,PHL,QAT,94636700,1713504
Philippines,Qatar,2015,female,21892,PHL,QAT,103031365,2414573
Philippines,Qatar,2015,male,126604,PHL,QAT,103031365,2414573
Philippines,Qatar,2020,female,36953,PHL,QAT,112190977,2760385
Philippines,Qatar,2020,male,133099,PHL,QAT,112190977,2760385
Philippines,Romania,2000,female,10,PHL,ROU,77958223,22442971
Philippines,Romania,2000,male,4,PHL,ROU,77958223,22442971
Philippines,Romania,2005,female,8,PHL,ROU,86261250,21319685
Philippines,Romania,2005,male,3,PHL,ROU,86261250,21319685
Philippines,Romania,2010,female,37,PHL,ROU,94636700,20246871
Philippines,Romania,2010,male,10,PHL,ROU,94636700,20246871
Philippines,Romania,2015,female,29,PHL,ROU,103031365,19815616
Philippines,Romania,2015,male,11,PHL,ROU,103031365,19815616
Philippines,Romania,2020,female,590,PHL,ROU,112190977,19265250
Philippines,Romania,2020,male,161,PHL,ROU,112190977,19265250
Philippines,Russian Federation,2000,female,55,PHL,RUS,77958223,146596869
Philippines,Russian Federation,2000,male,99,PHL,RUS,77958223,146596869
Philippines,Russian Federation,2005,female,70,PHL,RUS,86261250,143518814
Philippines,Russian Federation,2005,male,80,PHL,RUS,86261250,143518814
Philippines,Russian Federation,2010,female,84,PHL,RUS,94636700,142849468
Philippines,Russian Federation,2010,male,60,PHL,RUS,94636700,142849468
Philippines,Russian Federation,2015,female,86,PHL,RUS,103031365,144640716
Philippines,Russian Federation,2015,male,61,PHL,RUS,103031365,144640716
Philippines,Russian Federation,2020,female,84,PHL,RUS,112190977,145245148
Philippines,Russian Federation,2020,male,61,PHL,RUS,112190977,145245148
Philippines,Saint Lucia,2000,female,13,PHL,LCA,77958223,159500
Philippines,Saint Lucia,2000,male,14,PHL,LCA,77958223,159500
Philippines,Saint Lucia,2005,female,13,PHL,LCA,86261250,165386
Philippines,Saint Lucia,2005,male,14,PHL,LCA,86261250,165386
Philippines,Saint Lucia,2010,female,12,PHL,LCA,94636700,170935
Philippines,Saint Lucia,2010,male,13,PHL,LCA,94636700,170935
Philippines,Saint Lucia,2015,female,11,PHL,LCA,103031365,175623
Philippines,Saint Lucia,2015,male,12,PHL,LCA,103031365,175623
Philippines,Saint Lucia,2020,female,9,PHL,LCA,112190977,179237
Philippines,Saint Lucia,2020,male,12,PHL,LCA,112190977,179237
Philippines,Saudi Arabia,2000,female,125442,PHL,SAU,77958223,21547390
Philippines,Saudi Arabia,2000,male,126808,PHL,SAU,77958223,21547390
Philippines,Saudi Arabia,2005,female,141208,PHL,SAU,86261250,24397644
Philippines,Saudi Arabia,2005,male,170395,PHL,SAU,86261250,24397644
Philippines,Saudi Arabia,2010,female,173977,PHL,SAU,94636700,29411929
Philippines,Saudi Arabia,2010,male,230033,PHL,SAU,94636700,29411929
Philippines,Saudi Arabia,2015,female,230960,PHL,SAU,103031365,32749848
Philippines,Saudi Arabia,2015,male,285263,PHL,SAU,103031365,32749848
Philippines,Saudi Arabia,2020,female,294447,PHL,SAU,112190977,35997107
Philippines,Saudi Arabia,2020,male,350381,PHL,SAU,112190977,35997107
Philippines,Serbia,2000,female,39,PHL,SRB,77958223,7516346
Philippines,Serbia,2000,male,7,PHL,SRB,77958223,7516346
Philippines,Serbia,2005,female,39,PHL,SRB,86261250,7440769
Philippines,Serbia,2005,male,7,PHL,SRB,86261250,7440769
Philippines,Serbia,2010,female,39,PHL,SRB,94636700,7291436
Philippines,Serbia,2010,male,6,PHL,SRB,94636700,7291436
Philippines,Serbia,2015,female,38,PHL,SRB,103031365,7095383
Philippines,Serbia,2015,male,5,PHL,SRB,103031365,7095383
Philippines,Serbia,2020,female,37,PHL,SRB,112190977,6899126
Philippines,Serbia,2020,male,5,PHL,SRB,112190977,6899126
Philippines,Seychelles,2000,female,282,PHL,SYC,77958223,81131
Philippines,Seychelles,2000,male,116,PHL,SYC,77958223,81131
Philippines,Seychelles,2005,female,225,PHL,SYC,86261250,82858
Philippines,Seychelles,2005,male,289,PHL,SYC,86261250,82858
Philippines,Seychelles,2010,female,169,PHL,SYC,94636700,89770
Philippines,Seychelles,2010,male,461,PHL,SYC,94636700,89770
Philippines,Seychelles,2015,female,179,PHL,SYC,103031365,93419
Philippines,Seychelles,2015,male,526,PHL,SYC,103031365,93419
Philippines,Seychelles,2020,female,181,PHL,SYC,112190977,98462
Philippines,Seychelles,2020,male,537,PHL,SYC,112190977,98462
Philippines,Singapore,2000,female,3179,PHL,SGP,77958223,4027887
Philippines,Singapore,2000,male,848,PHL,SGP,77958223,4027887
Philippines,Singapore,2005,female,6789,PHL,SGP,86261250,4265762
Philippines,Singapore,2005,male,1406,PHL,SGP,86261250,4265762
Philippines,Singapore,2010,female,10788,PHL,SGP,94636700,5076732
Philippines,Singapore,2010,male,2032,PHL,SGP,94636700,5076732
Philippines,Singapore,2015,female,12387,PHL,SGP,103031365,5535002
Philippines,Singapore,2015,male,2319,PHL,SGP,103031365,5535002
Philippines,Singapore,2020,female,12602,PHL,SGP,112190977,5685807
Philippines,Singapore,2020,male,2342,PHL,SGP,112190977,5685807
Philippines,Slovakia,2000,female,13,PHL,SVK,77958223,5388720
Philippines,Slovakia,2000,male,6,PHL,SVK,77958223,5388720
Philippines,Slovakia,2005,female,15,PHL,SVK,86261250,5372807
Philippines,Slovakia,2005,male,7,PHL,SVK,86261250,5372807
Philippines,Slovakia,2010,female,16,PHL,SVK,94636700,5391428
Philippines,Slovakia,2010,male,8,PHL,SVK,94636700,5391428
Philippines,Slovakia,2015,female,23,PHL,SVK,103031365,5423801
Philippines,Slovakia,2015,male,11,PHL,SVK,103031365,5423801
Philippines,Slovakia,2020,female,44,PHL,SVK,112190977,5458827
Philippines,Slovakia,2020,male,19,PHL,SVK,112190977,5458827
Philippines,Slovenia,2000,female,3,PHL,SVN,77958223,1988925
Philippines,Slovenia,2000,male,3,PHL,SVN,77958223,1988925
Philippines,Slovenia,2005,female,12,PHL,SVN,86261250,2000474
Philippines,Slovenia,2005,male,5,PHL,SVN,86261250,2000474
Philippines,Slovenia,2010,female,50,PHL,SVN,94636700,2048583
Philippines,Slovenia,2010,male,13,PHL,SVN,94636700,2048583
Philippines,Slovenia,2015,female,92,PHL,SVN,103031365,2063531
Philippines,Slovenia,2015,male,22,PHL,SVN,103031365,2063531
Philippines,Slovenia,2020,female,146,PHL,SVN,112190977,2102419
Philippines,Slovenia,2020,male,35,PHL,SVN,112190977,2102419
Philippines,Solomon Islands,2000,female,31,PHL,SLB,77958223,429978
Philippines,Solomon Islands,2000,male,109,PHL,SLB,77958223,429978
Philippines,Solomon Islands,2005,female,42,PHL,SLB,86261250,482486
Philippines,Solomon Islands,2005,male,88,PHL,SLB,86261250,482486
Philippines,Solomon Islands,2010,female,56,PHL,SLB,94636700,540394
Philippines,Solomon Islands,2010,male,73,PHL,SLB,94636700,540394
Philippines,Solomon Islands,2015,female,52,PHL,SLB,103031365,612660
Philippines,Solomon Islands,2015,male,68,PHL,SLB,103031365,612660
Philippines,Solomon Islands,2020,female,50,PHL,SLB,112190977,691191
Philippines,Solomon Islands,2020,male,66,PHL,SLB,112190977,691191
Philippines,South Africa,2000,female,362,PHL,ZAF,77958223,46813266
Philippines,South Africa,2000,male,268,PHL,ZAF,77958223,46813266
Philippines,South Africa,2005,female,497,PHL,ZAF,86261250,49017147
Philippines,South Africa,2005,male,331,PHL,ZAF,86261250,49017147
Philippines,South Africa,2010,female,751,PHL,ZAF,94636700,51784921
Philippines,South Africa,2010,male,454,PHL,ZAF,94636700,51784921
Philippines,South Africa,2015,female,972,PHL,ZAF,103031365,55876504
Philippines,South Africa,2015,male,582,PHL,ZAF,103031365,55876504
Philippines,South Africa,2020,female,992,PHL,ZAF,112190977,58801927
Philippines,South Africa,2020,male,812,PHL,ZAF,112190977,58801927
Philippines,South Korea,2000,female,8160,PHL,KOR,77958223,47008111
Philippines,South Korea,2000,male,9772,PHL,KOR,77958223,47008111
Philippines,South Korea,2005,female,9503,PHL,KOR,86261250,48184561
Philippines,South Korea,2005,male,13344,PHL,KOR,86261250,48184561
Philippines,South Korea,2010,female,14523,PHL,KOR,94636700,49554112
Philippines,South Korea,2010,male,20395,PHL,KOR,94636700,49554112
Philippines,South Korea,2015,female,21884,PHL,KOR,103031365,51014947
Philippines,South Korea,2015,male,29748,PHL,KOR,103031365,51014947
Philippines,South Korea,2020,female,28535,PHL,KOR,112190977,51836239
Philippines,South Korea,2020,male,36407,PHL,KOR,112190977,51836239
Philippines,Spain,2000,female,10761,PHL,ESP,77958223,40567864
Philippines,Spain,2000,male,6109,PHL,ESP,77958223,40567864
Philippines,Spain,2005,female,14881,PHL,ESP,86261250,43653155
Philippines,Spain,2005,male,9042,PHL,ESP,86261250,43653155
Philippines,Spain,2010,female,24331,PHL,ESP,94636700,46576897
Philippines,Spain,2010,male,14532,PHL,ESP,94636700,46576897
Philippines,Spain,2015,female,26819,PHL,ESP,103031365,46444832
Philippines,Spain,2015,male,15840,PHL,ESP,103031365,46444832
Philippines,Spain,2020,female,32538,PHL,ESP,112190977,47365655
Philippines,Spain,2020,male,18643,PHL,ESP,112190977,47365655
Philippines,Sweden,2000,female,4220,PHL,SWE,77958223,8872109
Philippines,Sweden,2000,male,1240,PHL,SWE,77958223,8872109
Philippines,Sweden,2005,female,5525,PHL,SWE,86261250,9029572
Philippines,Sweden,2005,male,1612,PHL,SWE,86261250,9029572
Philippines,Sweden,2010,female,7160,PHL,SWE,94636700,9378126
Philippines,Sweden,2010,male,2066,PHL,SWE,94636700,9378126
Philippines,Sweden,2015,female,8941,PHL,SWE,103031365,9799186
Philippines,Sweden,2015,male,2517,PHL,SWE,103031365,9799186
Philippines,Sweden,2020,female,11515,PHL,SWE,112190977,10353442
Philippines,Sweden,2020,male,3363,PHL,SWE,112190977,10353442
Philippines,Switzerland,2000,female,6361,PHL,CHE,77958223,7184250
Philippines,Switzerland,2000,male,2756,PHL,CHE,77958223,7184250
Philippines,Switzerland,2005,female,7452,PHL,CHE,86261250,7437115
Philippines,Switzerland,2005,male,2715,PHL,CHE,86261250,7437115
Philippines,Switzerland,2010,female,9328,PHL,CHE,94636700,7824909
Philippines,Switzerland,2010,male,2704,PHL,CHE,94636700,7824909
Philippines,Switzerland,2015,female,10051,PHL,CHE,103031365,8282396
Philippines,Switzerland,2015,male,2946,PHL,CHE,103031365,8282396
Philippines,Switzerland,2020,female,11164,PHL,CHE,112190977,8638167
Philippines,Switzerland,2020,male,3291,PHL,CHE,112190977,8638167
Philippines,Thailand,2000,female,740,PHL,THA,77958223,63066603
Philippines,Thailand,2000,male,524,PHL,THA,77958223,63066603
Philippines,Thailand,2005,female,677,PHL,THA,86261250,65821360
Philippines,Thailand,2005,male,518,PHL,THA,86261250,65821360
Philippines,Thailand,2010,female,649,PHL,THA,94636700,68270489
Philippines,Thailand,2010,male,564,PHL,THA,94636700,68270489
Philippines,Thailand,2015,female,698,PHL,THA,103031365,70294397
Philippines,Thailand,2015,male,603,PHL,THA,103031365,70294397
Philippines,Thailand,2020,female,731,PHL,THA,112190977,71475664
Philippines,Thailand,2020,male,630,PHL,THA,112190977,71475664
Philippines,Timor-Leste,2000,female,349,PHL,TLS,77958223,878360
Philippines,Timor-Leste,2000,male,324,PHL,TLS,77958223,878360
Philippines,Timor-Leste,2005,female,353,PHL,TLS,86261250,969313
Philippines,Timor-Leste,2005,male,378,PHL,TLS,86261250,969313
Philippines,Timor-Leste,2010,female,335,PHL,TLS,94636700,1088486
Philippines,Timor-Leste,2010,male,427,PHL,TLS,94636700,1088486
Philippines,Timor-Leste,2015,female,129,PHL,TLS,103031365,1205813
Philippines,Timor-Leste,2015,male,248,PHL,TLS,103031365,1205813
Philippines,Timor-Leste,2020,female,126,PHL,TLS,112190977,1299995
Philippines,Timor-Leste,2020,male,244,PHL,TLS,112190977,1299995
Philippines,Trinidad and Tobago,2000,female,99,PHL,TTO,77958223,1332203
Philippines,Trinidad and Tobago,2000,male,85,PHL,TTO,77958223,1332203
Philippines,Trinidad and Tobago,2005,female,106,PHL,TTO,86261250,1369075
Philippines,Trinidad and Tobago,2005,male,91,PHL,TTO,86261250,1369075
Philippines,Trinidad and Tobago,2010,female,170,PHL,TTO,94636700,1410296
Philippines,Trinidad and Tobago,2010,male,164,PHL,TTO,94636700,1410296
Philippines,Trinidad and Tobago,2015,female,173,PHL,TTO,103031365,1460177
Philippines,Trinidad and Tobago,2015,male,173,PHL,TTO,103031365,1460177
Philippines,Trinidad and Tobago,2020,female,163,PHL,TTO,112190977,1518147
Philippines,Trinidad and Tobago,2020,male,220,PHL,TTO,112190977,1518147
Philippines,Turkey,2000,female,352,PHL,TUR,77958223,64113547
Philippines,Turkey,2000,male,192,PHL,TUR,77958223,64113547
Philippines,Turkey,2005,female,372,PHL,TUR,86261250,68704715
Philippines,Turkey,2005,male,192,PHL,TUR,86261250,68704715
Philippines,Turkey,2010,female,391,PHL,TUR,94636700,73142150
Philippines,Turkey,2010,male,190,PHL,TUR,94636700,73142150
Philippines,Turkey,2015,female,396,PHL,TUR,103031365,78218479
Philippines,Turkey,2015,male,178,PHL,TUR,103031365,78218479
Philippines,Turkey,2020,female,593,PHL,TUR,112190977,83384680
Philippines,Turkey,2020,male,208,PHL,TUR,112190977,83384680
Philippines,United Arab Emirates,2000,female,42296,PHL,ARE,77958223,3275333
Philippines,United Arab Emirates,2000,male,86564,PHL,ARE,77958223,3275333
Philippines,United Arab Emirates,2005,female,54488,PHL,ARE,86261250,4280993
Philippines,United Arab Emirates,2005,male,148170,PHL,ARE,86261250,4280993
Philippines,United Arab Emirates,2010,female,112898,PHL,ARE,94636700,8481771
Philippines,United Arab Emirates,2010,male,361185,PHL,ARE,94636700,8481771
Philippines,United Arab Emirates,2015,female,128231,PHL,ARE,103031365,8916899
Philippines,United Arab Emirates,2015,male,389810,PHL,ARE,103031365,8916899
Philippines,United Arab Emirates,2020,female,139901,PHL,ARE,112190977,9287289
Philippines,United Arab Emirates,2020,male,424868,PHL,ARE,112190977,9287289
Philippines,United Kingdom,2000,female,29439,PHL,GBR,77958223,58892514
Philippines,United Kingdom,2000,male,9354,PHL,GBR,77958223,58892514
Philippines,United Kingdom,2005,female,52818,PHL,GBR,86261250,60401206
Philippines,United Kingdom,2005,male,25335,PHL,GBR,86261250,60401206
Philippines,United Kingdom,2010,female,72239,PHL,GBR,94636700,62766365
Philippines,United Kingdom,2010,male,43573,PHL,GBR,94636700,62766365
Philippines,United Kingdom,2015,female,80621,PHL,GBR,103031365,65116219
Philippines,United Kingdom,2015,male,49817,PHL,GBR,103031365,65116219
Philippines,United Kingdom,2020,female,92957,PHL,GBR,112190977,67081234
Philippines,United Kingdom,2020,male,48765,PHL,GBR,112190977,67081234
Philippines,United States of America,2000,female,855628,PHL,USA,77958223,282162411
Philippines,United States of America,2000,male,548206,PHL,USA,77958223,282162411
Philippines,United States of America,2005,female,967654,PHL,USA,86261250,295516599
Philippines,United States of America,2005,male,628805,PHL,USA,86261250,295516599
Philippines,United States of America,2010,female,1132530,PHL,USA,94636700,309327143
Philippines,United States of America,2010,male,710587,PHL,USA,94636700,309327143
Philippines,United States of America,2015,female,1227383,PHL,USA,103031365,320738994
Philippines,United States of America,2015,male,754986,PHL,USA,103031365,320738994
Philippines,United States of America,2020,female,1279017,PHL,USA,112190977,331526933
Philippines,United States of America,2020,male,782161,PHL,USA,112190977,331526933
Philippines,Venezuela (Bolivarian Republic of),2000,female,80,PHL,VEN,77958223,24427729
Philippines,Venezuela (Bolivarian Republic of),2000,male,58,PHL,VEN,77958223,24427729
Philippines,Venezuela (Bolivarian Republic of),2005,female,83,PHL,VEN,86261250,26668785
Philippines,Venezuela (Bolivarian Republic of),2005,male,61,PHL,VEN,86261250,26668785
Philippines,Venezuela (Bolivarian Republic of),2010,female,89,PHL,VEN,94636700,28715022
Philippines,Venezuela (Bolivarian Republic of),2010,male,64,PHL,VEN,94636700,28715022
Philippines,Venezuela (Bolivarian Republic of),2015,female,95,PHL,VEN,103031365,30529716
Philippines,Venezuela (Bolivarian Republic of),2015,male,66,PHL,VEN,103031365,30529716
Philippines,Venezuela (Bolivarian Republic of),2020,female,90,PHL,VEN,112190977,28490453
Philippines,Venezuela (Bolivarian Republic of),2020,male,60,PHL,VEN,112190977,28490453
Philippines,Vietnam,2000,female,28,PHL,VNM,77958223,79001142
Philippines,Vietnam,2000,male,42,PHL,VNM,77958223,79001142
Philippines,Vietnam,2005,female,30,PHL,VNM,86261250,83142095
Philippines,Vietnam,2005,male,50,PHL,VNM,86261250,83142095
Philippines,Vietnam,2010,female,36,PHL,VNM,94636700,87411012
Philippines,Vietnam,2010,male,58,PHL,VNM,94636700,87411012
Philippines,Vietnam,2015,female,44,PHL,VNM,103031365,92191398
