Timestamp,max_temp_degC,min_temp_degC,mean_temp_degC,mean_humidity_percent,mean_wind_direction_compass,mean_wind_speed_kts,max_wind_direction_compass,max_wind_speed_kts,rainfall_mm,sunshine_hrs
8/29/1990,29,23,26.9,86,WNW,13,NW,25,55.8,1.9
8/30/1990,29.2,23.8,27.2,86,W,11,NW,38,9.6,0.7
8/31/1990,29.2,25.2,27.7,84,W,10,WNW,36,1.2,2
9/1/1990,30.4,26.8,28.3,78,NW,7,NW,9,0,10.1
9/2/1990,30.5,26.4,28.5,76,WNW,7,WNW,11,0,10.7
9/3/1990,31.2,27,28.6,74,NW,10,NW,12,0,10.4
9/4/1990,30.6,24,28.1,79,W,10,W,38,7.9,10.6
9/5/1990,29.4,24,27,84,WNW,9,W,40,20,0
9/6/1990,30.8,26,28.4,80,W,8,W,14,0,8.8
9/7/1990,31,26.4,28.3,78,W,5,WNW,9,0,9.8
9/8/1990,30.6,23,27.5,80,WNW,10,WNW,39,48.8,7.2
9/9/1990,30.2,27,28.2,77,NW,9,NW,14,0,9.9
9/10/1990,31,26.4,28.7,79,NNW,9,NNW,16,0.1,11
9/11/1990,30.4,24,28.1,81,NW,10,NW,30,14.9,9.6
9/12/1990,28.8,22.4,26.4,88,W,15,W,40,26.5,2.7
9/13/1990,29.4,26,27.6,82,NW,15,W,25,1,6.2
9/14/1990,30.1,24,27.4,81,NW,14,NW,25,8.6,9.4
9/15/1990,30,25,28.2,79,NW,13,NW,22,0.3,9.7
9/16/1990,29.8,24,27.9,86,NW,17,WNW,36,7.7,9.2
9/17/1990,29.4,23.4,27.1,87,NW,15,W,35,10,7.2
9/18/1990,29.4,23,28.1,82,NW,14,NW,32,16.2,5.8
9/19/1990,29.7,24.6,28,80,WNW,17,W,39,8.6,5.6
9/20/1990,30.2,27,28.6,76,WNW,18,WNW,24,0,10.4
9/21/1990,31,27,28.6,84,WNW,12,WNW,18,1.4,2.8
9/22/1990,30.3,26.4,28.4,81,NW,10,NW,18,0,9.3
9/23/1990,30.6,25.4,28.6,76,WNW,8,WSW,30,0,10.4
9/24/1990,30.4,25.7,28.2,76,WSW,15,W,30,12.6,8.4
9/25/1990,29.2,26.4,27.5,79,WNW,17,WNW,29,0,3.1
9/26/1990,29.8,25.4,28.3,77,W,9,W,12,0,10
9/27/1990,30.4,26.5,28.4,77,WNW,10,WNW,13,0,11
9/28/1990,30,26.6,28.3,76,NW,11,NW,14,0,10.5
9/29/1990,30.4,26.4,28.6,76,WNW,10,WNW,13,0,10.9
9/30/1990,30.8,26.6,28.7,79,WNW,8,WNW,12,0,10.6
