Timestamp,max_temp_degC,min_temp_degC,mean_temp_degC,mean_humidity_percent,mean_wind_direction_compass,mean_wind_speed_kts,max_wind_direction_compass,max_wind_speed_kts,rainfall_mm,sunshine_hrs
10/7/1990,28,23,26.7,93,SE,6,S,11,32.5,0
10/8/1990,28.2,23.4,28.2,96,SSE,6,SE,15,52.4,0
10/9/1990,32.2,22.4,26.2,90,SW,3,WSW,11,0.5,4.4
10/10/1990,27.8,24.4,25.7,89,W,12,W,20,0.5,0.6
10/11/1990,30.2,24.2,27,85,NW,12,NW,25,6,0
10/12/1990,28.8,23,26.5,91,NW,13,W,25,37.6,0
10/13/1990,28.8,22.8,26.8,94,NNW,9,NNW,20,100.1,0
10/14/1990,27.8,23,26.4,90,WNW,15,NNW,25,53.4,0.4
10/15/1990,28.6,23.5,28.2,92,W,14,WNW,28,15.7,1
10/16/1990,29.4,23.5,27.3,91,W,18,WSW,30,19,3.1
10/17/1990,29.8,23.2,27.7,91,WNW,15,WNW,42,27.4,0.5
10/18/1990,30.2,24.4,27,86,W,12,WSW,25,0.2,1.6
10/19/1990,30.2,24.4,28,87,W,11,WNW,32,2.5,6.6
10/20/1990,29.8,23.4,28,83,W,12,WNW,25,16,7.8
10/21/1990,30,22.4,28.7,88,WSW,14,SW,44,26.1,0.6
10/22/1990,29,23.8,28.5,88,W,9,WSW,38,9.1,2.9
10/23/1990,30.2,23.8,25.6,82,WSW,14,WSW,25,7.3,10.8
10/24/1990,30.6,23.8,27.8,82,WSW,15,WNW,34,0.1,7
10/25/1990,30.8,24.2,27.7,82,WNW,21,WNW,30,2.9,5.2
10/26/1990,29.6,22.6,27.9,94,WNW,18,WSW,40,47.3,0
10/27/1990,30.2,24.8,28.2,85,WNW,11,WNW,20,2,8.4
10/28/1990,30.3,23.8,28.2,83,CALM,0,NNW,25,0,8.6
10/29/1990,30.4,25.8,27.9,81,WSW,6,SSW,17,1.2,10.4
10/30/1990,30.2,25,28.5,81,SW,12,SSW,17,0,8.9
10/31/1990,30.7,25.2,28.7,79,SSW,13,S,20,0,9.6
11/1/1990,30.4,26.2,28.2,80,SSW,13,SSW,19,0,10.6
11/2/1990,30.6,26.6,28.4,77,SW,16,SW,20,0,10.6
11/3/1990,30.6,26.4,28.3,76,SW,16,SW,20,0,9.3
11/4/1990,31,26.6,28.4,82,WSW,17,WSW,45,3.2,10.3
11/5/1990,30.8,24.8,27.8,83,WSW,11,WSW,21,0.7,11
11/6/1990,30.6,24.8,27.8,84,SW,6,S,8,0,10.6
11/7/1990,31,25.2,27.8,80,SSW,5,SW,15,0.9,11.3
11/8/1990,30.8,24.8,27.1,85,SSW,5,S,14,0,10.4
11/9/1990,31,23.8,26.9,81,CALM,0,ESE,7,0,10.9
11/10/1990,30.4,25.2,26.9,79,CALM,0,NNW,14,0,10.9
11/11/1990,30.4,24,27.6,83,WNW,10,WNW,30,48.6,8.5
11/12/1990,29.2,23.8,28.3,85,NW,10,NW,26,2,3.5
11/13/1990,30.4,23.8,28.2,86,WSW,6,SSW,22,6.6,5.7
11/14/1990,30.4,24.4,28.4,83,WNW,8,WNW,10,3.4,4.2
11/15/1990,31.2,26.4,28.3,80,SW,8,SW,12,0,10.2
11/16/1990,31,25,28.3,82,SW,9,SW,10,0,10.9
11/17/1990,30.8,25.4,28,77,WSW,8,WSW,10,1.2,11.2
11/18/1990,31.2,25.4,27.2,78,W,9,W,14,0,8.4
11/19/1990,31,25.4,28.2,80,WNW,9,N,14,3.7,11.8
11/20/1990,31,25.2,26.7,82,NNW,9,NNW,10,3.2,8.2
11/21/1990,30,25,26.2,84,N,11,W,25,0,2
11/22/1990,30.6,24.8,28.3,83,SW,7,SW,14,1,8.8
11/23/1990,30.6,22.8,28,89,W,12,WSW,17,62.8,5.6
11/24/1990,27.4,23,27.4,91,W,12,NW,16,8.5,0
11/25/1990,30.2,25.2,27.5,84,WNW,10,WSW,20,0.7,11.2
11/26/1990,30,24.6,27.1,85,WSW,13,WSW,29,1.3,8
11/27/1990,31,23.4,28.2,88,WSW,11,WSW,20,19.8,4.7
11/28/1990,30.4,24.2,28.3,89,WSW,10,SW,15,1.4,6
11/29/1990,29.4,25.2,28,86,WNW,9,WNW,15,1,7.8
11/30/1990,31,25.6,27,84,N,11,WNW,15,6.7,10.1
12/1/1990,30.6,26.5,27.7,84,NW,9,WNW,12,0,10.4
12/2/1990,30.6,24.8,27.5,85,NW,10,NW,15,0,10.6
12/3/1990,29.4,25,28,86,WNW,8,N,27,7.6,0.6
12/4/1990,30.4,24.8,25.8,85,WNW,5,NNE,12,0,6.4
12/5/1990,31.4,24.6,26.9,85,SE,4,SW,10,3.9,11.3
12/6/1990,31,24.5,27.2,86,SE,5,SE,15,0,9.1
12/7/1990,30.8,23.2,27,88,CALM,0,SE,8,17.2,7.6
12/8/1990,30.6,24.2,26.4,89,CALM,0,WSW,30,11.9,6.3
12/9/1990,29.8,23.8,26,88,W,10,W,22,2,2.2
12/10/1990,30.4,24.6,26.8,91,SSW,5,W,15,11.3,4.3
12/11/1990,29.6,23.2,26.8,93,CALM,0,W,15,49.9,4.5
12/12/1990,29,23.2,28,95,VRB,7,SW,10,0.6,0.9
12/13/1990,29.8,23.8,28.4,92,W,5,WSW,10,1.1,9.2
12/14/1990,28.6,23,25.8,90,WNW,10,SW,32,21.2,2.4
12/15/1990,31,25.6,25.8,83,WNW,9,W,22,2.9,9.5
12/16/1990,30.7,23.8,27.9,82,NW,10,WNW,28,5.4,11.4
12/17/1990,29.6,24.2,28.8,94,NNW,8,NW,24,76.1,3.6
12/18/1990,28.4,22.8,28.6,91,NW,13,SW,35,4.2,0
12/19/1990,29.8,24.2,28.3,81,NNE,9,WNW,15,6.6,6.8
12/20/1990,30.4,27,28,85,NNE,9,NNE,22,0,10.4
12/21/1990,30,25.4,28.3,84,N,5,N,9,0,3.5
