Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,25,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,25
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),42.57294429708223,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),42.57294429708223
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),36.737400530503976,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),36.737400530503976
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),22.281167108753316,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),22.281167108753316
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.94694960212201,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.94694960212201
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),14.986737400530503,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),14.986737400530503
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),26.392572944297083,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),26.392572944297083
AA,Himandhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Elderly Population  (65+ yrs),3.3156498673740056,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),3.3156498673740056
AA,Himandhoo,Alif Uthuru Buri,Area (in hectare),20.958977,NA,NA,Area (in hectare),Area (in hectare),20.958977
AA,Himandhoo,Alif Uthuru Buri,Area (in sq km),0.20958977,NA,NA,Area (in sq km),Area (in sq km),0.20958977
AA,Himandhoo,Alif Uthuru Buri,Population density Resident Maldivian Population,3597.5038285504106,NA,Resident Maldivians,Population density ,Population density ,3597.5038285504106
AA,Himandhoo,Alif Uthuru Buri,Median Age Resident Maldivians,23,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,23
AA,Maalhos,Alif Uthuru Buri,Resident Maldivians Population Both sexes,429,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,429
AA,Maalhos,Alif Uthuru Buri,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.6281570028016934,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.6281570028016934
AA,Maalhos,Alif Uthuru Buri,Resident Foreigners (%) (out of resident Population),16.86046511627907,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),16.86046511627907
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),84.12017167381974,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),84.12017167381974
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Dependency Ratio,81.77966101694916,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,81.77966101694916
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Dependency Ratio,67.79661016949152,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,67.79661016949152
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Aged-Dependency Ratio,13.983050847457626,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,13.983050847457626
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,166,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,166
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,160,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,160
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,69,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,69
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,236,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,236
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,25,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,25
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,104,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,104
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,33,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,33
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),38.6946386946387,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),38.6946386946387
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),37.2960372960373,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),37.2960372960373
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.083916083916083,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.083916083916083
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Working Age Population (15-64 yrs),55.011655011655016,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),55.011655011655016
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),5.827505827505827,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),5.827505827505827
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),24.242424242424242,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),24.242424242424242
AA,Maalhos,Alif Uthuru Buri,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.6923076923076925,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.6923076923076925
AA,Maalhos,Alif Uthuru Buri,Area (in hectare),32.453251,NA,NA,Area (in hectare),Area (in hectare),32.453251
AA,Maalhos,Alif Uthuru Buri,Area (in sq km),0.32453251,NA,NA,Area (in sq km),Area (in sq km),0.32453251
AA,Maalhos,Alif Uthuru Buri,Population density Resident Maldivian Population,1321.9014637393338,NA,Resident Maldivians,Population density ,Population density ,1321.9014637393338
AA,Maalhos,Alif Uthuru Buri,Median Age Resident Maldivians,28,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,28
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivians Population Both sexes,788,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,788
AA,Mathiveri,Alif Uthuru Buri,Growth Rate (for Resident Maldivian Population - 2014 to 2022),2.940570351319473,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),2.940570351319473
AA,Mathiveri,Alif Uthuru Buri,Resident Foreigners (%) (out of resident Population),10.250569476082005,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),10.250569476082005
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),95.53349875930522,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),95.53349875930522
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Dependency Ratio,69.09871244635193,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,69.09871244635193
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Dependency Ratio,60.51502145922747,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,60.51502145922747
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Aged-Dependency Ratio,8.583690987124463,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,8.583690987124463
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,317,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,317
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,282,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,282
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,149,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,149
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,466,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,466
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,88,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,88
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,218,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,218
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,40,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,40
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),40.22842639593909,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),40.22842639593909
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),35.786802030456855,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),35.786802030456855
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.908629441624367,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.908629441624367
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.13705583756346,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.13705583756346
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),11.16751269035533,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),11.16751269035533
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),27.66497461928934,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),27.66497461928934
AA,Mathiveri,Alif Uthuru Buri,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.0761421319796955,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.0761421319796955
AA,Mathiveri,Alif Uthuru Buri,Area (in hectare),23.064295,NA,NA,Area (in hectare),Area (in hectare),23.064295
AA,Mathiveri,Alif Uthuru Buri,Area (in sq km),0.23064295,NA,NA,Area (in sq km),Area (in sq km),0.23064295
AA,Mathiveri,Alif Uthuru Buri,Population density Resident Maldivian Population,3416.5362522461664,NA,Resident Maldivians,Population density ,Population density ,3416.5362522461664
AA,Mathiveri,Alif Uthuru Buri,Median Age Resident Maldivians,27,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,27
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivians Population Both sexes,1078,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1078
AA,Rasdhoo,Alif Uthuru Buri,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.6745490467520017,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.6745490467520017
AA,Rasdhoo,Alif Uthuru Buri,Resident Foreigners (%) (out of resident Population),15.912636505460217,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),15.912636505460217
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),117.77777777777779,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),117.77777777777779
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Dependency Ratio,51.61744022503516,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,51.61744022503516
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Dependency Ratio,43.17862165963432,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,43.17862165963432
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Aged-Dependency Ratio,8.438818565400844,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,8.438818565400844
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,352,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,352
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,307,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,307
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,178,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,178
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,711,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,711
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,107,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,107
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,267,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,267
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,60,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,60
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),32.6530612244898,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),32.6530612244898
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),28.47866419294991,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),28.47866419294991
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.512059369202227,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.512059369202227
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Working Age Population (15-64 yrs),65.95547309833024,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),65.95547309833024
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),9.925788497217068,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),9.925788497217068
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),24.768089053803337,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),24.768089053803337
AA,Rasdhoo,Alif Uthuru Buri,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.565862708719852,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.565862708719852
AA,Rasdhoo,Alif Uthuru Buri,Area (in hectare),21.825808,NA,NA,Area (in hectare),Area (in hectare),21.825808
AA,Rasdhoo,Alif Uthuru Buri,Area (in sq km),0.21825808,NA,NA,Area (in sq km),Area (in sq km),0.21825808
AA,Rasdhoo,Alif Uthuru Buri,Population density Resident Maldivian Population,4939.106950817125,NA,Resident Maldivians,Population density ,Population density ,4939.106950817125
AA,Rasdhoo,Alif Uthuru Buri,Median Age Resident Maldivians,32,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,32
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivians Population Both sexes,1529,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1529
AA,Thoddoo,Alif Uthuru Buri,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.5861580665669364,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.5861580665669364
AA,Thoddoo,Alif Uthuru Buri,Resident Foreigners (%) (out of resident Population),20.53014553014553,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),20.53014553014553
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),104.68540829986613,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),104.68540829986613
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Dependency Ratio,56.17977528089888,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,56.17977528089888
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Dependency Ratio,48.212461695607765,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,48.212461695607765
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Aged-Dependency Ratio,7.967313585291114,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,7.967313585291114
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,552,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,552
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,472,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,472
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,278,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,278
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,979,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,979
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,211,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,211
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,411,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,411
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,78,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,78
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),36.10202746893395,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),36.10202746893395
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),30.869849574885542,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),30.869849574885542
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.181818181818183,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.181818181818183
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Working Age Population (15-64 yrs),64.02877697841727,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),64.02877697841727
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),13.799869195552649,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),13.799869195552649
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),26.880313930673644,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),26.880313930673644
AA,Thoddoo,Alif Uthuru Buri,Resident Maldivian Population (%) Elderly Population  (65+ yrs),5.101373446697187,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),5.101373446697187
AA,Thoddoo,Alif Uthuru Buri,Area (in hectare),162.847076,NA,NA,Area (in hectare),Area (in hectare),162.847076
AA,Thoddoo,Alif Uthuru Buri,Area (in sq km),1.62847076,NA,NA,Area (in sq km),Area (in sq km),1.62847076
AA,Thoddoo,Alif Uthuru Buri,Population density Resident Maldivian Population,938.9176874136814,NA,Resident Maldivians,Population density ,Population density ,938.9176874136814
AA,Thoddoo,Alif Uthuru Buri,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivians Population Both sexes,1053,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1053
AA,Ukulhas,Alif Uthuru Buri,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.6763263564288948,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.6763263564288948
AA,Ukulhas,Alif Uthuru Buri,Resident Foreigners (%) (out of resident Population),17.990654205607477,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),17.990654205607477
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),107.28346456692914,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),107.28346456692914
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Dependency Ratio,66.61392405063292,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,66.61392405063292
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Dependency Ratio,61.39240506329114,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,61.39240506329114
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Aged-Dependency Ratio,5.2215189873417724,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,5.2215189873417724
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,462,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,462
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,388,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,388
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,265,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,265
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,632,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,632
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,146,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,146
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,259,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,259
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,33,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,33
AA,Ukulhas,Alif Uthuru Buri,Resident Maldivian Population (%) Child Population (0-17 yrs),43.87464387464387,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),43.87464387464387
