Atoll,island,atoll_official,indicator_full,value,sex_modifier,population_modifier,indicator,indicator2,value2
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,187,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,187
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,676,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,676
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,116,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,116
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,248,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,248
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,83,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,83
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),37.69911504424779,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),37.69911504424779
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),32.83185840707964,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),32.83185840707964
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.548672566371682,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.548672566371682
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.823008849557525,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.823008849557525
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.265486725663717,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.265486725663717
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),21.946902654867255,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),21.946902654867255
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.345132743362832,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.345132743362832
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Area (in hectare),173.732704,NA,NA,Area (in hectare),Area (in hectare),173.732704
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Area (in sq km),1.73732704,NA,NA,Area (in sq km),Area (in sq km),1.73732704
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Population density Resident Maldivian Population,650.4244589435505,NA,Resident Maldivians,Population density ,Population density ,650.4244589435505
HDh,Nolhivaranfaru,Haa Dhaal Atoll,Median Age Resident Maldivians,31,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,31
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivians Population Both sexes,695,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,695
HDh,Vaikaradhoo,Haa Dhaal Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),-0.8862797827155041,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),-0.8862797827155041
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Foreigners (%) (out of resident Population),10.438144329896907,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),10.438144329896907
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),93.05555555555556,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),93.05555555555556
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Dependency Ratio,75.9493670886076,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,75.9493670886076
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,54.936708860759495,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,54.936708860759495
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,21.012658227848103,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,21.012658227848103
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,253,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,253
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,217,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,217
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,131,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,131
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,395,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,395
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,71,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,71
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,148,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,148
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,83,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,83
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),36.40287769784173,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),36.40287769784173
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),31.22302158273381,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),31.22302158273381
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),18.848920863309353,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),18.848920863309353
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),56.83453237410072,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),56.83453237410072
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.215827338129497,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.215827338129497
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),21.294964028776977,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),21.294964028776977
HDh,Vaikaradhoo,Haa Dhaal Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),11.942446043165468,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),11.942446043165468
HDh,Vaikaradhoo,Haa Dhaal Atoll,Area (in hectare),107.450662,NA,NA,Area (in hectare),Area (in hectare),107.450662
HDh,Vaikaradhoo,Haa Dhaal Atoll,Area (in sq km),1.07450662,NA,NA,Area (in sq km),Area (in sq km),1.07450662
HDh,Vaikaradhoo,Haa Dhaal Atoll,Population density Resident Maldivian Population,646.8084859263129,NA,Resident Maldivians,Population density ,Population density ,646.8084859263129
HDh,Vaikaradhoo,Haa Dhaal Atoll,Median Age Resident Maldivians,31,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,31
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivians Population Both sexes,476,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,476
Sh,Bilehffahi,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.29262138478177363,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.29262138478177363
Sh,Bilehffahi,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),5.179282868525896,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),5.179282868525896
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),93.4959349593496,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),93.4959349593496
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,75,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,75
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,59.92647058823529,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,59.92647058823529
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,15.073529411764705,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,15.073529411764705
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,178,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,178
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,163,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,163
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,77,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,77
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,272,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,272
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,31,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,31
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,115,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,115
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,41,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,41
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),37.39495798319328,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),37.39495798319328
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),34.2436974789916,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),34.2436974789916
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.176470588235293,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.176470588235293
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),57.14285714285714,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),57.14285714285714
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),6.512605042016808,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),6.512605042016808
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),24.159663865546218,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),24.159663865546218
Sh,Bilehffahi,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.61344537815126,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.61344537815126
Sh,Bilehffahi,Shaviyani Atoll,Area (in hectare),66.519896,NA,NA,Area (in hectare),Area (in hectare),66.519896
Sh,Bilehffahi,Shaviyani Atoll,Area (in sq km),0.66519896,NA,NA,Area (in sq km),Area (in sq km),0.66519896
Sh,Bilehffahi,Shaviyani Atoll,Population density Resident Maldivian Population,715.5753821383004,NA,Resident Maldivians,Population density ,Population density ,715.5753821383004
Sh,Bilehffahi,Shaviyani Atoll,Median Age Resident Maldivians,31,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,31
Sh,Feevah,Shaviyani Atoll,Resident Maldivians Population Both sexes,634,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,634
Sh,Feevah,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),0.4215772027661395,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),0.4215772027661395
Sh,Feevah,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),8.645533141210375,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),8.645533141210375
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),82.70893371757924,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),82.70893371757924
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,70.43010752688173,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,70.43010752688173
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,55.91397849462365,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,55.91397849462365
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,14.516129032258066,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,14.516129032258066
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,235,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,235
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,208,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,208
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,104,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,104
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,372,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,372
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,64,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,64
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,159,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,159
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,54,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,54
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),37.06624605678234,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),37.06624605678234
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),32.80757097791798,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),32.80757097791798
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),16.40378548895899,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),16.40378548895899
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),58.67507886435332,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),58.67507886435332
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),10.094637223974763,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),10.094637223974763
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),25.0788643533123,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),25.0788643533123
Sh,Feevah,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),8.517350157728707,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),8.517350157728707
Sh,Feevah,Shaviyani Atoll,Area (in hectare),87.56318,NA,NA,Area (in hectare),Area (in hectare),87.56318
Sh,Feevah,Shaviyani Atoll,Area (in sq km),0.8756318000000001,NA,NA,Area (in sq km),Area (in sq km),0.8756318000000001
Sh,Feevah,Shaviyani Atoll,Population density Resident Maldivian Population,724.048624090628,NA,Resident Maldivians,Population density ,Population density ,724.048624090628
Sh,Feevah,Shaviyani Atoll,Median Age Resident Maldivians,30,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,30
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivians Population Both sexes,781,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,781
Sh,Feydhoo,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.000450720334629,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.000450720334629
Sh,Feydhoo,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),8.548009367681498,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),8.548009367681498
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),80.36951501154735,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),80.36951501154735
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,67.23768736616702,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,67.23768736616702
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,54.389721627408996,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,54.389721627408996
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,12.84796573875803,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,12.84796573875803
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,306,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,306
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,254,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,254
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Adolescent Population (International) (10-19 yrs) Both sexes,157,Both sexes,Resident Maldivians, 2022 Adolescent Population (International) (10-19 yrs) Both sexes, 2022 Adolescent Population (International) (10-19 yrs) Both sexes,157
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Working Age Population (15-64 yrs) Both sexes,467,Both sexes,Resident Maldivians, 2022 Working Age Population (15-64 yrs) Both sexes, 2022 Working Age Population (15-64 yrs) Both sexes,467
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (International) (15-24 yrs) Both sexes,96,Both sexes,Resident Maldivians, 2022 Youth Population (International) (15-24 yrs) Both sexes, 2022 Youth Population (International) (15-24 yrs) Both sexes,96
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Youth Population (National) (18-35 yrs) Both sexes,190,Both sexes,Resident Maldivians, 2022 Youth Population (National) (18-35 yrs) Both sexes, 2022 Youth Population (National) (18-35 yrs) Both sexes,190
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Elderly Population  (65+ yrs) Both sexes,60,Both sexes,Resident Maldivians, 2022 Elderly Population  (65+ yrs) Both sexes, 2022 Elderly Population  (65+ yrs) Both sexes,60
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (0-17 yrs),39.180537772087064,NA,Resident Maldivians, (%) Child Population (0-17 yrs), (%) Child Population (0-17 yrs),39.180537772087064
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Child Population (International) (0-14 yrs),32.52240717029449,NA,Resident Maldivians, (%) Child Population (International) (0-14 yrs), (%) Child Population (International) (0-14 yrs),32.52240717029449
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Adolescent Population (International) (10-19 yrs),20.102432778489117,NA,Resident Maldivians, (%) Adolescent Population (International) (10-19 yrs), (%) Adolescent Population (International) (10-19 yrs),20.102432778489117
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Working Age Population (15-64 yrs),59.795134443021766,NA,Resident Maldivians, (%) Working Age Population (15-64 yrs), (%) Working Age Population (15-64 yrs),59.795134443021766
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (International) (15-24 yrs),12.291933418693981,NA,Resident Maldivians, (%) Youth Population (International) (15-24 yrs), (%) Youth Population (International) (15-24 yrs),12.291933418693981
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Youth Population (National) (18-35 yrs),24.327784891165173,NA,Resident Maldivians, (%) Youth Population (National) (18-35 yrs), (%) Youth Population (National) (18-35 yrs),24.327784891165173
Sh,Feydhoo,Shaviyani Atoll,Resident Maldivian Population (%) Elderly Population  (65+ yrs),7.682458386683738,NA,Resident Maldivians, (%) Elderly Population  (65+ yrs), (%) Elderly Population  (65+ yrs),7.682458386683738
Sh,Feydhoo,Shaviyani Atoll,Area (in hectare),90.27882,NA,NA,Area (in hectare),Area (in hectare),90.27882
Sh,Feydhoo,Shaviyani Atoll,Area (in sq km),0.9027881999999999,NA,NA,Area (in sq km),Area (in sq km),0.9027881999999999
Sh,Feydhoo,Shaviyani Atoll,Population density Resident Maldivian Population,865.097705087417,NA,Resident Maldivians,Population density ,Population density ,865.097705087417
Sh,Feydhoo,Shaviyani Atoll,Median Age Resident Maldivians,29,NA,Resident Maldivians,Median Age Resident Maldivians,Median Age Resident Maldivians,29
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivians Population Both sexes,1488,Both sexes,Resident Maldivians,Resident Maldivians Population Both sexes,Resident Maldivians Population Both sexes,1488
Sh,Foakaidhoo,Shaviyani Atoll,Growth Rate (for Resident Maldivian Population - 2014 to 2022),1.5088743764170536,NA,Resident Maldivians,Growth Rate (for  - 2014 to 2022),Growth Rate (for  - 2014 to 2022),1.5088743764170536
Sh,Foakaidhoo,Shaviyani Atoll,Resident Foreigners (%) (out of resident Population),5.2832590706556335,NA,NA,Resident Foreigners (%) (out of resident Population),Resident Foreigners (%) (out of resident Population),5.2832590706556335
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Sex Ratio (males per 100 female),81.90709046454768,NA,Resident Maldivians, 2022 Sex Ratio (males per 100 female), 2022 Sex Ratio (males per 100 female),81.90709046454768
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Dependency Ratio,70.05714285714286,NA,Resident Maldivians, 2022 Dependency Ratio, 2022 Dependency Ratio,70.05714285714286
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Dependency Ratio,62.62857142857143,NA,Resident Maldivians, 2022 Child Dependency Ratio, 2022 Child Dependency Ratio,62.62857142857143
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Aged-Dependency Ratio,7.428571428571429,NA,Resident Maldivians, 2022 Aged-Dependency Ratio, 2022 Aged-Dependency Ratio,7.428571428571429
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (0-17 yrs) Both sexes,635,Both sexes,Resident Maldivians, 2022 Child Population (0-17 yrs) Both sexes, 2022 Child Population (0-17 yrs) Both sexes,635
Sh,Foakaidhoo,Shaviyani Atoll,Resident Maldivian Population 2022 Child Population (International) (0-14 yrs) Both sexes,548,Both sexes,Resident Maldivians, 2022 Child Population (International) (0-14 yrs) Both sexes, 2022 Child Population (International) (0-14 yrs) Both sexes,548
