indicator,island,atoll_official,atoll_local_names,population,value,value2,indicator2
Youth Population (National) (18-35 yrs),Thulusdhoo,Kaafu Atoll,Kaafu (K),Maldivians,294,294,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Thurakunu,Haa Alif Atoll,Haa Alif (HA),Maldivians,95,95,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Ugoofaaru,Raa Atoll,Raa (R),Maldivians,420,420,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Ukulhas,Alif Uthuru Buri,Alif Alif (AA),Maldivians,259,259,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Uligamu,Haa Alif Atoll,Haa Alif (HA),Maldivians,114,114,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Utheemu,Haa Alif Atoll,Haa Alif (HA),Maldivians,124,124,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,145,145,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vaadhoo,Raa Atoll,Raa (R),Maldivians,113,113,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,148,148,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vandhoo,Thaa Atoll,Thaa (Th),Maldivians,86,86,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vashafaru,Haa Alif Atoll,Haa Alif (HA),Maldivians,97,97,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Velidhoo,Noonu Atoll,Noonu (N),Maldivians,356,356,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Veymandoo,Thaa Atoll,Thaa (Th),Maldivians,307,307,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Veyvah,Meemu Atoll,Meemu (M),Maldivians,65,65,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,694,694,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs),Vilufushi,Thaa Atoll,Thaa (Th),Maldivians,197,197,Youth Population (National) (18-35 yrs)
Youth Population (National) (18-35 yrs)%,Agolhitheemu,Raa Atoll,Raa (R),Maldivians,27.2206303724928,27.2206303724928,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Alifushi,Raa Atoll,Raa (R),Maldivians,22.9124916499665,22.9124916499665,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Baarah,Haa Alif Atoll,Haa Alif (HA),Maldivians,22.7920227920227,22.7920227920227,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Badidhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,25.1865671641791,25.1865671641791,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Biledhdhoo,Faafu Atoll,Faafu (F),Maldivians,22.5733634311512,22.5733634311512,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),Maldivians,24.1596638655462,24.1596638655462,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Bodufolhudhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,23.1240428790199,23.1240428790199,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Buruni,Thaa Atoll,Thaa (Th),Maldivians,22.191011235955,22.191011235955,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,25.320886814469,25.320886814469,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhabidhoo,Laamu Atoll,Laamu (L),Maldivians,23.8095238095238,23.8095238095238,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhangethi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,26.4623955431754,26.4623955431754,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dharaboodhoo,Faafu Atoll,Faafu (F),Maldivians,22.1374045801526,22.1374045801526,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dharavandhoo,Baa Atoll,Baa (B),Maldivians,26.5206812652068,26.5206812652068,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,21.2765957446808,21.2765957446808,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhidhdhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,24.5454545454545,24.5454545454545,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,23.8643634037108,23.8643634037108,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhiffushi,Kaafu Atoll,Kaafu (K),Maldivians,24.7796278158667,24.7796278158667,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhiggaru,Meemu Atoll,Meemu (M),Maldivians,18.2926829268292,18.2926829268292,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhigurah,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,26.3940520446096,26.3940520446096,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhiyamigili,Thaa Atoll,Thaa (Th),Maldivians,20.983606557377,20.983606557377,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhonfanu,Baa Atoll,Baa (B),Maldivians,24.7252747252747,24.7252747252747,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Dhuvaafaru,Raa Atoll,Raa (R),Maldivians,29.7051442910915,29.7051442910915,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Eydhafushi,Baa Atoll,Baa (B),Maldivians,21.8385843763487,21.8385843763487,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fainu,Raa Atoll,Raa (R),Maldivians,26.9430051813471,26.9430051813471,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,24.9343832020997,24.9343832020997,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Feeali,Faafu Atoll,Faafu (F),Maldivians,25.8503401360544,25.8503401360544,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Feevah,Shaviyani Atoll,Shaviyani (Sh),Maldivians,25.0788643533123,25.0788643533123,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fehendhoo,Baa Atoll,Baa (B),Maldivians,29.6511627906976,29.6511627906976,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Felidhoo,Vaavu Atoll,Vaavu (V),Maldivians,21.8687872763419,21.8687872763419,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fenfushi,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,23.9210850801479,23.9210850801479,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Feridhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,25.6097560975609,25.6097560975609,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Feydhoo,Seenu Atoll,Addu (S),Maldivians,21.131828590121,21.131828590121,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,24.3277848911651,24.3277848911651,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Filladhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,22.117202268431,22.117202268431,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,25.1948051948051,25.1948051948051,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,17.9347826086956,17.9347826086956,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,25.8064516129032,25.8064516129032,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),Maldivians,24.3834576957126,24.3834576957126,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fodhdhoo,Noonu Atoll,Noonu (N),Maldivians,29.1970802919708,29.1970802919708,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fonadhoo,Laamu Atoll,Laamu (L),Maldivians,25.0182615047479,25.0182615047479,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fulhadhoo,Baa Atoll,Baa (B),Maldivians,32.5,32.5,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Fulidhoo,Vaavu Atoll,Vaavu (V),Maldivians,31.9727891156462,31.9727891156462,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,25.2186588921282,25.2186588921282,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gaadhiffushi,Thaa Atoll,Thaa (Th),Maldivians,28.6792452830188,28.6792452830188,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gaafaru,Kaafu Atoll,Kaafu (K),Maldivians,26.6722408026755,26.6722408026755,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,25.2597921662669,25.2597921662669,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gamu,Laamu Atoll,Laamu (L),Maldivians,26.2188796680497,26.2188796680497,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,25.7118927973199,25.7118927973199,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Goidhoo,Baa Atoll,Baa (B),Maldivians,29.3307086614173,29.3307086614173,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,24.907063197026,24.907063197026,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Gulhi,Kaafu Atoll,Kaafu (K),Maldivians,28.9408866995073,28.9408866995073,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Guraidhoo,Kaafu Atoll,Kaafu (K),Maldivians,26.9770408163265,26.9770408163265,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Guraidhoo,Thaa Atoll,Thaa (Th),Maldivians,21.0924369747899,21.0924369747899,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hanghghaameedhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,20.5811138014527,20.5811138014527,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,27.7044854881266,27.7044854881266,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hebadhoo,Noonu Atoll,Noonu (N),Maldivians,28.4013605442176,28.4013605442176,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Himandhoo,Alif Uthuru Buri,Alif Alif (AA),Maldivians,26.392572944297,26.392572944297,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Himmafushi,Kaafu Atoll,Kaafu (K),Maldivians,37.8686327077747,37.8686327077747,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,26.9087523277467,26.9087523277467,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hirilandhoo,Thaa Atoll,Thaa (Th),Maldivians,29.4176706827309,29.4176706827309,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,31.3953488372093,31.3953488372093,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hithaadhoo,Baa Atoll,Baa (B),Maldivians,17.9525222551928,17.9525222551928,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hithadhoo,Seenu Atoll,Addu (S),Maldivians,27.1419031415192,27.1419031415192,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),Maldivians,21.6455696202531,21.6455696202531,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),Maldivians,22.4304715840386,22.4304715840386,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Holhudhoo,Noonu Atoll,Noonu (N),Maldivians,23.8425925925925,23.8425925925925,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hulhudheli,Dhaal Atoll,Dhaalu (Dh),Maldivians,22.7737226277372,22.7737226277372,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hulhudhoo,Seenu Atoll,Addu (S),Maldivians,20.7207207207207,20.7207207207207,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Hulhudhuffaaru,Raa Atoll,Raa (R),Maldivians,23.1304347826086,23.1304347826086,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Huraa,Kaafu Atoll,Kaafu (K),Maldivians,29.2460646230323,29.2460646230323,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Iguraidhoo,Raa Atoll,Raa (R),Maldivians,20.0487012987013,20.0487012987013,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),Maldivians,26.2689885142645,26.2689885142645,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Innamaadhoo,Raa Atoll,Raa (R),Maldivians,28.9772727272727,28.9772727272727,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Isdhoo,Laamu Atoll,Laamu (L),Maldivians,26.3403263403263,26.3403263403263,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kaashidhoo,Kaafu Atoll,Kaafu (K),Maldivians,24.9318057828696,24.9318057828696,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,24.2132867132867,24.2132867132867,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kadoodhoo,Thaa Atoll,Thaa (Th),Maldivians,17.2323759791122,17.2323759791122,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kalhaidhoo,Laamu Atoll,Laamu (L),Maldivians,25.6366723259762,25.6366723259762,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kamadhoo,Baa Atoll,Baa (B),Maldivians,27.6967930029154,27.6967930029154,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,27.8195488721804,27.8195488721804,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kedhikolhudhoo,Noonu Atoll,Noonu (N),Maldivians,25.320729237002,25.320729237002,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kelaa,Haa Alif Atoll,Haa Alif (HA),Maldivians,19.6483971044467,19.6483971044467,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kendhoo,Baa Atoll,Baa (B),Maldivians,22.7642276422764,22.7642276422764,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Keyodhoo,Vaavu Atoll,Vaavu (V),Maldivians,19.0384615384615,19.0384615384615,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kibidhoo,Thaa Atoll,Thaa (Th),Maldivians,17.0588235294117,17.0588235294117,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kihaadhoo,Baa Atoll,Baa (B),Maldivians,26.2921348314606,26.2921348314606,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kinolhas,Raa Atoll,Raa (R),Maldivians,21.2851405622489,21.2851405622489,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,26.8115942028985,26.8115942028985,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),Maldivians,24.7126436781609,24.7126436781609,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kolhufushi,Meemu Atoll,Meemu (M),Maldivians,20.9401709401709,20.9401709401709,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Komandoo,Shaviyani Atoll,Shaviyani (Sh),Maldivians,21.0035005834305,21.0035005834305,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kudafari,Noonu Atoll,Noonu (N),Maldivians,22.5045372050816,22.5045372050816,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kudahuvadhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,25.2343457067866,25.2343457067866,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kudarikilu,Baa Atoll,Baa (B),Maldivians,25.0554323725055,25.0554323725055,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,27.1052067709449,27.1052067709449,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,25.6110520722635,25.6110520722635,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kunahandhoo,Laamu Atoll,Laamu (L),Maldivians,23.235800344234,23.235800344234,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kunburudhoo,Alif Dhekunu Buri,Alif Dhaal (ADh),Maldivians,24.7401247401247,24.7401247401247,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),Maldivians,25.3616200578592,25.3616200578592,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Kurinbi,Haa Dhaal Atoll,Haa Dhaalu (HDh),Maldivians,26.0960334029227,26.0960334029227,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Landhoo,Noonu Atoll,Noonu (N),Maldivians,24.1428571428571,24.1428571428571,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),Maldivians,23.9361702127659,23.9361702127659,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Lhohi,Noonu Atoll,Noonu (N),Maldivians,24.7135842880523,24.7135842880523,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Maabaidhoo,Laamu Atoll,Laamu (L),Maldivians,22.020202020202,22.020202020202,Youth Population (National) (18-35 yrs)%
Youth Population (National) (18-35 yrs)%,Maaeboodhoo,Dhaal Atoll,Dhaalu (Dh),Maldivians,24.7692307692307,24.7692307692307,Youth Population (National) (18-35 yrs)%
