dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,administration_level,range01
Employment,Inactivity rate (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,38.57142857142858,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.16274286256033468,admin3,0.7072382892506124
Employment,Youth unemployment rate (15-24 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,20,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09554796015031397,admin3,0.41818181818181815
Employment,Youth unemployment rate (18-35years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,4.716981132075472,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04025113915396894,admin3,0.2783018867924529
Employment,NEET rate (15-24 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,27.450980392156865,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.1225070009362348,admin3,0.5796625626994985
Employment,NEET rate (18-35 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,6.944444444444445,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04831051807147464,admin3,0.42809423347398035
Employment,Labour force participation rate (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,57.48031496062992,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.23115875047750287,admin3,0.28850275810665726
Employment,Employment-to-population ratio (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,54.06824146981627,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2188132303496776,admin3,0.2688173050719799
Employment,Unemployment rate (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,5.93607305936073,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.044662041781503084,admin3,0.33491177631208074
Employment,Combined rate of unemployment and potential labour force (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,25.09090909090909,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11396782151026369,admin3,0.6505606967882417
Employment,Inactivity rate (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,42.51968503937008,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.17702839299396111,admin3,0.7114972418933427
Employment,Youth unemployment rate (15-24 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,23.809523809523807,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10933152987544642,admin3,0.4761904761904761
Employment,Youth unemployment rate (18-35years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,5.813953488372093,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.044220190330852734,admin3,0.24127906976744184
Employment,NEET rate (15-24 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,29.78723404255319,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13096000364626595,admin3,0.5886524822695036
Employment,NEET rate (18-35 years) (%),Utheemu,Haa Alif Atoll,Haa Alif (HA),1,34.7,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14873530982716882,admin3,0.6425925925925926
Employment,Labour force participation rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,68.18181818181817,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.26987879087840955,admin3,0.4166491863705817
Employment,Employment-to-population ratio (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,64.77272727272727,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2575440622891575,admin3,0.3863608728110912
Employment,Unemployment rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,5,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.041275154357604954,admin3,0.35617283950617284
Employment,Combined rate of unemployment and potential labour force (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,11.96911196911197,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0664907050540888,admin3,0.34760594640834164
Employment,Inactivity rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,31.818181818181817,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.1383083525930544,admin3,0.5833508136294181
Employment,Youth unemployment rate (15-24 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,10.81081081081081,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.062299754799825566,admin3,0.22604422604422603
Employment,Youth unemployment rate (18-35years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,6.306306306306306,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04600161492213517,admin3,0.3720720720720721
Employment,NEET rate (15-24 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,27.86885245901639,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.12401894023829246,admin3,0.5884864658787647
Employment,NEET rate (18-35 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,8.571428571428571,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.05419725097491662,admin3,0.5283905967450271
Employment,Labour force participation rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,60.28368794326241,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24130187830756558,admin3,0.3354622089013368
Employment,Employment-to-population ratio (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,56.02836879432624,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2259053376571517,admin3,0.3000508981614677
Employment,Unemployment rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,7.0588235294117645,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04872436299581992,admin3,0.3982570806100218
Employment,Combined rate of unemployment and potential labour force (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,16.402116402116402,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08253014429879998,admin3,0.42527643126445525
Employment,Inactivity rate (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,39.71631205673759,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16688526516389843,admin3,0.6645377910986632
Employment,Youth unemployment rate (15-24 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,12.903225806451612,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06987050364623658,admin3,0.25806451612903225
Employment,Youth unemployment rate (18-35years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,10.294117647058822,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06043026228444343,admin3,0.4272058823529411
Employment,NEET rate (15-24 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,30.909090909090907,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13501909163592052,admin3,0.6108225108225108
Employment,NEET rate (18-35 years) (%),Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,33,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14258439183732846,admin3,0.6111111111111112
Employment,Labour force participation rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,54.721124286341684,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.22117548250345626,admin3,0.1697144233222058
Employment,Employment-to-population ratio (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,53.49143610013175,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.21672624062907225,admin3,0.189740748535121
Employment,Unemployment rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,2.247191011235955,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03131497651549731,admin3,0.16007768067693162
Employment,Combined rate of unemployment and potential labour force (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,14.285714285714285,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0748726055626153,admin3,0.41488451668092385
Employment,Inactivity rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,45.27887571365832,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.18701166096800778,admin3,0.8302855766777943
Employment,Youth unemployment rate (15-24 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,4.838709677419355,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.040691575800694116,admin3,0.10117302052785923
Employment,Youth unemployment rate (18-35years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,2.9605263157894735,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03389595707877171,admin3,0.17467105263157895
Employment,NEET rate (15-24 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,17.72151898734177,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.08730398965015562,admin3,0.37421254047689134
Employment,NEET rate (18-35 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,4.175824175824175,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03829313206130226,admin3,0.2574210599527055
Employment,Labour force participation rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,48.75124875124875,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19957535613527339,admin3,0.14228170308385765
Employment,Employment-to-population ratio (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,47.4025974025974,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19469568328677803,admin3,0.16260378931125216
Employment,Unemployment rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,2.7663934426229506,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03319354803054856,admin3,0.1560792349726776
Employment,Combined rate of unemployment and potential labour force (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,17.47826086956522,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08642383627791653,admin3,0.4531788596719605
Employment,Inactivity rate (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,51.24875124875125,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20861178733619062,admin3,0.8577182969161423
Employment,Youth unemployment rate (15-24 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,6.521739130434782,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04678109117715514,admin3,0.13043478260869565
Employment,Youth unemployment rate (18-35years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,3.803131991051454,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.036944662023660244,admin3,0.15782997762863532
Employment,NEET rate (15-24 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,19.718309859154928,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0945287525297936,admin3,0.38967136150234744
Employment,NEET rate (18-35 years) (%),Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,36.2,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.15416259040643973,admin3,0.6703703703703704
Employment,Labour force participation rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,71.11650485436894,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.28049703620119615,admin3,0.47048565005772347
Employment,Employment-to-population ratio (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,68.20388349514563,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.269958627309408,admin3,0.44616203852348657
Employment,Unemployment rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,4.09556313993174,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03800273262038815,admin3,0.291745670585261
Employment,Combined rate of unemployment and potential labour force (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,10.223642172523961,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.060175268834938136,admin3,0.296914158902642
Employment,Inactivity rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,28.883495145631066,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.12769010727026783,admin3,0.5295143499422766
Employment,Youth unemployment rate (15-24 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,18.51851851851852,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0901876830349847,admin3,0.3872053872053872
Employment,Youth unemployment rate (18-35years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,7.216494845360824,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.049294847309792195,admin3,0.4257731958762887
Employment,NEET rate (15-24 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,26.31578947368421,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.11839966785250725,admin3,0.5556915544675642
Employment,NEET rate (18-35 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,6.25,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04579788817366404,admin3,0.3852848101265823
Employment,Labour force participation rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,69.25064599483204,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2737460098331794,admin3,0.4856682028983341
Employment,Employment-to-population ratio (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,66.1498708010336,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.26252682517318793,admin3,0.4613316839445874
Employment,Unemployment rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,4.477611940298507,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.039385056643431005,admin3,0.25262576008844667
Employment,Combined rate of unemployment and potential labour force (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,11.11111111111111,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06338629745833825,admin3,0.2880904856952761
Employment,Inactivity rate (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,30.749354005167955,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13444113363828458,admin3,0.5143317971016658
Employment,Youth unemployment rate (15-24 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,20,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09554796015031397,admin3,0.4
Employment,Youth unemployment rate (18-35years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,8.13953488372093,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05263457882584638,admin3,0.3377906976744186
Employment,NEET rate (15-24 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,27.27272727272727,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.121862047807385,admin3,0.538961038961039
Employment,NEET rate (18-35 years) (%),Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,29.9,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1313680119735019,admin3,0.5537037037037037
Employment,Labour force participation rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,60.7916355489171,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.24313972775787018,admin3,0.2810772008912216
Employment,Employment-to-population ratio (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,57.80433159073935,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.23233110325347206,admin3,0.2649096307471592
Employment,Unemployment rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,4.914004914004914,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04096400805084905,admin3,0.3500470167136834
Employment,Combined rate of unemployment and potential labour force (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,14.285714285714285,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.0748726055626153,admin3,0.41488451668092385
Employment,Inactivity rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,39.2083644510829,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.16504741571359383,admin3,0.7189227991087783
Employment,Youth unemployment rate (15-24 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,9.523809523809524,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.057643143406199734,admin3,0.1991341991341991
Employment,Youth unemployment rate (18-35years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,5.46448087431694,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04295573304335369,admin3,0.3224043715846995
Employment,NEET rate (15-24 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,21.804511278195488,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.10207701949379776,admin3,0.46043014513026753
Employment,NEET rate (18-35 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,4.948453608247423,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04108864987034479,admin3,0.30505024141980946
Employment,Labour force participation rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,54.91379310344827,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.22187259432299875,admin3,0.24551081318443166
Employment,Employment-to-population ratio (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,51.46551724137931,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20939608724421505,admin3,0.2273442698978622
Employment,Unemployment rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,6.279434850863422,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04590438896996056,admin3,0.35428416380797334
Employment,Combined rate of unemployment and potential labour force (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,17.768595041322314,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08747431961916718,admin3,0.46070668580194984
Employment,Inactivity rate (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,45.08620689655172,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.18631454914846524,admin3,0.7544891868155682
Employment,Youth unemployment rate (15-24 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,13.333333333333334,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07142671313133218,admin3,0.26666666666666666
Employment,Youth unemployment rate (18-35years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,7.905138339920949,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05178648828583714,admin3,0.32806324110671936
Employment,NEET rate (15-24 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,25.217391304347824,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11442545781734317,admin3,0.49834368530020706
Employment,NEET rate (18-35 years) (%),Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,35.8,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1527153155853008,admin3,0.6629629629629629
Employment,Labour force participation rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,54.69496021220159,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.22108081598915286,admin3,0.16923444662127698
Employment,Employment-to-population ratio (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,51.88328912466843,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.21090766406337536,admin3,0.16171256866350123
Employment,Unemployment rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,5.140640155189137,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.041784016746220724,admin3,0.36619128019063363
Employment,Combined rate of unemployment and potential labour force (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,20.616883116883116,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09777995865694053,admin3,0.5987537911190606
Employment,Inactivity rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,45.30503978779841,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.18710632748231115,admin3,0.830765553378723
Employment,Youth unemployment rate (15-24 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,12.32876712328767,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.06779200467641713,admin3,0.2577833125778331
Employment,Youth unemployment rate (18-35years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,5.420560747663552,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.042796821809736985,admin3,0.3198130841121496
Employment,NEET rate (15-24 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,23.47826086956522,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.10813295859500012,admin3,0.49577350859454
Employment,NEET rate (18-35 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,6.82095006090134,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04786369229183962,admin3,0.4204813518555636
Employment,Labour force participation rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,50.49389889599071,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20588059032662115,admin3,0.17147292887911578
Employment,Employment-to-population ratio (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,47.414294015107494,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.19473800381872422,admin3,0.16279016865054177
Employment,Unemployment rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,6.098964326812428,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.045251412856418705,admin3,0.3441020614016395
Employment,Combined rate of unemployment and potential labour force (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,23.738317757009344,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10907389305815421,admin3,0.6154905142985058
Employment,Inactivity rate (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,49.506101104009296,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.20230655314484286,admin3,0.8285270711208843
Employment,Youth unemployment rate (15-24 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,14.634146341463413,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07613329791552376,admin3,0.2926829268292683
Employment,Youth unemployment rate (18-35years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,6.8235294117647065,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04787302486573822,admin3,0.2831764705882353
Employment,NEET rate (15-24 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,25.15527950310559,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11420072570225952,admin3,0.4971162377994676
Employment,NEET rate (18-35 years) (%),Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,38.5,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.16248442062798846,admin3,0.7129629629629629
Employment,Labour force participation rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,70.79754601226995,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.2793429834483225,admin3,0.4646343895872385
Employment,Employment-to-population ratio (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,67.48466257668711,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.26735635149410447,admin3,0.43362683273846864
Employment,Unemployment rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,4.679376083188909,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.040115077052965895,admin3,0.33333333333333337
Employment,Combined rate of unemployment and potential labour force (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,11.003236245954692,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.06299598601790166,admin3,0.3195550646280255
Employment,Inactivity rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,29.20245398773006,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.12884416002314156,admin3,0.53536561041276165
Employment,Youth unemployment rate (15-24 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,19.230769230769234,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09276473934043147,admin3,0.40209790209790214
Employment,Youth unemployment rate (18-35years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,4.0358744394618835,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.03778676773714683,admin3,0.23811659192825116
Employment,NEET rate (15-24 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,19.78021978021978,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.09475275420463325,admin3,0.41768464094045493
Employment,NEET rate (18-35 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,5.415162454873646,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.04277728977665707,admin3,0.33382077411689437
Employment,Labour force participation rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,64.78454680534918,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.2575868275690608,admin3,0.4108563364674401
Employment,Employment-to-population ratio (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,60.77265973254086,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.24307106970474046,admin3,0.3756486671479211
Employment,Unemployment rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,6.192660550458716,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.045590423319716376,admin3,0.349388379204893
Employment,Combined rate of unemployment and potential labour force (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,14.255765199161424,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.07476424416540513,admin3,0.3696255288165807
Employment,Inactivity rate (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,35.21545319465082,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1506003159024032,admin3,0.5891436635325599
Employment,Youth unemployment rate (15-24 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,28.57142857142857,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12656099203186197,admin3,0.5714285714285714
Employment,Youth unemployment rate (18-35years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,6.569343065693431,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04695333111937257,admin3,0.27262773722627737
Employment,NEET rate (15-24 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,24.324324324324326,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11119417443289675,admin3,0.4806949806949808
Employment,NEET rate (18-35 years) (%),Kelaa,Haa Alif Atoll,Haa Alif (HA),1,29.5,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12992073715236302,admin3,0.5462962962962963
Employment,Labour force participation rate (%),Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,55.63063063063063,1,Administrative Islands,Resident Population,-6.407689473965757,2757.4074074074074,0.22446624658284495,admin3,0.18639920460925805
