Timestamp,max_temp_degC,min_temp_degC,mean_temp_degC,mean_humidity_percent,mean_wind_direction_compass,mean_wind_speed_kts,max_wind_direction_compass,max_wind_speed_kts,rainfall_mm
11/25/1994,31.6,24.5,29.9,74,WNW,9,WNW,13,0.4
11/26/1994,31.2,25.7,29.5,72,NNW,11,NNW,14,0
11/27/1994,31.2,25.2,29.7,70,N,8,N,10,0
11/28/1994,31,23.4,29.7,70,NE,6,NE,8,0
11/29/1994,31.1,23.3,29.5,70,VRB,3,CALM,6,0
11/30/1994,31.6,23,29.7,67,VRB,4,CALM,5,0
12/1/1994,31.4,25.6,30.3,69,VRB,6,SW,8,0
12/2/1994,31.6,25,30.1,70,WNW,7,WNW,9,0
12/3/1994,31.6,25.5,29.7,69,W,8,WNW,12,0
12/4/1994,31.8,24.2,29.9,69,NW,8,NW,10,0
12/5/1994,31.4,25.5,29.7,69,NNW,7,NNW,8,0
12/6/1994,31.6,24.1,29.8,74,NNE,7,NNE,8,3.9
12/7/1994,,23.8,29.3,75,VRB,5,NNE,6,0
12/8/1994,30.6,22.2,27.3,82,CALM,0,NNE,7,17
12/9/1994,29.4,22.4,27.7,81,CALM,0,CALM,3,7.9
12/10/1994,30.5,24.7,28.1,80,CALM,0,CALM,2,0
12/11/1994,31.4,24,29.7,70,VRB,3,NE,7,1.2
12/12/1994,31.6,23.6,29.9,70,CALM,0,NE,7,16.1
12/13/1994,31,24.7,28.7,78,NNE,9,NNE,14,0
12/14/1994,31,26.1,28.7,74,VRB,5,NNE,8,0
12/15/1994,31.2,26.1,29.3,75,VRB,6,NE,10,0
12/16/1994,29.8,23,27.9,82,VRB,5,NNE,8,31.4
12/17/1994,31.6,24,29.3,79,VRB,3,ENE,7,8.9
12/18/1994,30.8,25.3,29.5,75,VRB,2,CALM,5,0
12/19/1994,31.5,23.4,29.7,74,VRB,4,ESE,7,29.3
12/20/1994,30.2,23.4,27.4,83,VRB,3,SE,8,1.4
12/21/1994,30.8,23.2,27.3,84,VRB,4,E,11,23.1
12/22/1994,30.6,23.8,29.2,77,E,7,E,13,40.8
12/23/1994,30.4,23.4,27.7,83,VRB,6,E,19,38
12/24/1994,28,22.2,25.2,93,VRB,4,S,10,70.1
12/25/1994,29,23.1,27.7,82,E,11,ENE,15,8.6
12/26/1994,30.2,23,28,82,VRB,6,E,8,28
12/27/1994,28.6,22.9,26.2,89,E,9,SE,22,83.1
12/28/1994,30.6,23.4,27.6,86,E,9,E,48,59.6
12/29/1994,30.3,25.2,28.5,80,VRB,6,E,8,2.5
12/30/1994,30.8,23.9,28.5,81,VRB,6,NE,10,6.2
12/31/1994,30.6,23.4,29.1,79,VRB,3,CALM,5,2.7
1/1/1995,30,24.7,28.1,82,VRB,4,NE,8,0
1/2/1995,30.8,24,29,79,VRB,5,E,8,0
1/3/1995,29.8,22.6,26,91,NNW,7,NNW,15,67.6
1/4/1995,30,23.8,28.7,80,VRB,4,NNE,7,8.3
1/5/1995,30.6,26,29.5,76,VRB,5,ENE,8,0
1/6/1995,31.1,24.7,29.3,79,VRB,5,NE,8,0.2
1/7/1995,30.9,25,28.2,83,VRB,4,CALM,6,5.1
1/8/1995,31.2,26,29.6,73,VRB,5,SE,7,0
1/9/1995,31,24.2,29.6,76,VRB,3,CALM,5,9
1/10/1995,30.4,22.6,26.8,87,VRB,3,SSE,7,15.2
1/11/1995,30.5,23,29.2,78,VRB,3,CALM,5,0
1/12/1995,30.9,26.1,29.5,78,VRB,5,N,8,0
1/13/1995,30.9,26.1,29,79,VRB,5,N,8,1.4
1/14/1995,29.4,22.2,27.5,80,VRB,3,N,7,22.9
1/15/1995,28.8,21.9,26.1,88,CALM,0,W,18,29
1/16/1995,29.4,22.9,27.2,81,N,11,NNW,25,3.9
1/17/1995,30.5,24.8,29.4,74,N,8,N,10,0
1/18/1995,30.2,24.6,29,74,N,8,N,10,0
1/19/1995,31.4,26,29.5,73,NNE,7,NNE,10,0
1/20/1995,30.6,25.2,29.2,77,NNW,9,NNW,12,0
1/21/1995,31.4,23.2,29.9,77,NW,8,NW,11,0
1/22/1995,30.8,25,29.1,76,CALM,0,CALM,3,0
1/23/1995,31,23.8,29.6,77,VRB,3,NE,5,2.3
1/24/1995,31.5,23,29.6,73,VRB,4,E,7,1.6
1/25/1995,29.8,25.2,27.4,79,VRB,4,NNE,6,0.6
1/26/1995,30,25.5,28.3,77,NNE,6,NNE,11,0.4
1/27/1995,29.8,24.4,27.4,78,VRB,5,NNE,11,1.2
1/28/1995,30.6,25.6,29.5,75,VRB,3,ESE,6,0
1/29/1995,31.2,26,30,72,VRB,4,NE,8,0
1/30/1995,31,25,29.7,71,NNE,7,NNE,9,0
1/31/1995,31.2,25,29.9,72,NNE,7,NNE,9,0
2/1/1995,31.3,22.4,29.8,77,VRB,5,NNE,8,64.5
